id,university_short_name,program_source_code,major_code,subject_group_code
c23decb3-da79-414f-8366-48e7f60aaf8d,ANH,7860100_Nam_1,7860100,X04
fde7d356-6e26-4db7-b641-b11f1b6cc679,ANH,7860100_Nam_2,7860100,A00
6e242567-abac-45e5-86e6-b956d93d1957,ANH,7860100_Nam_2,7860100,A01
6fd9b6ba-8d1b-4b24-b67c-41079c4f3484,ANH,7860100_Nam_2,7860100,C03
7336686e-307d-4411-8711-7d083ee4e23e,ANH,7860100_Nam_2,7860100,D01
c0ad029e-2b9a-4f1a-a0b9-86c21c773cc0,ANH,7860100_Nam_2,7860100,X02
d7670c31-d2ad-42b3-b498-f179573363b1,ANH,7860100_Nam_2,7860100,X03
6b291e6d-7d1b-4c14-8358-f49820e9bf06,ANH,7860100_Nam_2,7860100,X04
a462e9b7-89ef-4ddb-b7f3-2b4b571a73ef,ANH,7860100_Nam_3,7860100,A00
494350ed-c401-451b-b3bb-1e48ddfa096b,ANH,7860100_Nam_3,7860100,A01
47f4170d-16e0-407b-8106-d1a6329aa364,ANH,7860100_Nam_3,7860100,C03
d7a5eeaa-c747-450b-9fc9-74cdebfe01fa,ANH,7860100_Nam_3,7860100,D01
d165d138-0a6f-4bf5-8e09-bff306871eaa,ANH,7860100_Nam_3,7860100,X02
2e4f6395-07ca-45ab-8e2b-7364821d20c2,ANH,7860100_Nam_3,7860100,X03
50ba965b-14d7-4607-a1c2-33c1b067fddb,ANH,7860100_Nam_3,7860100,X04
186866c4-5aac-4481-b12b-38086e3367b1,ANH,7860100_Nam_8,7860100,A00
a2b74459-8a40-43e8-b753-5aa26a2c8bbc,ANH,7860100_Nam_8,7860100,A01
a3dd2b0a-00a5-4ad9-af4e-09ffce374eca,ANH,7860100_Nam_8,7860100,C03
ade3025a-e6e2-40c7-b285-b819cf2aa4b7,ANH,7860100_Nam_8,7860100,D01
6a8e1bfb-01bb-4d3e-9af3-a9123af462ed,ANH,7860100_Nam_8,7860100,X02
927e097a-dcf5-4506-b20a-c14da0ba4a73,ANH,7860100_Nam_8,7860100,X03
a5cbd8fa-ea20-4a2a-ae01-f13700029ab5,ANH,7860100_Nam_8,7860100,X04
c7c5e80d-f281-429b-918d-acc552024312,ANH,7860100_Nu_1,7860100,A00
f0357b2d-f98e-48f7-9369-2da91e37fccf,ANH,7860100_Nu_1,7860100,A01
