id,university_short_name,major_code,program_source_code,program_name,quota,missing_reason,base_program_code,source,source_school_id,is_active
42f52399-7de8-5585-bf51-df831b40f043,BKA,EM5y,EM5y,Tài chính-Ngân hàng,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),EM5,tuyensinh247,302,true
be4c3071-81cf-5955-871c-a0e60a15e7d3,BKA,ET-E16x,ET-E16x,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E16,tuyensinh247,302,true
7656fbce-5a55-5d1f-924e-690e15d80024,BKA,ET-E16y,ET-E16y,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E16,tuyensinh247,302,true
c2cfcd82-2c10-56ee-8515-eba59e616cc0,BKA,ET-E4x,ET-E4x,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E4,tuyensinh247,302,true
eed3cc14-8cd8-51df-a932-5db1c6b2e96f,BKA,ET-E4y,ET-E4y,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E4,tuyensinh247,302,true
cf0e5f19-7129-5b78-8ee8-dfd0f0ebd9fd,BKA,ET-E5x,ET-E5x,Kỹ thuật Y sinh (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E5,tuyensinh247,302,true
a6c22b68-bc0b-553e-a743-caaa0d0a3c04,BKA,ET-E5y,ET-E5y,Kỹ thuật Y sinh (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E5,tuyensinh247,302,true
bcbf17fc-1073-55f7-929d-368e507f7dc4,BKA,ET-E9x,ET-E9x,Hệ thống nhúng thông minh và IoT (tăng cường tiếng Nhật),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E9,tuyensinh247,302,true
7adc0808-8b54-5ae0-b11e-225c9a89f6e5,BKA,ET-E9y,ET-E9y,Hệ thống nhúng thông minh và IoT (tăng cường tiếng Nhật),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-E9,tuyensinh247,302,true
b38235a8-c677-5db9-903f-a569e20de62e,BKA,ET-LUHX,ET-LUHX,Điện tử - Viễn thông - ĐH Leibniz Hannover (CHLB Đức),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-LUH,tuyensinh247,302,true
4b56aeb4-a5ce-5575-88c3-c7333bdf3006,BKA,ET-LUHY,ET-LUHY,Điện tử - Viễn thông - ĐH Leibniz Hannover (CHLB Đức),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET-LUH,tuyensinh247,302,true
96dfd6f0-4cea-51be-a80a-4637fae88ffe,BKA,ET1x,ET1x,Kỹ thuật Điện tử-Viễn thông,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET1,tuyensinh247,302,true
c542680a-2038-57ec-ad4f-babfe2faab15,BKA,ET1y,ET1y,Kỹ thuật Điện tử-Viễn thông,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET1,tuyensinh247,302,true
610d6f08-08ab-5426-b572-8a20d6c6bb95,BKA,ET2x,ET2x,Kỹ thuật Y sinh,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET2,tuyensinh247,302,true
1e92f4e6-425e-5047-baa0-f72bb055c570,BKA,ET2y,ET2y,Kỹ thuật Y sinh,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ET2,tuyensinh247,302,true
0d1c4f4f-9498-5847-a598-394b5f63684e,BKA,EV1x,EV1x,Kỹ thuật Môi trường,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),EV1,tuyensinh247,302,true
b92a6c80-2f19-5749-920a-9529863898c2,BKA,EV1y,EV1y,Kỹ thuật Môi trường,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),EV1,tuyensinh247,302,true
6bd25b59-f349-5cc7-ae73-7d9550c9c2b8,BKA,EV2x,EV2x,Quản lý Tài nguyên và Môi trường,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),EV2,tuyensinh247,302,true
e88e1791-d920-5a89-ad66-07bf5312bb8e,BKA,EV2y,EV2y,Quản lý Tài nguyên và Môi trường,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),EV2,tuyensinh247,302,true
f89aecab-9302-509d-9395-c86c01600716,BKA,FL1x,FL1x,Tiếng Anh KHKT và Công nghệ,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),FL1,tuyensinh247,302,true
1bef31db-341a-563a-adb9-52f26d466c30,BKA,FL1y,FL1y,Tiếng Anh KHKT và Công nghệ,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),FL1,tuyensinh247,302,true
e0c415dd-7d08-5250-9f27-84ffe238507d,BKA,FL2x,FL2x,Tiếng Anh chuyên nghiệp quốc tế (do ĐHBK Hà Nội và ĐH Plymouth Marjon - Vương quốc Anh cấp bằng),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),FL2,tuyensinh247,302,true
ad961b00-a876-595c-b743-76c82238bcb8,BKA,FL2y,FL2y,Tiếng Anh chuyên nghiệp quốc tế (do ĐHBK Hà Nội và ĐH Plymouth Marjon - Vương quốc Anh cấp bằng),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),FL2,tuyensinh247,302,true
13c4e368-019b-5132-93a1-097f28f3cb77,BKA,HE1x,HE1x,Kỹ thuật Nhiệt,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),HE1,tuyensinh247,302,true
7318a13a-fc7c-5fa7-a273-2e23dec35448,BKA,HE1y,HE1y,Kỹ thuật Nhiệt,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),HE1,tuyensinh247,302,true
36a3ef45-df2c-509d-a897-1edbf599a754,BKA,IT-E10x,IT-E10x,Khoa học Dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-E10,tuyensinh247,302,true
271ce317-4278-540f-bf55-0fbb2a3a2cdf,BKA,IT-E15x,IT-E15x,An toàn không gian số - Cyber Security (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-E15,tuyensinh247,302,true
f54a4f0a-358c-554c-b3f6-0ed01df85e5b,BKA,IT-E6x,IT-E6x,Công nghệ Thông tin Việt - Nhật (tăng cường tiếng Nhật),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-E6,tuyensinh247,302,true
43c61649-a53f-5669-9e09-2542e19ea671,BKA,IT-E6y,IT-E6y,Công nghệ Thông tin Việt - Nhật (tăng cường tiếng Nhật),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-E6,tuyensinh247,302,true
fad76f6a-431b-57b8-bd32-0aa0a2114ba4,BKA,IT-E7x,IT-E7x,Công nghệ Thông tin Global ICT (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-E7,tuyensinh247,302,true
10fbcc24-d075-5363-8b45-c84aabf7569e,BKA,IT-Epx,IT-Epx,Công nghệ Thông tin Việt - Pháp (tăng cường tiếng Pháp),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT-EP,tuyensinh247,302,true
b60b6925-1915-5b2b-b6ff-827efe1ecb9d,BKA,IT1x,IT1x,CNTT: Khoa học Máy tính,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT1,tuyensinh247,302,true
4fc1e9f0-db1b-5b70-a037-b5c173164420,BKA,IT2x,IT2x,CNTT: Kỹ thuật Máy tính,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT2,tuyensinh247,302,true
f299e13b-c94c-510d-8ba4-546dbd4d2457,BKA,IT2y,IT2y,CNTT: Kỹ thuật Máy tính,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),IT2,tuyensinh247,302,true
9827e2e7-df5a-579c-a02a-1b1acc89055a,BKA,ME-E1x,ME-E1x,Kỹ thuật Cơ điện tử (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME-E1,tuyensinh247,302,true
