major_code,subject_group_code
QHT92,C04
QHT92,D01
QHT92,X02
QHT93,A00
QHT93,A01
QHT93,C01
QHT93,D07
QHT93,D08
QHT93,X26
QHT94,A00
QHT94,A01
QHT94,A02
QHT94,B00
QHT94,C01
QHT94,C02
QHT94,D07
QHT94,X06
QHT95,A00
QHT95,A01
QHT95,A04
QHT95,A06
QHT95,A07
QHT95,B00
QHT95,B02
QHT95,C04
QHT95,D01
QHT95,D10
QHT95,D20
QHT95,X01
QHT95,X21
QHT95,X25
QHT96,B03
QHT96,C01
QHT96,C02
QHT96,C04
QHT96,D01
QHT96,X01
QHT96,X02
QHT97,A00
QHT97,A01
QHT97,B00
QHT97,D07
QHT98,A00
QHT98,A01
QHT98,C01
QHT98,D07
QHT98,D08
QHT98,X26
QHT07,A00
QHT07,A05
QHT07,A06
QHT07,B00
QHT07,C02
QHT07,D07
QHT09,A00
QHT09,A02
QHT09,B00
QHT09,B03
QHT09,B08
QHT09,D07
QHT15,B03
QHT15,C01
QHT15,C02
QHT15,C04
QHT15,D01
QHT15,X01
QHT15,X02
QHT81,A00
QHT81,A02
QHT81,B00
QHT81,B03
QHT81,B08
QHT81,D07
QHT82,B03
QHT82,C01
QHT82,C02
QHT82,C04
QHT82,D01
QHT82,X01
QHT82,X02
QHT99,A00
QHT99,A01
QHT99,A02
QHT99,B00
QHT99,C01
QHT99,C02
QHT99,D07
QHT99,X06
OHX07,A01
OHX07,D01
OHX07,D09
OHX07,D10
OHX07,D11
OHX07,D14
OHX07,D15
OHX07,Q00
OHX09,A01
OHX09,C00
OHX09,D01
OHX09,D09
OHX09,D10
OHX09,D11
OHX09,D14
OHX09,D15
OHX09,Q00
OHX21,C00
OHX21,D01
OHX21,D09
OHX21,D10
OHX21,D11
OHX21,D14
OHX21,D15
OHX21,Q00
QHX01,A01
QHX01,D01
QHX01,D09
QHX01,D10
QHX01,D11
QHX01,D14
QHX01,D15
QHX01,Q00
QHX02,C00
QHX02,D01
QHX02,D09
QHX02,D10
QHX02,D11
QHX02,D14
QHX02,D15
QHX02,Q00
QHX03,A01
QHX03,C00
QHX03,D01
QHX03,D09
QHX03,D10
QHX03,D11
QHX03,D14
QHX03,D15
QHX03,Q00
QHX04,C00
QHX04,D01
QHX04,D09
QHX04,D10
QHX04,D11
QHX04,D14
QHX04,D15
QHX04,Q00
QHX05,D01
QHX05,D09
QHX05,D10
QHX05,D11
QHX05,D14
QHX05,D15
QHX05,Q00
QHX06,D01
QHX06,D04
QHX06,D09
QHX06,D10
QHX06,D11
QHX06,D14
QHX06,D15
QHX06,Q00
QHX07,C00
QHX07,D01
QHX07,D04
QHX07,D09
QHX07,D10
QHX07,D11
QHX07,D14
QHX07,D15
QHX07,Q00
QHX08,D01
QHX08,D09
QHX08,D10
QHX08,D11
QHX08,D14
QHX08,D15
QHX08,Q00
QHX09,A01
QHX09,D01
QHX09,D09
QHX09,D10
QHX09,D11
QHX09,D14
QHX09,D15
QHX09,Q00
QHX10,C00
QHX10,D01
QHX10,D09
QHX10,D10
QHX10,D11
QHX10,D14
QHX10,D15
QHX10,Q00
QHX11,A01
QHX11,C00
QHX11,D01
QHX11,D09
QHX11,D10
QHX11,D11
QHX11,D14
QHX11,D15
QHX11,Q00
QHX12,A01
QHX12,C00
QHX12,D01
QHX12,D09
QHX12,D10
QHX12,D11
QHX12,D14
QHX12,D15
QHX12,Q00
QHX13,C00
QHX13,D01
QHX13,D09
QHX13,D10
QHX13,D11
QHX13,D14
QHX13,D15
QHX13,Q00
QHX14,A01
QHX14,D01
QHX14,D06
QHX14,D09
QHX14,D10
QHX14,D11
QHX14,D14
QHX14,D15
QHX14,Q00
QHX15,A01
QHX15,D01
QHX15,D09
QHX15,D10
QHX15,D11
QHX15,D14
QHX15,D15
QHX15,Q00
QHX16,A01
QHX16,D01
QHX16,D09
QHX16,D10
QHX16,D11
QHX16,D14
QHX16,D15
QHX16,Q00
QHX17,D01
QHX17,D09
QHX17,D10
QHX17,D11
QHX17,D14
QHX17,D15
QHX17,Q00
QHX18,D01
QHX18,D09
QHX18,D10
QHX18,D11
QHX18,D14
QHX18,D15
QHX18,Q00
QHX19,A01
QHX19,D01
QHX19,D09
QHX19,D10
QHX19,D11
QHX19,D14
QHX19,D15
QHX19,Q00
QHX20,A01
QHX20,D01
QHX20,D09
QHX20,D10
QHX20,D11
QHX20,D14
QHX20,D15
QHX20,Q00
QHX21,D01
QHX21,D09
QHX21,D10
QHX21,D11
QHX21,D14
QHX21,D15
QHX21,Q00
QHX22,A01
QHX22,C00
QHX22,D01
QHX22,D09
QHX22,D10
QHX22,D11
QHX22,D14
QHX22,D15
QHX22,Q00
QHX23,C00
QHX23,D01
QHX23,D09
QHX23,D10
QHX23,D11
QHX23,D14
QHX23,D15
QHX23,Q00
QHX24,C00
QHX24,D01
QHX24,D09
QHX24,D10
QHX24,D11
QHX24,D14
QHX24,D15
QHX24,Q00
QHX25,C00
QHX25,D01
QHX25,D09
QHX25,D10
QHX25,D11
QHX25,D14
QHX25,D15
QHX25,Q00
QHX26,C00
QHX26,D01
QHX26,D09
QHX26,D10
QHX26,D11
QHX26,D14
QHX26,D15
QHX26,Q00
QHX27,A01
QHX27,C00
QHX27,D01
QHX27,D09
QHX27,D10
QHX27,D11
QHX27,D14
QHX27,D15
QHX27,Q00
QHX40,A01
QHX40,D01
QHX40,D09
QHX40,D10
QHX40,D11
QHX40,D14
QHX40,D15
QHX40,Q00
QHX41,A01
QHX41,D01
QHX41,D09
QHX41,D10
QHX41,D11
QHX41,D14
QHX41,D15
QHX41,Q00
QHX42,A01
QHX42,D01
QHX42,D09
QHX42,D10
QHX42,D11
QHX42,D14
QHX42,D15
QHX42,Q00
QHX43,A01
QHX43,D01
QHX43,D09
QHX43,D10
QHX43,D11
QHX43,D14
QHX43,D15
QHX43,Q00
QHX28,A01
QHX28,C00
QHX28,D01
QHX28,D09
QHX28,D10
QHX28,D11
QHX28,D14
QHX28,D15
QHX28,Q00
QHE40,A01
QHE40,C01
QHE40,C03
QHE40,C04
QHE40,D01
QHE40,D09
QHE40,D10
QHE40,Q00
QHE40,X01
QHE41,A01
QHE41,D01
QHE41,D09
QHE41,D10
QHE42,A01
QHE42,C01
QHE42,C03
QHE42,C04
QHE42,D01
QHE42,D09
QHE42,D10
QHE42,Q00
QHE42,X01
QHE43,A01
QHE43,C01
QHE43,C03
QHE43,C04
QHE43,D01
QHE43,D09
QHE43,D10
QHE43,Q00
QHE43,X01
QHE44,A01
QHE44,C01
QHE44,C03
QHE44,C04
QHE44,D01
QHE44,D09
QHE44,D10
QHE44,Q00
QHE44,X01
QHE45,A01
QHE45,C01
QHE45,C03
QHE45,C04
QHE45,D01
QHE45,D09
QHE45,D10
QHE45,Q00
QHE45,X01
QHE80,A01
QHE80,D01
QHE80,D09
QHE80,D10
QHE89,A01
QHE89,D01
QHE89,D09
QHE89,D10
7310101,C01
7310101,C04
7310101,D09
7310101,X01
7310105,C01
7310105,C03
7310105,C04
7310105,D09
7310105,D10
7310105,X01
7310106,C01
7310106,C03
7310106,C04
7310106,X01
7340101,C01
7340101,C04
7340101,D09
7340101,D10
7340101,X01
7340201,C01
7340201,C03
7340201,C04
7340201,D09
7340201,D10
7340201,X01
7340301,C01
7340301,C03
7340301,C04
7340301,D09
7340301,D10
7340301,X01
734010101,A01
734010101,C01
734010101,C03
734010101,C04
734010101,D01
734010101,D09
734010101,D10
734010101,Q00
734010101,X01
7380101,A07
7380101,C02
7380101,D03
7380101CLC,A01
7380101CLC,A07
7380101CLC,C01
7380101CLC,C02
7380101CLC,C03
7380101CLC,C04
7380101CLC,D01
7380101CLC,D03
7380101CLC,D14
7380101CLC,D15
7380101CLC,Q00
7380109,A01
7380109,A07
7380109,C01
7380109,C02
7380109,C03
7380109,C04
7380109,D01
7380109,D03
7380109,D14
7380109,D15
7380109,Q00
7380110,A01
7380110,A07
7380110,C01
7380110,C02
7380110,C03
7380110,C04
7380110,D01
7380110,D03
7380110,D14
7380110,D15
7380110,Q00
QHQ01,A00
QHQ01,A01
QHQ01,C01
QHQ01,C02
QHQ01,D01
QHQ01,D07
QHQ01,X02
QHQ01,X26
QHQ02,A00
QHQ02,A01
QHQ02,C01
QHQ02,C02
QHQ02,D01
QHQ02,D07
QHQ02,X02
QHQ02,X26
QHQ03,A00
QHQ03,A01
QHQ03,A02
QHQ03,C01
QHQ03,C02
QHQ03,D01
QHQ03,D07
QHQ03,X02
QHQ03,X26
QHQ04,A00
QHQ04,A01
QHQ04,A02
QHQ04,C01
QHQ04,C02
QHQ04,D07
QHQ04,X02
QHQ04,X06
QHQ04,X26
QHQ05,A00
QHQ05,A01
QHQ05,A02
QHQ05,C01
QHQ05,C02
QHQ05,D01
QHQ05,D07
QHQ05,X02
QHQ05,X26
QHQ06,A00
QHQ06,A01
QHQ06,C01
QHQ06,C02
QHQ06,D01
QHQ06,D07
QHQ06,D09
QHQ06,X02
QHQ06,X26
QHQ07,A00
QHQ07,A01
QHQ07,C01
QHQ07,C02
QHQ07,D01
QHQ07,D07
QHQ07,D09
QHQ07,X02
QHQ07,X26
QHQ08,A00
QHQ08,A01
QHQ08,A02
QHQ08,C01
QHQ08,C02
QHQ08,D07
QHQ08,X02
QHQ08,X06
QHQ08,X26
QHQ09,A01
QHQ09,D01
QHQ09,D07
QHQ09,D08
QHQ09,D09
QHQ09,D10
QHQ09,X26
QHQ10,A00
QHQ10,A01
QHQ10,A02
QHQ10,C01
QHQ10,C02
QHQ10,D07
QHQ10,X02
QHQ10,X06
QHQ10,X26
QHQ11,A00
QHQ11,A01
QHQ11,A02
QHQ11,C01
QHQ11,C02
QHQ11,D01
QHQ11,D07
QHQ11,X02
QHQ11,X26
QHQ12,A00
QHQ12,A01
QHQ12,A02
QHQ12,C01
QHQ12,C02
QHQ12,D07
QHQ12,X02
QHQ12,X06
QHQ12,X26
7220201,D78
7220201,D90
7340108,A00
7340108,A01
7340108,D00
7340108,D01
7340108,D03
7340108,D06
7340108,D96
7340108,D97
7340115,D00
7340115,D03
7340115,D06
7340115,D96
7340115,D97
7340120,C01
7340120,C02
7340120,X02
7340120,X26
7340125,A00
7340125,A01
7340125,A02
7340125,C01
7340125,C02
7340125,D01
7340125,D07
7340125,X02
7340125,X26
7340303,A00
7340303,A01
7340303,C01
7340303,C02
7340303,D01
7340303,D07
7340303,X02
7340303,X26
7340405,A02
7340405,C01
7340405,C02
7340405,X02
7480111,A00
7480111,A01
7480111,A02
7480111,C01
7480111,C02
7480111,D07
7480111,X02
7480111,X06
7480111,X26
7480209,A00
7480209,A01
7480209,A02
7480209,C01
7480209,C02
7480209,D01
7480209,D07
7480209,X02
7480209,X26
7480210,A00
7480210,A01
7480210,A02
7480210,C01
7480210,C02
7480210,D07
7480210,X02
7480210,X06
7480210,X26
7510306,A00
7510306,A01
7510306,A02
7510306,C01
7510306,C02
7510306,D07
7510306,X02
7510306,X06
7510306,X26
7520139,A00
7520139,A01
7520139,A02
7520139,C01
7520139,C02
7520139,D07
7520139,X02
7520139,X06
7520139,X26
QHQ13,A00
QHQ13,A01
QHQ13,C01
QHQ13,C02
QHQ13,D01
QHQ13,D03
QHQ13,D07
QHQ13,D29
QHQ13,X02
QHQ13,X26
QHQ14,A00
QHQ14,A01
QHQ14,C01
QHQ14,C02
QHQ14,D01
QHQ14,D03
QHQ14,D07
QHQ14,D29
QHQ14,X02
QHQ14,X26
7140231,A01
7140231,D01
7140231,D07
7140231,D08
7140231,D14
7140231,D15
7140234,A01
7140234,D01
7140234,D04
7140234,D07
7140234,D08
7140234,D14
7140234,D15
7140234,D45
7140234,D65
7140236,A01
7140236,D01
7140236,D06
7140236,D07
7140236,D08
7140236,D14
7140236,D15
7140236,D43
7140236,D63
7140237,A01
7140237,D01
7140237,D07
7140237,D08
7140237,D14
7140237,D15
7220201,D08
7220202,A01
7220202,D07
7220202,D08
7220202,D14
7220202,D15
7220202,D42
7220202,D62
7220203,A01
7220203,D01
7220203,D03
7220203,D07
7220203,D08
7220203,D14
7220203,D15
7220203,D44
7220203,D64
7220204,A01
7220204,D07
7220204,D08
7220204,D14
7220204,D15
7220204,D45
7220204,D65
7220205,A01
7220205,D01
7220205,D05
7220205,D07
7220205,D08
7220205,D14
7220205,D15
7220205,D41
7220205,D61
7220209,A01
7220209,D01
7220209,D06
7220209,D07
7220209,D08
7220209,D14
7220209,D15
7220209,D43
7220209,D63
7220210,A01
7220210,D01
7220210,D07
7220210,D08
7220210,D14
7220210,D15
7220211,A01
7220211,D01
7220211,D07
7220211,D08
7220211,D14
7220211,D15
7903124QT,A01
7903124QT,D01
7903124QT,D78
7903124QT,D90
7140235,A01
7140235,D01
7140235,D05
7140235,D07
7140235,D08
7140235,D14
7140235,D15
7140235,D41
7140235,D61
7220212QTD,A01
7220212QTD,D01
7220212QTD,D07
7220212QTD,D08
7220212QTD,D14
7220212QTD,D15
7903124,A01
7903124,D01
7903124,D78
7903124,D90
7903124,D14
7220101,A01
7220101,D01
7220101,D07
7220101,D08
7220101,D14
7220101,D15
7903124,D07
7903124,D08
7903124,D15
7220212,A01
7220212,D01
7220212,D07
7220212,D08
7220212,D14
7220212,D15
7720101,D08
7720101,Q00
7720201,Q00
7720301,B00
7720301,D08
7720301,Q00
7720501,B00
7720501,D08
7720501,Q00
7720601,B00
7720601,D08
7720601,Q00
7720602,B00
7720602,D08
7720602,Q00
TM01,A00
TM01,A01
TM01,D01
TM01,D07
TM01,K00
TM01,Q00
TM02,A01
TM02,D01
TM02,D07
TM02,D09
TM02,D10
TM02,K00
TM02,Q00
TM02,X25
TM02,X26
TM02,X27
TM02,X28
TM03,A00
TM03,A01
TM03,D01
TM03,D07
TM03,K00
TM03,Q00
TM04,A00
TM04,A01
TM04,D01
TM04,D07
TM04,K00
TM04,Q00
TM05,A01
TM05,D01
TM05,D07
TM05,D09
TM05,D10
TM05,K00
TM05,Q00
TM05,X25
TM05,X26
TM05,X27
TM05,X28
TM06,A00
TM06,A01
TM06,D01
TM06,D07
TM06,K00
TM06,Q00
TM07,A00
TM07,A01
TM07,D01
TM07,D07
TM07,K00
TM07,Q00
TM08,A01
TM08,D01
TM08,D07
TM08,D09
TM08,D10
TM08,K00
TM08,Q00
TM08,X25
TM08,X26
TM08,X27
TM08,X28
TM09,A00
TM09,A01
TM09,D01
TM09,D07
TM09,K00
TM09,Q00
TM10,A00
TM10,A01
TM10,D01
TM10,D07
TM10,K00
TM10,Q00
TM11,A01
TM11,D01
TM11,D07
TM11,D09
TM11,D10
TM11,K00
TM11,Q00
TM11,X25
TM11,X26
TM11,X27
TM11,X28
TM12,A00
TM12,A01
TM12,D01
TM12,D07
TM12,K00
TM12,Q00
TM13,A01
TM13,D01
TM13,D07
TM13,D09
TM13,D10
TM13,K00
TM13,Q00
TM13,X25
TM13,X26
TM13,X27
TM13,X28
TM14,A00
TM14,A01
TM14,D01
TM14,D07
TM14,K00
TM14,Q00
TM15,A00
TM15,A01
TM15,D01
TM15,D07
TM15,K00
TM15,Q00
TM16,A01
TM16,D01
TM16,D07
TM16,D09
TM16,D10
TM16,K00
TM16,Q00
TM16,X25
TM16,X26
TM16,X27
TM16,X28
TM17,A00
TM17,A01
TM17,D01
TM17,D07
TM17,K00
TM17,Q00
TM18,A01
TM18,D01
TM18,D07
TM18,D09
TM18,D10
TM18,K00
TM18,Q00
TM18,X25
TM18,X26
TM18,X27
TM18,X28
TM19,A00
TM19,A01
TM19,D01
TM19,D07
TM19,K00
TM19,Q00
TM20,A01
TM20,D01
TM20,D07
TM20,D09
TM20,D10
TM20,K00
TM20,Q00
TM20,X25
TM20,X26
TM20,X27
TM20,X28
TM21,A00
TM21,A01
TM21,D01
TM21,D07
TM21,K00
TM21,Q00
TM22,A00
TM22,A01
TM22,D01
TM22,D07
TM22,K00
TM22,Q00
TM23,A01
TM23,D01
TM23,D07
TM23,D09
TM23,D10
TM23,K00
TM23,Q00
TM23,X25
TM23,X26
TM23,X27
TM23,X28
TM24,A00
TM24,A01
TM24,D01
TM24,D07
TM24,K00
TM24,Q00
TM25,A01
TM25,D01
TM25,D07
TM25,D09
TM25,D10
TM25,K00
TM25,Q00
TM25,X25
TM25,X26
TM25,X27
TM25,X28
TM26,A00
TM26,A01
TM26,D01
TM26,D07
TM26,K00
TM26,Q00
TM28,A00
TM28,A01
TM28,D01
TM28,D07
TM28,K00
TM28,Q00
TM29,A01
TM29,D01
TM29,D07
TM29,D09
TM29,D10
TM29,K00
TM29,Q00
TM29,X25
TM29,X26
TM29,X27
TM29,X28
TM31,A00
TM31,A01
TM31,D01
TM31,D07
TM31,K00
TM31,Q00
TM32,A01
TM32,D01
TM32,D07
TM32,D09
TM32,D10
TM32,K00
TM32,Q00
TM32,X25
TM32,X26
TM32,X27
TM32,X28
TM33,A01
TM33,D01
TM33,D07
TM33,K00
TM33,Q00
TM27,A00
TM27,A01
TM27,D01
TM27,D07
TM27,K00
TM27,Q00
TM30,A00
TM30,A01
TM30,D01
TM30,D07
TM30,K00
TM30,Q00
TM34,A00
TM34,A01
TM34,D01
TM34,D07
TM34,K00
TM34,Q00
TM35,A01
TM35,D01
TM35,D07
TM35,D09
TM35,D10
TM35,K00
TM35,Q00
TM35,X25
TM35,X26
TM35,X27
TM35,X28
TM36,A00
TM36,A01
TM36,D01
TM36,D07
TM36,K00
TM36,Q00
TM37,A00
TM37,A01
TM37,D01
TM37,D07
TM37,K00
TM37,Q00
TM38,A01
TM38,D01
TM38,D07
TM38,D09
TM38,D10
TM38,K00
TM38,Q00
TM38,X25
TM38,X26
TM38,X27
TM38,X28
TM39,A00
TM39,A01
TM39,D01
TM39,D07
TM39,K00
TM39,Q00
TM40,A01
TM40,D01
TM40,D04
TM40,D07
TM40,K00
TM40,Q00
TM41,D04
TM41,K00
TM41,Q00
TM42,A00
TM42,A01
TM42,D01
TM42,D03
TM42,D07
TM42,K00
TM42,Q00
TM43,A01
TM43,D01
TM43,D07
TM43,D09
TM43,D10
TM43,K00
TM43,Q00
TM43,X25
TM43,X26
TM43,X27
TM43,X28
TM44,A01
TM44,D01
TM44,D07
TM44,D09
TM44,D10
TM44,K00
TM44,Q00
TM44,X25
TM44,X26
TM44,X27
TM44,X28
TM45,A01
TM45,D01
TM45,D07
TM45,D09
TM45,D10
TM45,K00
TM45,Q00
TM45,X25
TM45,X26
TM45,X27
TM45,X28
BF-E12,A00
BF-E12,B00
BF-E12,B03
BF-E12,C01
BF-E12,C02
BF-E12,D07
BF-E12,K00
BF-E12,X02
BF1,A00
BF1,B00
BF1,B03
BF1,C01
BF1,C02
BF1,D07
BF1,K00
BF1,X02
BF2,A00
BF2,B00
BF2,B03
BF2,C01
BF2,C02
BF2,D07
BF2,K00
BF2,X02
CH-E11,A00
CH-E11,B00
CH-E11,B03
CH-E11,C01
CH-E11,C02
CH-E11,D07
CH-E11,K00
CH-E11,X02
CH1,A00
CH1,B00
CH1,B03
CH1,C01
CH1,C02
CH1,D07
CH1,K00
CH1,X02
CH2,A00
CH2,B00
CH2,B03
CH2,C01
CH2,C02
CH2,D07
CH2,K00
CH2,X02
CH3,A00
CH3,A01
CH3,B03
CH3,C01
CH3,C02
CH3,D07
CH3,K00
CH3,X02
ED2,A00
ED2,A01
ED2,B03
ED2,C01
ED2,C02
ED2,D01
ED2,K00
ED2,X02
EE-E18,A00
EE-E18,A01
EE-E18,B03
EE-E18,C01
EE-E18,C02
EE-E18,K00
EE-E18,X02
EE-E8,A00
EE-E8,A01
EE-E8,B03
EE-E8,C01
EE-E8,C02
EE-E8,K00
EE-E8,X02
EE-EP,A00
EE-EP,A01
EE-EP,B03
EE-EP,C01
EE-EP,C02
EE-EP,D29
EE-EP,K00
EE-EP,X02
EE1,A00
EE1,A01
EE1,B03
EE1,C01
EE1,C02
EE1,K00
EE1,X02
EE2,A00
EE2,A01
EE2,B03
EE2,C01
EE2,C02
EE2,K00
EE2,X02
EM-E13,A01
EM-E13,B03
EM-E13,C01
EM-E13,C02
EM-E13,D01
EM-E13,D07
EM-E13,K00
EM-E13,X02
EM-E14,A01
EM-E14,B03
EM-E14,C01
EM-E14,C02
EM-E14,D01
EM-E14,D07
EM-E14,K00
EM-E14,X02
EM1,A00
EM1,A01
EM1,B03
EM1,C01
EM1,C02
EM1,D01
EM1,K00
EM1,X02
EM2,A00
EM2,A01
EM2,B03
EM2,C01
EM2,C02
EM2,D01
EM2,K00
EM2,X02
EM3,A00
EM3,A01
EM3,B03
EM3,C01
EM3,C02
EM3,D01
EM3,K00
EM3,X02
EM4,A01
EM4,B03
EM4,C01
EM4,C02
EM4,D01
EM4,D07
EM4,K00
EM4,X02
EM5,A00
EM5,A01
EM5,B03
EM5,C01
EM5,C02
EM5,D01
EM5,K00
EM5,X02
ET-E16,A00
ET-E16,A01
ET-E16,B03
ET-E16,C01
ET-E16,C02
ET-E16,K00
ET-E16,X02
ET-E4,A00
ET-E4,A01
ET-E4,B03
ET-E4,C01
ET-E4,C02
ET-E4,K00
ET-E4,X02
ET-E5,A00
ET-E5,A01
ET-E5,B03
ET-E5,C01
ET-E5,C02
ET-E5,K00
ET-E5,X02
ET-E9,A00
ET-E9,A01
ET-E9,B03
ET-E9,C01
ET-E9,C02
ET-E9,D28
ET-E9,K00
ET-E9,X02
ET-LUH,A00
ET-LUH,A01
ET-LUH,B03
ET-LUH,C01
ET-LUH,C02
ET-LUH,D26
ET-LUH,K00
ET-LUH,X02
ET1,A00
ET1,A01
ET1,B03
ET1,C01
ET1,C02
ET1,K00
ET1,X02
EV1,A00
EV1,B00
EV1,B03
EV1,C01
EV1,C02
EV1,D07
EV1,K00
EV1,X02
EV2,A00
EV2,B00
EV2,B03
EV2,C01
EV2,C02
EV2,D07
EV2,K00
EV2,X02
FL1,B03
FL1,C01
FL1,C02
FL1,D01
FL1,K00
FL1,X02
FL2,B03
FL2,C01
FL2,C02
FL2,D01
FL2,K00
FL2,X02
HE1,A00
HE1,A01
HE1,B03
HE1,C01
HE1,C02
HE1,K00
HE1,X02
IT-E10,A00
IT-E10,A01
IT-E10,B03
IT-E10,C01
IT-E10,C02
IT-E10,K00
IT-E10,X02
IT-E15,A00
IT-E15,A01
IT-E15,B03
IT-E15,C01
IT-E15,C02
IT-E15,K00
IT-E15,X02
IT-E6,A00
IT-E6,A01
IT-E6,B03
IT-E6,C01
IT-E6,C02
IT-E6,D28
IT-E6,K00
IT-E6,X02
IT-E7,A00
IT-E7,A01
IT-E7,B03
IT-E7,C01
IT-E7,C02
IT-E7,K00
IT-E7,X02
IT-EP,A00
IT-EP,A01
IT-EP,B03
IT-EP,C01
IT-EP,C02
IT-EP,D29
IT-EP,K00
IT-EP,X02
IT1,A00
IT1,A01
IT1,B03
IT1,C01
IT1,C02
IT1,K00
IT1,X02
IT2,A00
IT2,A01
IT2,B03
IT2,C01
IT2,C02
IT2,K00
IT2,X02
ME-E1,A00
ME-E1,A01
ME-E1,B03
ME-E1,C01
ME-E1,C02
ME-E1,K00
ME-E1,X02
ME-GU,A00
ME-GU,A01
ME-GU,B03
ME-GU,C01
ME-GU,C02
ME-GU,K00
ME-GU,X02
ME-LUH,A00
ME-LUH,A01
ME-LUH,B03
ME-LUH,C01
ME-LUH,C02
ME-LUH,D26
ME-LUH,K00
ME-LUH,X02
ME-NUT,A00
ME-NUT,A01
ME-NUT,B03
ME-NUT,C01
ME-NUT,C02
ME-NUT,D28
ME-NUT,K00
ME-NUT,X02
ME1,A00
ME1,A01
ME1,B03
ME1,C01
ME1,C02
ME1,K00
ME1,X02
ME2,A00
ME2,A01
ME2,B03
ME2,C01
ME2,C02
ME2,K00
ME2,X02
MI1,A00
MI1,A01
MI1,B03
MI1,C01
MI1,C02
MI1,K00
MI1,X02
MI2,A00
MI2,A01
MI2,B03
MI2,C01
MI2,C02
MI2,K00
MI2,X02
MS-E3,A00
MS-E3,A01
MS-E3,B03
MS-E3,C01
MS-E3,C02
MS-E3,D07
MS-E3,K00
MS-E3,X02
MS1,A00
MS1,A01
MS1,B03
MS1,C01
MS1,C02
MS1,D07
MS1,K00
MS1,X02
PH1,A00
PH1,A01
PH1,B03
PH1,C01
PH1,C02
PH1,K00
PH1,X02
PH2,A00
PH2,A01
PH2,A02
PH2,B03
PH2,C01
PH2,C02
PH2,K00
PH2,X02
PH3,A00
PH3,A01
PH3,A02
PH3,B03
PH3,C01
PH3,C02
PH3,K00
PH3,X02
TE-E2,A00
TE-E2,A01
TE-E2,B03
TE-E2,C01
TE-E2,C02
TE-E2,K00
TE-E2,X02
TE-EP,A00
TE-EP,A01
TE-EP,B03
TE-EP,C01
TE-EP,C02
TE-EP,D29
TE-EP,K00
TE-EP,X02
TE1,A00
TE1,A01
TE1,B03
TE1,C01
TE1,C02
TE1,K00
TE1,X02
TE2,A00
TE2,A01
TE2,B03
TE2,C01
TE2,C02
TE2,K00
TE2,X02
TE3,A00
TE3,A01
TE3,B03
TE3,C01
TE3,C02
TE3,K00
TE3,X02
TROY-BA,A00
TROY-BA,A01
TROY-BA,B03
TROY-BA,C01
TROY-BA,C02
TROY-BA,D01
TROY-BA,K00
TROY-BA,X02
TROY-IT,A00
TROY-IT,A01
TROY-IT,B03
TROY-IT,C01
TROY-IT,C02
TROY-IT,D01
TROY-IT,K00
TROY-IT,X02
TX1,A00
TX1,A01
TX1,B03
TX1,C01
TX1,C02
TX1,D07
TX1,K00
TX1,X02
BF-E12y,A00
BF-E12y,B00
BF-E12y,B03
BF-E12y,C01
BF-E12y,C02
BF-E12y,D07
BF-E12y,K00
BF-E12y,X02
BF1y,A00
BF1y,B00
BF1y,B03
BF1y,C01
BF1y,C02
BF1y,D07
BF1y,K00
BF1y,X02
BF2y,A00
BF2y,B00
BF2y,B03
BF2y,C01
BF2y,C02
BF2y,D07
BF2y,K00
BF2y,X02
CH-E11y,A00
CH-E11y,B00
CH-E11y,B03
CH-E11y,C01
CH-E11y,C02
CH-E11y,D07
CH-E11y,K00
CH-E11y,X02
CH1Y,A00
CH1Y,B00
CH1Y,B03
CH1Y,C01
CH1Y,C02
CH1Y,D07
CH1Y,K00
CH1Y,X02
CH2y,A00
CH2y,B00
CH2y,B03
CH2y,C01
CH2y,C02
CH2y,D07
CH2y,K00
CH2y,X02
CH3y,A00
CH3y,A01
CH3y,B03
CH3y,C01
CH3y,C02
CH3y,D07
CH3y,K00
CH3y,X02
ED2y,A00
ED2y,A01
ED2y,B03
ED2y,C01
ED2y,C02
ED2y,D01
ED2y,K00
ED2y,X02
EE-E18y,A00
EE-E18y,A01
EE-E18y,B03
EE-E18y,C01
EE-E18y,C02
EE-E18y,K00
EE-E18y,X02
EE-E8y,A00
EE-E8y,A01
EE-E8y,B03
EE-E8y,C01
EE-E8y,C02
EE-E8y,K00
EE-E8y,X02
EE-Epy,A00
EE-Epy,A01
EE-Epy,D29
EE1y,A00
EE1y,A01
EE1y,B03
EE1y,C01
EE1y,C02
EE1y,K00
EE1y,X02
EE2y,A00
EE2y,A01
EE2y,B03
EE2y,C01
EE2y,C02
EE2y,K00
EE2y,X02
EM-E13y,A01
EM-E13y,B03
EM-E13y,C01
EM-E13y,C02
EM-E13y,D01
EM-E13y,D07
EM-E13y,K00
EM-E13y,X02
EM-E14y,A01
EM-E14y,B03
EM-E14y,C01
EM-E14y,C02
EM-E14y,D01
EM-E14y,D07
EM-E14y,K00
EM-E14y,X02
EM1y,A00
EM1y,A01
EM1y,B03
EM1y,C01
EM1y,C02
EM1y,D01
EM1y,K00
EM1y,X02
EM2y,A00
EM2y,A01
EM2y,B03
EM2y,C01
EM2y,C02
EM2y,D01
EM2y,K00
EM2y,X02
EM3y,A00
EM3y,A01
EM3y,B03
EM3y,C01
EM3y,C02
EM3y,D01
EM3y,K00
EM3y,X02
EM4y,A01
