university_short_name,program_source_code,major_name,quota,admission_methods,subject_groups,is_verified
NTH,NT.KD.H05,CT TT i-Hons Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,70,DGTD,Q00,true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,DGNL_HN,,true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,HBA,,true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,THPT,"A01,D01,D07",true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,DGNL_HN,"A01,D01,D07",true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,DGTD,K00,true
NTH,NT.KD.H06_1,CT CLC Kinh doanh quốc tế,190,DGTD,Q00,true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,DGNL_HN,,true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,HBA,,true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,THPT,"A00,A01,D01,D07",true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,DGTD,K00,true
NTH,NT.KD.H06_2,CT TC Kinh doanh quốc tế,190,DGTD,Q00,true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,DGNL_HN,,true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,HBA,,true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,THPT,"A00,A01,D01,D07",true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,DGTD,K00,true
NTH,NT.KD.H07_1,CT ĐHNNQT Kinh doanh số toàn cầu,130,DGTD,Q00,true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,DGNL_HN,,true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,HBA,,true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,THPT,"A00,A01,D01,D06,D07",true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,DGNL_HN,"A00,A01,D01,D06,D07",true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,DGTD,K00,true
NTH,NT.KD.H07_2,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,130,DGTD,Q00,true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,DGNL_HN,,true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,HBA,,true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,THPT,"A00,A01,D01,D07",true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,DGTD,K00,true
NTH,NT.KD.H08_1,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,100,DGTD,Q00,true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,DGNL_HN,,true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,HBA,,true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,THPT,"A00,A01,D01,D07",true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,DGTD,K00,true
NTH,NT.KD.H08_2,CT ĐHNNQT Quản lý công nghiệp thông minh,100,DGTD,Q00,true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,DGNL_HN,,true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,HBA,,true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,THPT,"A00,A01,D01,D07",true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,DGTD,K00,true
NTH,NT.KE.H16_1,CT TC Kế toán - Kiểm toán,200,DGTD,Q00,true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,DGNL_HN,,true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,HBA,,true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,THPT,"A00,A01,D01,D07",true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,DGTD,K00,true
NTH,NT.KE.H16_2,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,200,DGTD,Q00,true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,DGNL_HN,,true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,HBA,,true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,THPT,"A00,A01,D01,D07",true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,DGTD,K00,true
NTH,NT.KE.H16_3,CT ĐHNNQT Kiểm toán tích hợp công nghệ,200,DGTD,Q00,true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,DGNL_HN,,true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,HBA,,true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,THPT,"A01,D01,D07",true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,DGNL_HN,"A01,D01,D07",true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,DGTD,K00,true
NTH,NT.KT.H01,CT TT Kinh tế đối ngoại,80,DGTD,Q00,true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,DGNL_HN,,true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,HBA,,true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,THPT,"A01,D01,D07",true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,DGNL_HN,"A01,D01,D07",true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,DGTD,K00,true
NTH,NT.KT.H02_1,CT CLC Kinh tế đối ngoại,640,DGTD,Q00,true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,DGNL_HN,,true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,HBA,,true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,THPT,"A00,A01,D01,D02,D03,D04,D06,D07",true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,DGNL_HN,"A00,A01,D01,D02,D03,D04,D06,D07",true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,DGTD,K00,true
NTH,NT.KT.H02_2,CT TC Kinh tế đối ngoại,640,DGTD,Q00,true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGNL_HN,,true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,HBA,,true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,THPT,"A00,A01,D01,D07",true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGTD,K00,true
NTH,NT.KT.H03,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGTD,Q00,true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,DGNL_HN,,true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,HBA,,true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,THPT,"A01,D01,D07",true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,DGNL_HN,"A01,D01,D07",true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,DGTD,K00,true
NTH,NT.KT.H04_1,CT CLC Kinh tế quốc tế,340,DGTD,Q00,true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,DGNL_HN,,true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,HBA,,true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,THPT,"A00,A01,D01,D03,D07",true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,DGNL_HN,"A00,A01,D01,D03,D07",true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,DGTD,K00,true
NTH,NT.KT.H04_2,CT TC Kinh tế quốc tế,340,DGTD,Q00,true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,DGNL_HN,,true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,HBA,,true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,THPT,"A00,A01,D01,D07",true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,DGTD,K00,true
NTH,NT.KT.H04_3,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,340,DGTD,Q00,true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,DGNL_HN,,true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,HBA,,true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,THPT,"A00,A01,D01,D07",true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,DGTD,K00,true
NTH,NT.LS.H17_1,CT TC Luật thương mại quốc tế,220,DGTD,Q00,true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,DGNL_HN,,true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,HBA,,true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,THPT,"A00,A01,D01,D07",true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,DGTD,K00,true
NTH,NT.LS.H17_2,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,220,DGTD,Q00,true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,DGNL_HN,,true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,HBA,,true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,THPT,"A00,A01,D01,D07",true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,DGTD,K00,true
NTH,NT.LS.H17_3,CT ĐHNNQT Luật Kinh tế và kinh doanh số,220,DGTD,Q00,true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,DGNL_HN,,true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,HBA,,true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,THPT,"A00,A01,D01,D07",true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,DGTD,K00,true
NTH,NT.LS.H17_4,CT TH Luật dân sự và tố tụng dân sự,220,DGTD,Q00,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,DGNL_HN,,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,HBA,,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,THPT,D01,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,DGNL_HN,D01,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,DGTD,K00,true
NTH,NT.NN.H19,CT TH Tiếng Anh thương mại,170,DGTD,Q00,true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,DGNL_HN,,true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,HBA,,true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,THPT,"D01,D04",true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,DGNL_HN,"D01,D04",true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,DGTD,K00,true
NTH,NT.NN.H20,CT TH Tiếng Trung thương mại,120,DGTD,Q00,true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,DGNL_HN,,true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,HBA,,true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,THPT,"D01,D06",true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,DGNL_HN,"D01,D06",true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,DGTD,K00,true
NTH,NT.NN.H21,CT TH Tiếng Nhật thương mại,120,DGTD,Q00,true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,DGNL_HN,,true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,HBA,,true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,DGNL_HN,"D01,D03",true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,THPT,"D01,D03",true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,DGTD,K00,true
NTH,NT.NN.H22,CT TH Tiếng Pháp thương mại,60,DGTD,Q00,true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,DGNL_HN,,true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,HBA,,true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,THPT,"A00,A01,D01,D07",true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,DGTD,K00,true
NTH,NT.QK.H12_1,CT ĐHNNQT Quản trị khách sạn,100,DGTD,Q00,true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,DGNL_HN,,true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,HBA,,true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,THPT,"A00,A01,D01,D07",true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,DGTD,K00,true
NTH,NT.QK.H12_2,CT ĐHPTQT Kinh tế chính trị quốc tế,100,DGTD,Q00,true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,DGNL_HN,,true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,HBA,,true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,THPT,"A01,D01,D07",true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,DGNL_HN,"A01,D01,D07",true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,DGTD,K00,true
NTH,NT.QT.H09,CT TT Quản trị kinh doanh,80,DGTD,Q00,true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,DGNL_HN,,true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,HBA,,true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,THPT,"A01,D01,D07",true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,DGNL_HN,"A01,D01,D07",true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,DGTD,K00,true
NTH,NT.QT.H10_1,CT CLC Quản trị kinh doanh,230,DGTD,Q00,true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,DGNL_HN,,true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,HBA,,true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,THPT,"A00,A01,D01,D07",true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,DGTD,K00,true
NTH,NT.QT.H10_2,CT TC Quản trị kinh doanh,230,DGTD,Q00,true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,DGNL_HN,,true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,HBA,,true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,THPT,"A00,A01,D01,D07",true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,DGTD,K00,true
NTH,NT.QT.H10_3,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,230,DGTD,Q00,true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,DGNL_HN,,true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,HBA,,true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,THPT,"A01,D01,D07",true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,DGNL_HN,"A01,D01,D07",true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,DGTD,K00,true
NTH,NT.TC.H14,CT TT Tài chính - Ngân hàng,40,DGTD,Q00,true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,DGNL_HN,,true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,HBA,,true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,THPT,"A01,D01,D07",true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,DGNL_HN,"A01,D01,D07",true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,DGTD,K00,true
NTH,NT.TC.H15_1,CT CLC Tài chính - Ngân hàng,300,DGTD,Q00,true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,DGNL_HN,,true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,HBA,,true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,THPT,"A00,A01,D01,D07",true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,DGTD,K00,true
NTH,NT.TC.H15_2,CT TC Tài chính - Ngân hàng,300,DGTD,Q00,true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,DGNL_HN,,true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,HBA,,true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,THPT,"A00,A01,D01,D07",true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,DGTD,K00,true
NTH,NT.TC.H15_3,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,300,DGTD,Q00,true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,DGNL_HN,,true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,HBA,,true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,THPT,"A00,A01,D01,D07",true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,DGTD,K00,true
NTH,NT.TM.H11_1,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,100,DGTD,Q00,true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,DGNL_HN,,true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,HBA,,true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,THPT,"A00,A01,D01,D07",true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,DGTD,K00,true
NTH,NT.TM.H11_2,CT ĐHNNQT Marketing số,100,DGTD,Q00,true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,DGNL_HN,,true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,HBA,,true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,THPT,"A00,A01,D01,D07",true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,DGTD,K00,true
NTH,NT.KE.S28,CT TC Kế toán - Kiểm toán,70,DGTD,Q00,true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,DGNL_HN,,true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,HBA,,true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,THPT,"A01,D01,D07",true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,DGNL_HN,"A01,D01,D07",true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,DGTD,K00,true
NTH,NT.KT.S23_1,CT CLC Kinh tế đối ngoại,520,DGTD,Q00,true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,DGNL_HN,,true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,HBA,,true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,THPT,"A00,A01,D01,D06,D07",true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,DGNL_HN,"A00,A01,D01,D06,D07",true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,DGTD,K00,true
NTH,NT.KT.S23_2,CT TC Kinh tế đối ngoại,520,DGTD,Q00,true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGNL_HN,,true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,HBA,,true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,THPT,"A00,A01,D01,D07",true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGTD,K00,true
NTH,NT.KT.S24,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,50,DGTD,Q00,true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,DGNL_HN,,true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,HBA,,true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,THPT,"A00,A01,D01,D07",true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,DGTD,K00,true
NTH,NT.MT.S26,CT ĐHNNQT Truyền thông Marketing tích hợp,50,DGTD,Q00,true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,HBA,,true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,DGNL_HN,,true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,THPT,"A01,D01,D07",true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,DGNL_HN,"A01,D01,D07",true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,DGTD,K00,true
NTH,NT.QT.S25_1,CT CLC Quản trị kinh doanh,140,DGTD,Q00,true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,DGNL_HN,,true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,HBA,,true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,THPT,"A00,A01,D01,D07",true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,DGNL_HN,"A00,A01,D01,D07",true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,DGTD,K00,true
NTH,NT.QT.S25_2,CT TC Quản trị kinh doanh,140,DGTD,Q00,true
NTH,NT.TC.S27_1,CT CLC Tài chính - Ngân hàng,120,DGNL_HN,,true
NTH,NT.TC.S27_1,CT CLC Tài chính - Ngân hàng,120,HBA,,true
NTH,NT.TC.S27_1,CT CLC Tài chính - Ngân hàng,120,THPT,"A01,D01,D07",true
NTH,NT.TC.S27_1,CT CLC Tài chính - Ngân hàng,120,DGNL_HN,"A01,D01,D07",true
NTH,NT.TC.S27_1,CT CLC Tài chính - Ngân hàng,120,DGTD,K00,true
