code,name,field_code,description
7320303TP-HCM,Lưu trữ học - Chuyên ngành Văn thư - lưu trữ thuộc ngành Lưu trữ học,truyen_thong,
7320305,Bảo tàng học,truyen_thong,
7320402,Kinh doanh xuất bản phẩm,truyen_thong,
7329001,Công nghệ đa phương tiện,truyen_thong,
7329001_,Thiết kế đồ họa game,truyen_thong,
7329001_GAM,Thiết kế và phát triển Game,truyen_thong,
7329001_LK,"Công nghệ Đa phương tiện (Liên kết với đại học Canberra, Australia)",truyen_thong,
7329001_VHO,Công nghệ công nghiệp văn hóa số (định hướng điện ảnh),truyen_thong,
7340101,Quản trị Kinh doanh,kinh_te,
734010101,Ngành Quản trị kinh doanh,kinh_te,
73401012,Phân tích dữ liệu kinh doanh,kinh_te,
7340101A,Quản trị kinh doanh định hướng chuẩn nghề nghiệp quốc tế,kinh_te,
7340101B,Marketing,kinh_te,
7340101C,Logistics và quản trị chuỗi cung ứng,kinh_te,
7340101CLC,Quản trị kinh doanh,kinh_te,
7340101DKD,Quản trị kinh doanh,kinh_te,
7340101DKK,Quản trị kinh doanh,kinh_te,
7340101E,Quản trị kinh doanh (Chất lượng cao),kinh_te,
7340101LK,Quản trị kinh doanh,kinh_te,
7340101P,Quản trị kinh doanh (chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),kinh_te,
7340101QT,Quản trị kinh doanh,kinh_te,
7340101QT03,Quản trị doanh nghiệp (Theo định hướng ICAEW CFAB),kinh_te,
7340101TA,Quản trị kinh doanh (CTĐT bằng Tiếng Anh),kinh_te,
7340101_,Quản trị Đổi mới sáng tạo và khởi nghiệp,kinh_te,
7340101_1,Quản trị kinh doanh chất lượng cao,kinh_te,
7340101_2,Quản trị dịch vụ cao cấp,kinh_te,
7340101_AP,Quản trị kinh doanh,kinh_te,
7340101_IU,Quản trị kinh doanh,kinh_te,
7340101_IV,Quản trị kinh doanh,kinh_te,
7340101_LOG,Logistics và quản trị chuỗi cung ứng,kinh_te,
7340101_LTT,Logistics trong kinh tế tầm thấp,kinh_te,
7340102,Quản trị kinh doanh,kinh_te,
7340106,Kinh tế quốc tế,kinh_te,
7340108,Quản lí (song bằng VNU-Keuka),kinh_te,
7340110QT,Quản trị kinh doanh,kinh_te,
7340115,Marketing,kinh_te,
7340115DKD,Marketing,kinh_te,
7340115DKK,Marketing,kinh_te,
7340115QT11,Digital Marketing (Theo định hướng ICDL),kinh_te,
7340115TA,Marketing (CTĐT bằng tiếng Anh),kinh_te,
7340115_2,Marketing,kinh_te,
7340115_CLC,Marketing,kinh_te,
7340115_QHC,Quan hệ công chúng,kinh_te,
7340116,Bất động sản,kinh_te,
7340116QT09,Thẩm định giá và kinh doanh bất động sản (Theo định hướng ACCA),kinh_te,
7340120,Kinh doanh quốc tế,kinh_te,
7340120QT15,Kinh doanh quốc tế (Theo định hướng ICAEW CFAB),kinh_te,
7340120_LK,"Kinh doanh quốc tế (Liên kết đào tạo, cấp song bằng)",kinh_te,
