source_url,page_title,year,table_wp_id,table_dom_id,table_name,institution,institution_url,logo_url,wdt_id,school_type,institution_type,region,province,major_group,national_rank,recognized_quality_rank,teaching_rank,publications_rank,science_tech_innovation_rank,learner_quality_rank,facilities_rank,total_score
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Y khoa Phạm Ngọc Thạch,https://vnur.vn/truong-dai-hoc-y-khoa-pham-ngoc-thach/,https://upload.wikimedia.org/wikipedia/commons/a/a8/YPhamNgocThach.png,71,Công lập,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Sức khỏe,75,48,124,23,116,71,102,46.07
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Mở Hà Nội,https://vnur.vn/truong-dai-hoc-mo-ha-noi/,https://vnur.vn/wp-content/uploads/2023/01/63.Mo-Ha-Noi.png,61,Công lập,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,Đa Ngành,76,62,59,123,58,85,170,45.89
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Tài nguyên và Môi trường Hà Nội,https://vnur.vn/truong-dai-hoc-tai-nguyen-va-moi-truong-ha-noi/,https://upload.wikimedia.org/wikipedia/commons/4/4e/HUNRE_Logo.png,67,Công lập,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,Đa Ngành,77,33,85,80,30,101,191,45.87
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Công thương TP. Hồ Chí Minh,https://vnur.vn/truong-dai-hoc-cong-thuong-tp-ho-chi-minh/,https://giaoduc247.vn/uploads/082021/images/HUIT(1).jpeg,47,Công lập,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,"Kỹ thuật, Công nghệ",78,62,80,46,71,79,179,45.40
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Đông Á,https://vnur.vn/truong-dai-hoc-dong-a/,https://vnur.vn/wp-content/uploads/2026/01/DH-Dong-A.png,106,Tư thục,Trường Đại học,Duyên hải Nam Trung Bộ và Tây Nguyên,Thành phố Đà Nẵng,Đa Ngành,79,62,83,65,116,141,9,44.94
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Thể dục Thể thao TP. Hồ Chí Minh,https://vnur.vn/truong-dai-hoc-the-duc-the-thao-tp-ho-chi-minh/,https://upload.wikimedia.org/wikipedia/vi/0/0c/Logo-truong-dai-hoc-the-duc-the-thao-tp-hcm.jpg,57,Công lập,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Thể thao,80,62,91,176,104,53,32,44.93
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học FPT,https://vnur.vn/truong-dai-hoc-fpt/,https://vnur.vn/wp-content/uploads/2023/01/37.FPT_.jpg,81,Tư thục,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,Đa Ngành,81,59,100,27,139,68,155,44.86
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Văn Hiến,https://vnur.vn/truong-dai-hoc-van-hien-2/,https://viedu.edu.vn/wp-content/uploads/2021/07/iconlogoDHVanHien.png,92,Tư thục,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Đa Ngành,82,46,74,113,87,109,172,44.69
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Y Dược Hải Phòng,https://vnur.vn/truong-dai-hoc-y-duoc-hai-phong-2/,https://vnur.vn/wp-content/uploads/2026/01/Logo-Truong-Dai-hoc-Y-Hai-Phong-HPMU.webp,78,Công lập,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hải Phòng,Sức khỏe,83,62,111,87,98,38,26,44.41
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Tây Nguyên,https://vnur.vn/truong-dai-hoc-tay-nguyen/,https://vnur.vn/wp-content/uploads/2023/01/74.Tay-Nguyen.jpg,75,Công lập,Trường Đại học,Duyên hải Nam Trung Bộ và Tây Nguyên,Đắk Lắk,Đa Ngành,84,62,108,63,37,64,122,44.19
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Kỹ thuật Y - Dược Đà Nẵng,https://vnur.vn/truong-dai-hoc-ky-thuat-y-duoc-da-nang/,https://vnur.vn/wp-content/uploads/2023/01/57.Ky-thuat-Y-duoc-Da-Nang.png,88,Công lập,Trường Đại học,Bắc Trung bộ và Duyên hải Nam Trung bộ,Thành phố Đà Nẵng,Sức khỏe,85,62,93,81,151,88,100,44.14
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Sư phạm Kỹ thuật Vinh,https://vnur.vn/truong-dai-hoc-su-pham-ky-thuat-vinh/,https://vnur.vn/wp-content/uploads/2026/01/DH-Su-pham-Ky-thuat-Vinh.png,107,Công lập,Trường Đại học,Bắc Trung Bộ,Nghệ An,"Kỹ thuật, Công nghệ",86,62,81,136,135,125,42,44.12
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Hoa Sen,https://vnur.vn/truong-dai-hoc-hoa-sen/,https://vnur.vn/wp-content/uploads/2026/01/DH-Hoa-Sen.png,108,Tư thục,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Đa Ngành,87,18,98,129,146,134,167,43.97
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học CMC,https://vnur.vn/truong-dai-hoc-cmc/,https://vnur.vn/wp-content/uploads/2026/01/DH-CMC.png,109,Tư thục,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,Đa Ngành,88,179,45,122,151,4,143,43.73
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Hùng Vương,https://vnur.vn/truong-dai-hoc-hung-vuong/,https://vnur.vn/wp-content/uploads/2026/01/z7428427959961_aeeb83cdbffa258eb319038a773cd90d.jpg,110,Công lập,Trường Đại học,Trung du và miền núi phía Bắc,Phú Thọ,Đa Ngành,89,62,120,112,41,54,32,43.55
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Quốc tế Hồng Bàng,https://vnur.vn/truong-dai-hoc-quoc-te-hong-bang/,https://vnur.vn/wp-content/uploads/2023/01/62.-DH-Quoc-Te-Hong-Bang.jpg,79,Tư thục,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Đa Ngành,90,62,107,99,120,75,97,43.23
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Lâm nghiệp,https://vnur.vn/truong-dai-hoc-lam-nghiep-2/,https://vnuf.edu.vn/wp-content/uploads/2024/01/logo-footer-2024.png,70,Công lập,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,Nông - Lâm,91,62,115,64,21,137,19,43.08
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Công nghệ Đồng Nai,https://vnur.vn/truong-dai-hoc-cong-nghe-dong-nai/,https://cdn.haitrieu.com/wp-content/uploads/2021/12/Logo-DH-Cong-Nghe-Dong-Nai-DNTU.png,91,Tư thục,Trường Đại học,Đông Nam Bộ,Đồng Nai,Đa Ngành,92,41,131,55,120,116,24,43.04
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Kiến trúc TP. Hồ Chí Minh,https://vnur.vn/truong-dai-hoc-kien-truc-tp-ho-chi-minh/,https://vnur.vn/wp-content/uploads/2023/01/64.Kien-truc-TP.HCM_.jpg,54,Công lập,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Xây dựng - Kiến trúc,93,62,87,78,146,90,181,42.98
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,"Trường Đại học Văn hoá, Thể thao và Du lịch Thanh Hoá",https://vnur.vn/truong-dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa/,https://vnur.vn/wp-content/uploads/2026/01/DH-Van-hoa-The-thao-DL-Thanh-Hoa.png,111,Công lập,Trường Đại học,Bắc Trung Bộ,Thanh Hoá,Đa Ngành,94,62,88,168,104,128,42,42.94
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Kiên Giang,https://vnur.vn/truong-dai-hoc-kien-giang/,https://www.vnkgu.edu.vn/public/images/logo.png,100,Công lập,Trường Đại học,Đồng bằng sông Cửu Long,An Giang,Đa Ngành,95,62,96,82,151,120,42,42.85
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Thể dục thể thao Đà Nẵng,https://vnur.vn/truong-dai-hoc-the-duc-the-thao-da-nang/,https://vnur.vn/wp-content/uploads/2026/01/DH-The-duc-the-thao-Da-Nang.png,112,Công lập,Trường Đại học,Duyên hải Nam Trung Bộ và Tây Nguyên,Thành phố Đà Nẵng,,96,62,129,169,104,32,42,42.56
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Kinh tế - Kỹ thuật Bình Dương,https://vnur.vn/truong-dai-hoc-kinh-te-ky-thuat-binh-duong/,https://vnur.vn/wp-content/uploads/2026/01/DH-Kinh-te-Ky-Thuat-Binh-Duong.png,113,Tư thục,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,Đa Ngành,97,62,78,161,126,187,42,42.51
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Mỹ thuật TP. Hồ Chí Minh,https://vnur.vn/truong-dai-hoc-my-thuat-tp-ho-chi-minh/,https://upload.wikimedia.org/wikipedia/commons/b/b6/Logohcmufa.png,85,Công lập,Trường Đại học,Đông Nam Bộ,Thành phố Hồ Chí Minh,,98,62,121,179,151,42,42,42.33
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Công nghiệp Việt - Hung,https://vnur.vn/truong-dai-hoc-cong-nghiep-viet-hung-2/,https://vnur.vn/wp-content/uploads/2026/01/DH-Cong-nghiep-Viet-Hung.png,114,Công lập,Trường Đại học,Đồng bằng Sông Hồng,Thành phố Hà Nội,"Kỹ thuật, Công nghệ",99,62,92,159,151,140,42,42.08
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2026,61,table_1,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2026,Trường Đại học Tây Đô,https://vnur.vn/truong-dai-hoc-tay-do/,https://vnur.vn/wp-content/uploads/2023/01/76.Tay-Do.jpg,86,Tư thục,Trường Đại học,Đồng bằng sông Cửu Long,Thành phố Cần Thơ,Đa Ngành,100,44,106,151,112,153,32,41.91
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC QUỐC GIA HÀ NỘI (VNU),,https://vnur.vn/wp-content/uploads/2025/07/Logo-DH-Quoc-Gia-Ha-Noi-VNU.webp,1,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Đa Ngành,1,1,33,6,1,22,4,100.00
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH (CÔNG LẬP),https://vnur.vn/dai-hoc-quoc-gia-thanh-pho-ho-chi-minh/,https://upload.wikimedia.org/wikipedia/vi/thumb/f/fb/VNUHCM_logo.svg/1200px-VNUHCM_logo.svg.png,2,,Công lập,Đông Nam bộ,TP. Hồ Chí Minh,Đa ngành,2,2,17,1,2,41,1,99.53
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC BÁCH KHOA HÀ NỘI (CÔNG LẬP),https://vnur.vn/dai-hoc-bach-khoa-ha-noi/,https://hust.edu.vn/uploads/sys/logo-dhbk-1-02_130_191.png,3,,Công lập,Đồng bằng Sông Hồng,Hà Nội,"Kỹ thuật, Công nghệ",3,7,1,4,3,12,2,90.06
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC KINH TẾ TP. HỒ CHÍ MINH (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-kinh-te-tp-ho-chi-minh/,https://vnur.vn/wp-content/uploads/2023/01/6.Kinh-te-TP.HCM_.jpg,4,,Công lập,Đông Nam Bộ,TP. Hồ Chí Minh,"Kinh tế, Tài chính",4,4,6,7,34,9,114,79.47
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-ton-duc-thang/,https://www.tdtu.edu.vn/sites/www/files/logo/logo-tdt-new.png,5,,Công lập,Đông Nam Bộ,TP. Hồ Chí Minh,Đa Ngành,5,6,53,3,19,14,11,77.75
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC DUY TÂN (TƯ THỤC),,https://vnur.vn/wp-content/uploads/2025/07/logoDT-70.webp,6,,Tư thục,Bắc Trung bộ và Duyên hải Nam Trung bộ,Đà Nẵng,Đa Ngành,6,5,39,2,10,180,153,76.30
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC KHOA HỌC VÀ CÔNG NGHỆ HÀ NỘI (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-khoa-hoc-va-cong-nghe-ha-noi/,https://vnur.vn/wp-content/uploads/2024/01/Logo-Truong-Dai-hoc-Khoa-hoc-va-Cong-nghe-Ha-Noi-VN-France-University.webp,7,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Đa Ngành,7,20,14,5,66,64,60,67.46
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC SƯ PHẠM HÀ NỘI (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-su-pham-ha-noi/,https://vnur.vn/wp-content/uploads/2023/01/8.Su-pham-Ha-Noi.jpg,8,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Sư phạm,8,25,2,26,8,4,24,66.41
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC ĐÀ NẴNG (CÔNG LẬP),https://vnur.vn/dai-hoc-da-nang/,https://vnur.vn/wp-content/uploads/2023/01/9.Da-Nang.jpg,9,,Công lập,Bắc Trung bộ và Duyên hải Nam Trung bộ,Đà Nẵng,Đa Ngành,9,10,13,16,27,47,121,65.71
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC CẦN THƠ (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-can-tho/,https://vnur.vn/wp-content/uploads/2023/01/7.Can-Tho.jpg,10,,Công lập,Đồng bằng sông Cửu Long,Cần Thơ,Đa Ngành,10,31,28,10,5,60,3,64.80
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC HUẾ (CÔNG LẬP),https://vnur.vn/dai-hoc-hue/,https://vnur.vn/wp-content/uploads/2023/01/10.Hue_.jpg,11,,Công lập,Bắc Trung bộ và Duyên hải Nam Trung bộ,Thừa Thiên Huế,Đa Ngành,11,9,54,20,9,104,8,61.87
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC THƯƠNG MẠI (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-thuong-mai/,https://vnur.vn/wp-content/uploads/2023/01/32.Thuong-mai.jpg,12,,Công lập,Đồng bằng Sông Hồng,Hà Nội,"Kinh tế, Tài chính",12,17,12,39,30,7,119,61.01
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC DƯỢC HÀ NỘI (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-duoc-ha-noi/,https://vnur.vn/wp-content/uploads/2023/01/20.Duoc-Ha-Noi.jpg,13,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Sức khỏe,13,60,3,24,28,16,125,60.98
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,HỌC VIỆN NGÂN HÀNG (CÔNG LẬP),https://vnur.vn/hoc-vien-ngan-hang/,https://vnur.vn/wp-content/uploads/2023/01/47.Hoc-vien-Ngan-hang.jpg,14,,Công lập,Đồng bằng Sông Hồng,Hà Nội,"Kinh tế, Tài chính",14,60,5,46,15,11,22,60.64
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,ĐẠI HỌC KINH TẾ QUỐC DÂN (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-kinh-te-quoc-dan/,https://vnur.vn/wp-content/uploads/2023/01/21.Kinh-te-Quoc-dan.jpg,15,,Công lập,Đồng bằng Sông Hồng,Hà Nội,"Kinh tế, Tài chính",15,163,4,17,23,2,31,60.61
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,Trường Đại học Sư phạm Hà Nội 2,https://vnur.vn/truong-dai-hoc-su-pham-ha-noi-2/,https://vnur.vn/wp-content/uploads/2024/01/Su_pham_HN2.jpg,16,,Công lập,Đồng bằng Sông Hồng,Vĩnh Phúc,Sư phạm,16,21,7,63,59,18,37,60.22
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC NGUYỄN TẤT THÀNH (TƯ THỤC),https://vnur.vn/truong-dai-hoc-nguyen-tat-thanh/,https://vnur.vn/wp-content/uploads/2023/01/19.Nguyen-Tat-Thanh.jpg,17,,Tư thục,Đông Nam Bộ,TP. Hồ Chí Minh,Đa Ngành,17,8,68,9,14,189,143,59.22
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC THUỶ LỢI (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-thuy-loi/,https://vnur.vn/wp-content/uploads/2023/01/12.Thuy-loi.jpg,18,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Đa Ngành,18,35,10,25,18,31,170,58.95
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC VĂN LANG (TƯ THỤC),https://vnur.vn/truong-dai-hoc-van-lang/,https://vnur.vn/wp-content/uploads/2023/01/50.Van-Lang.jpg,19,,Tư thục,Đông Nam Bộ,TP. Hồ Chí Minh,Đa Ngành,19,3,67,21,76,139,176,58.68
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC SƯ PHẠM TP. HỒ CHÍ MINH (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-su-pham-tp-ho-chi-minh/,https://vnur.vn/wp-content/uploads/2023/01/53.Su-pham-TP.HCM_.png,20,,Công lập,Đông Nam Bộ,TP. Hồ Chí Minh,Sư phạm,20,50,16,33,37,26,6,58.27
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP TP. HỒ CHÍ MINH (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-cong-nghiep-tp-ho-chi-minh/,https://vnur.vn/wp-content/uploads/2023/01/11.Cong-nghiep-TP.HCM_.jpg,21,,Công lập,Đông Nam Bộ,TP. Hồ Chí Minh,Đa Ngành,21,14,41,11,26,69,126,58.21
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC MỎ - ĐỊA CHẤT (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-mo-dia-chat/,https://vnur.vn/wp-content/uploads/2023/01/22.Mo-Dia-chat.jpg,22,,Công lập,Đồng bằng Sông Hồng,Hà Nội,Đa Ngành,22,33,11,27,16,87,138,58.14
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC NGOẠI THƯƠNG (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-ngoai-thuong/,https://vnur.vn/wp-content/uploads/2023/01/13.Ngoai-Thuong.jpg,23,,Công lập,Đồng bằng Sông Hồng,Hà Nội,"Kinh tế, Tài chính",23,23,23,45,24,1,137,58.08
https://vnur.vn/,VNUR.VN - Bảng xếp hạng Đại học Việt Nam,2025,60,table_2,BẢNG XẾP HẠNG TOP 100 TRƯỜNG ĐẠI HỌC VIỆT NAM NĂM 2025,TRƯỜNG ĐẠI HỌC SƯ PHẠM KỸ THUẬT TP. HỒ CHÍ MINH (CÔNG LẬP),https://vnur.vn/truong-dai-hoc-su-pham-ky-thuat-tp-ho-chi-minh/,https://vnur.vn/wp-content/uploads/2023/01/28.Su-pham-Ky-thuat-TP.HCM_.jpg,24,,Công lập,Đông Nam Bộ,TP. Hồ Chí Minh,"Kỹ thuật, Công nghệ",24,30,21,15,54,57,140,57.89
