code,name,field_code,description
QHT91,Khoa học thông tin địa không gian,,
QHT92,Tài nguyên và môi trường nước,,
QHT93,Khoa học dữ liệu,,
QHT94,Kỹ thuật điện tử và tin học,,
QHT95,Quản lý phát triển đô thị và bất động sản,,
QHT96,Khoa học và công nghệ thực phẩm,,
QHT98,Khoa học máy tính và thông tin,,
QHT99,Công nghệ Bán dẫn,,
QHT97,Công nghệ quan trắc và giám sát tài nguyên môi trường,,
QHQ01,Kinh doanh quốc tế,,
QHQ02,"Kế toán, Phân tích và Kiểm toán",,
QHQ03,Hệ thống thông tin quản lý,,
QHQ04,Tin học và Kỹ thuật máy tính,,
QHQ05,Phân tích dữ liệu kinh doanh,,
QHQ06,"Marketing (song bằng do ĐHQGHN và Đại học HELP, Malaysia cùng cấp bằng)",,
QHQ07,"Quản lý (song bằng do ĐHQGHN và Đại học Keuka, Hoa Kỳ cùng cấp bằng)",,
QHQ08,Tự động hóa và Tin học,,
QHQ09,Ngôn ngữ Anh (chuyên sâu Kinh doanh – Công nghệ thông tin),,
QHQ10,Công nghệ thông tin ứng dụng,,
QHQ11,Công nghệ tài chính và Kinh doanh số,,
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,,
QHQ13,Kinh doanh số,,
QHQ14,Truyền thông số,,
7340108,Quản lí (song bằng VNU-Keuka),KINH_TE,
7340120,Kinh doanh quốc tế,KINH_TE,
7340125,Phân tích dữ liệu kinh doanh,KINH_TE,
7340303,"Kế toán, Phân tích và Kiểm toán",KINH_TE,
7480111,Tin học và Kỹ thuật máy tính,CNTT,
7480209,Công nghệ tài chính và kinh doanh số,CNTT,
7480210,Công nghệ thông tin ứng dụng,CNTT,
7510306,Tự động hóa và Tin học (Kỹ sư),,
7520139,Kỹ thuật hệ thống công nghiệp và Logistics,KY_THUAT,
7140231,Sư phạm tiếng Anh,SU_PHAM,
7140234,Sư phạm tiếng Trung,SU_PHAM,
7140236,Sư phạm tiếng Nhật,SU_PHAM,
7140237,Sư phạm tiếng Hàn Quốc,SU_PHAM,
7220101,Tiếng Việt và Văn hóa Việt Nam,NGON_NGU,
7220203,Ngôn ngữ Pháp,NGON_NGU,
7220205,Ngôn ngữ Đức,NGON_NGU,
7220209,Ngôn ngữ Nhật,NGON_NGU,
7220210,Ngôn ngữ Hàn Quốc,NGON_NGU,
7220211,Ngôn ngữ Ả Rập,NGON_NGU,
7220212QTD,Văn hóa và truyền thông xuyên quốc gia,NGON_NGU,
7903124,Kinh tế - Tài chính,,
7140235,Sư phạm tiếng Đức,SU_PHAM,
7720301,Điều dưỡng,KY_THUAT,
7720501,Răng hàm mặt,KY_THUAT,
7720601,Kĩ thuật xét nghiệm y học,KY_THUAT,
7720602,Kĩ thuật hình ảnh y học,KY_THUAT,
BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),,
BF-E19,Kỹ thuật sinh học (CT tiên tiến),,
BF1,Kỹ thuật Sinh học,,
BF2,Kỹ thuật Thực phẩm,,
CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),,
CH1,Kỹ thuật Hoá học,,
CH2,Hoá học,,
ED2,Công nghệ giáo dục,,
ED3,Quản lý giáo dục,,
EE-E18,Hệ thống điện và năng lượng tái tạo (CT tiên tiến),,
EE-E8,Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến),,
EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),,
EE1,Kỹ thuật Điện,,
EE2,Kỹ thuật Điều khiển - Tự động hoá,,
EM-E13,Phân tích kinh doanh (CT tiên tiến),,
EM-E14,Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),,
EM1,Quản lý năng lượng,,
EM2,Quản lý công nghiệp,,
EM3,Quản trị kinh doanh,,
EM4,Kế toán,,
EM5,Tài chính - Ngân hàng,,
ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),,
ET-E4,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),,
ET-E5,Kỹ thuật Y sinh (CT tiên tiến),,
ET-E9,Hệ thống nhúng thông minh và IoT (CT tiên tiến),,
ET-LUH,Điện tử - Viễn thông - hợp tác với ĐH Leibniz Hannover (Đức),,
ET1,Kỹ thuật Điện tử - Viễn thông,,
ET2,Kỹ thuật Y sinh,,
EV1,Kỹ thuật Môi trường,,
EV2,Quản lý Tài nguyên và Môi trường,,
FL1,Tiếng Anh KHKT và Công nghệ,,
FL2,Tiếng Anh chuyên nghiệp quốc tế,,
FL3,Tiếng Trung KHKT và Công nghệ,,
HE1,Kỹ thuật Nhiệt,,
IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),,
IT-E15,An toàn không gian số - Cyber Security (CT Tiên tiến),,
IT-E6,Công nghệ thông tin (Việt - Nhật),,
IT-E7,Công nghệ thông tin (Global ICT),,
IT-EP,Công nghệ thông tin (Việt - Pháp),,
IT1,CNTT: Khoa học Máy tính,,
IT2,CNTT: Kỹ thuật Máy tính,,
ME-E1,Kỹ thuật Cơ điện tử (CT tiên tiến),,
ME-GU,Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc),,
ME-LUH,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (Đức),,
ME-NUT,Cơ điện tử - hợp tác với ĐH Công nghệ Nagaoka (Nhật Bản),,
ME1,Kỹ thuật Cơ điện tử,,
ME2,Kỹ thuật Cơ khí,,
MI1,Toán - Tin,,
MI2,Hệ thống thông tin quản lý,,
MS-E3,Khoa học và kỹ thuật vật liệu (CT tiên tiến),,
MS1,Kỹ thuật Vật liệu,,
MS2,Kỹ thuật Vi điện tử và Công nghệ nano,,
MS3,Công nghệ vật liệu Polyme và Compozit,,
MS5,Kỹ thuật in,,
PH1,Vật lý kỹ thuật,,
PH2,Kỹ thuật hạt nhân,,
PH3,Vật lý Y khoa,,
TE-E2,Kỹ thuật Ô tô (CT tiên tiến),,
TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),,
TE1,Kỹ thuật Ô tô,,
TE2,Kỹ thuật Cơ khí động lực,,
TE3,Kỹ thuật Hàng không,,
TROY-BA,Quản trị kinh doanh - hợp tác với ĐH Troy (Hoa Kỳ),,
TROY-IT,Khoa học máy tính - hợp tác với ĐH Troy (Hoa Kỳ),,
TX1,Công nghệ Dệt - May,,
CH3,Kỹ thuật In,,
KDQH1.1,CT TC Kinh doanh quốc tế,,
KDQH2.1,CT CLC Kinh doanh quốc tế,,
KDQH2.2,CT ĐHNNQT Logistics và Quản lý chuỗi cung ứng,,
KDQH2.3,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,,
KDQH2.4,CT ĐHNNQT Kinh doanh số,,
KDQH4.1,CT TT i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,,
KHMH2 .1,Chương trình Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,,
KTCH2.1,CT ĐHPTQT Kinh tế chính trị quốc tế,,
KTEH1.1,CT TC Kinh tế đối ngoại,,
KTEH2.1,CT CLC Kinh tế đối ngoại,,
KTEH4.1,CT TT Kinh tế đối ngoại,,
KTKH1.1,CT TC Kế toán - Kiếm toán,,
KTKH2.1,CT ĐHNNQT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,,
KTQH.1,CT TC Kinh tế quốc tế,,
KTQH2.1,CT CLC Kinh tế quốc tế,,
LAWH1.1,CT TC Luật thương mại quốc tế,,
LAWH2.1,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,,
MKTH2.1,CT ĐHNNQT Marketing số,,
NNAH1.1,CT TC Tiếng Anh thương mại,,
NNAH2.1,CT CLC Tiếng Anh thương mại,,
NNNH1.1,CT TC Tiếng Nhật thương mại,,
