id,universityshortname,universitytype,universityprovince,majorcode,internalcode,internalname,fields,isactive
16b04774-ffb8-4d20-8e66-20c4007ac960,HTC,cônglập,HN,7310108,,,,True
1a06be65-bb0e-40c5-833d-a9f77bbfc2a5,HTC,cônglập,HN,7340101,,,,True
13e4e69e-711b-45a3-94f8-d0bcdff5719d,HTC,cônglập,HN,7340101QT03.01,,,,True
69726425-a807-4dee-8358-9a102e6e120d,HTC,cônglập,HN,7340115,,,,True
0ab88905-a0e7-4a92-ae7e-8891472ac66c,HTC,cônglập,HN,7340115QT11.02,,,,True
ac8626fd-ec82-4dcb-8b4d-7bfdadd8a8f9,HTC,cônglập,HN,7340116,,,,True
77e00fc5-f7ba-4383-9ec4-ea65dfc8fba0,HTC,cônglập,HN,7340116QT09.01,,,,True
95ad9e74-3f12-4685-8da9-cc53fe82bca2,HTC,cônglập,HN,7340120QT15.01,,,,True
1c92885d-674e-497b-922f-b03498090799,HTC,cônglập,HN,73402011,,,,True
1cc356d2-5aae-4fcb-8a82-48b5a7b86aa2,HTC,cônglập,HN,73402012,,,,True
d39acf72-7419-472d-8c76-19f21dd6f908,HTC,cônglập,HN,73402013,,,,True
099d3e8f-2b6e-4e41-b28e-d33bf64134ab,HTC,cônglập,HN,7340201QT01.01,,,,True
1611eec7-d65a-4538-aa5c-1b44fd268171,HTC,cônglập,HN,7340201QT01.06,,,,True
b73d2c97-cc85-490e-891b-c871b6fd9d3a,HTC,cônglập,HN,7340201QT01.09,,,,True
664d8906-f685-4182-a8a7-0a98860c8bb1,HTC,cônglập,HN,7340201QT01.11,,,,True
0178abcd-f360-4b1a-af7a-e1b0514b3be0,HTC,cônglập,HN,7340201QT01.15,,,,True
125c18ad-e888-4d91-a10a-cf07a3396dc1,HTC,cônglập,HN,7340201QT01.19,,,,True
4f538f6d-3575-4c12-a2e2-a68cec984880,HTC,cônglập,HN,7340204,,,,True
a54a506b-4470-47c8-8b61-539bf0f16e6c,HTC,cônglập,HN,7340301,,,,True
7faa1bb8-2922-4a9b-98c2-97b31437e963,HTC,cônglập,HN,7340301QT02.01,,,,True
b78be823-b428-4e33-a4b0-276ecef3b6c3,HTC,cônglập,HN,7340301QT02.02,,,,True
65f116a9-0b16-4af6-9478-3b45e6abd117,HTC,cônglập,HN,7340301QT02.03,,,,True
7f4fac95-3f90-434b-aa49-bdca3dace104,HTC,cônglập,HN,7340302,,,,True
218d1a81-2608-4743-b249-4d6242836de2,HTC,cônglập,HN,7340302QT10.01,,,,True
981efa9e-7ec8-4619-8d8e-bda1e7a60a78,HTC,cônglập,HN,7340403,,,,True
005dc587-1747-4d5b-bbff-5ab6a600d40c,HTC,cônglập,HN,7340405,,,,True
6c5b434d-f2cd-43a1-b5af-7a79c21d75e1,HTC,cônglập,HN,7380101,,,,True
3e22f4fa-725f-45ce-9a44-6e1dfd15acb0,HTC,cônglập,HN,7460108,,,,True
9928b770-a68f-47ef-98b2-87b258f99a78,HTC,cônglập,HN,7480201,,,,True
92677d3d-f515-4b42-9c0c-bc2964bcf748,HTC,cônglập,HN,7340115QT11.02PH,,,,True
52f428ef-0750-4bb2-ad41-a5ec57b9d5aa,HTC,cônglập,HN,7340301QT02.01PH,,,,True
1d9caabd-6bd3-40ea-8125-7d8cea7aa23d,HTC,cônglập,HN,7340302QT10.01PH,,,,True
00188af4-1b1b-4b70-a453-e720fad4f50e,HTC,cônglập,HN,7340201C06,,,,True
0fbd02c9-1fd3-4087-90a8-b2f69e23894d,HTC,cônglập,HN,7340201C09,,,,True
94d0c302-bb67-4aef-9a48-a8644742f25b,HTC,cônglập,HN,7340201C11,,,,True
2d37150c-8847-4c58-87b3-9b6aeba9f76c,HTC,cônglập,HN,7340301C21,,,,True
3cef4fd6-c3d2-46a0-8408-b3ce16a7807a,HTC,cônglập,HN,7340301C22,,,,True
1a6218aa-e47a-4821-9bbb-85a93921a565,HVQ,cônglập,HN,7140101,,,,True
9a0d3801-9425-427f-b531-41611ab1a753,HVQ,cônglập,HN,7140114,,,,True
7314b26b-a3c6-4554-9828-ac84847095ed,HVQ,cônglập,HN,7220201,,,,True
aa4b52b2-cbdb-4def-9c3a-d9720754f428,HVQ,cônglập,HN,7310101,,,,True
5760492b-787c-4b9d-a2af-01c6625363aa,HVQ,cônglập,HN,7310403,,,,True
ccdec4b2-bde7-460d-b55c-d450d30a08ee,HVQ,cônglập,HN,7340406,,,,True
634619c4-a5a1-4736-a2f2-08618f810ecb,HVQ,cônglập,HN,7480201,,,,True
2e284217-cc61-475b-a663-81da6a1990fa,HVQ,cônglập,HN,7340101,,,,True
a06edece-86e9-484d-b542-f2767e252f83,HTA,cônglập,HN,7380101,,,,True
267fc451-8ed5-4e3a-8970-39c47259b514,QHS,cônglập,HN,Sư phạm Ngữ văn,,,,True
366a1102-5be1-40f7-8048-38926400e3a2,QHS,cônglập,HN,Sư phạm Lịch sử,,,,True
c6b2dd0a-d619-40db-b34f-6acc54dfb4f7,QHS,cônglập,HN,Sư phạm Lịch sử - Địa lý,,,,True
42fcff4a-ec8a-4f30-9fba-555067ccd01e,QHS,cônglập,HN,Giáo dục Mầm non,,,,True
39237fd2-7cc0-4e5b-a2dc-9f1b88b15baa,QHS,cônglập,HN,Giáo dục Tiểu học,,,,True
aeb2bf46-2565-41c8-b934-c8e3a5f0934d,QHS,cônglập,HN,Khoa học giáo dục và khác,,,,True
379a4ef4-0a5a-4ffd-b1ea-5fe353a996a5,QHS,cônglập,HN,Sư phạm Toán học,,,,True
661c40e2-b702-4656-923a-ec92aae83229,QHS,cônglập,HN,Sư phạm Vật lí,,,,True
ddef37e0-04d5-4eda-8820-8797c7bddc62,QHS,cônglập,HN,Sư phạm Hoá học,,,,True
445e416b-93c2-4a9b-a064-e8593695fec0,QHS,cônglập,HN,Sư phạm Sinh học,,,,True
d2b4512c-d3c9-4d7a-af9e-74e8b593db69,QHS,cônglập,HN,Sư phạm Khoa học Tự nhiên,,,,True
8e640053-87f1-40a7-ab13-4a281aa089e9,QHS,cônglập,HN,GD1,,,,True
f90dcba1-6ebd-4590-86c1-dc0bf0d4d9e2,QHS,cônglập,HN,GD2,,,,True
7774a78f-a4fe-489e-a028-5bdf9334dab5,QHS,cônglập,HN,GD3,,,,True
d64133a5-cc0b-4418-89a9-0492b1c62014,QHS,cônglập,HN,GD4,,,,True
e17a1ec0-47fd-4a82-afde-b2ef4d40d4c6,QHS,cônglập,HN,GD5,,,,True
4af114e3-f11c-43b5-96b5-02788aa9012b,QHI,cônglập,HN,CN1,,,,True
ab00f44b-b218-4b1f-9f8c-ea6ba19f90ce,QHI,cônglập,HN,CN10,,,,True
f6c77767-603e-41a4-bdc9-a127103760e1,QHI,cônglập,HN,CN11,,,,True
525330d3-431f-4056-bb1c-65e64b5cb53a,QHI,cônglập,HN,CN12,,,,True
b2fcc5a2-b23a-4274-b5cb-b0e05f891425,QHI,cônglập,HN,CN13,,,,True
0474b0cf-7307-49f4-8954-68d979ffcfa3,QHI,cônglập,HN,CN14,,,,True
9367af86-0aad-4078-8ee6-e93fda201e5d,QHI,cônglập,HN,CN15,,,,True
d0c0430a-85e9-40fe-a393-6cc116fd6ca8,QHI,cônglập,HN,CN17,,,,True
89e6c6c2-d7f4-4539-8e93-6127356e58ed,QHI,cônglập,HN,CN18,,,,True
8dc0ffa5-690e-413f-8291-2ac542f1e2ae,QHI,cônglập,HN,CN19,,,,True
26ee6af8-dd3e-4e9b-9844-f85c7376cae5,QHI,cônglập,HN,CN2,,,,True
87047b8b-fd7e-4936-bc77-b39f09e6e0c7,QHI,cônglập,HN,CN20,,,,True
3bb62855-cdd7-4439-894a-71c7b1a995a5,QHI,cônglập,HN,CN21,,,,True
b7720dc8-5a71-4310-b9f0-4ab26aa5591a,QHI,cônglập,HN,CN3,,,,True
ff0e5f19-f906-4d70-8427-5ddc8aa50841,QHI,cônglập,HN,CN4,,,,True
c915086f-14fc-4f88-9aef-fda2a7dc5d0f,QHI,cônglập,HN,CN5,,,,True
90596e31-8bf0-41ca-be8b-8a3c8eafd3dc,QHI,cônglập,HN,CN6,,,,True
57b31043-352a-4f8f-bf30-92f1ba7c2ae6,QHI,cônglập,HN,CN7,,,,True
25e03c5e-bc40-491a-98d0-78b30ade26d9,QHI,cônglập,HN,CN8,,,,True
42ade561-9acc-413e-a1f1-01e16a3ad328,QHI,cônglập,HN,CN9,,,,True
e783f071-11eb-4091-aa80-d010ca74eaa8,QHI,cônglập,HN,CN16,,,,True
cb0a260a-b0b9-47ea-a035-10b418c384fe,QHE,cônglập,HN,7310101,,,,True
2618edf5-a7c7-451a-adef-8445191a4616,QHE,cônglập,HN,7310105,,,,True
5ca8e46f-fd02-4f2a-8794-96c6f2e3bffb,QHE,cônglập,HN,7310106,,,,True
2d503efc-e726-4ab4-866e-7ffee8838953,QHE,cônglập,HN,734010101,,,,True
9fa71cba-41ba-45ec-9eb8-0b8774aea85d,QHE,cônglập,HN,7340201,,,,True
6de3166d-216f-4862-bc76-57d9530a8a74,QHE,cônglập,HN,7340301,,,,True
ea0c0e11-96be-4439-88a4-34200022483a,QHE,cônglập,HN,7340101,,,,True
30453ecd-3137-49b7-8c89-58d953d5366f,QHX,cônglập,HN,QHX01,,,,True
facd1001-2a06-489a-946b-8c16f4c818b2,QHX,cônglập,HN,QHX02,,,,True
e496d98e-a7e0-408a-84d4-f7cf5a472dd2,QHX,cônglập,HN,QHX03,,,,True
2b61cbf5-88ad-460d-9a45-8d3507e67220,QHX,cônglập,HN,QHX04,,,,True
b2471333-e979-45ad-8dbd-45fa2cb0dc84,QHX,cônglập,HN,QHX05,,,,True
6d3d3f91-079d-4d4d-8e15-5cda86572037,QHX,cônglập,HN,QHX06,,,,True
dda0f99f-8ff5-48a0-8442-663ffa5a70f5,QHX,cônglập,HN,QHX07,,,,True
a4918559-fd8c-49a5-97bc-2170de84ee20,QHX,cônglập,HN,QHX08,,,,True
93cb0246-0551-4e0d-8281-f25b83a15eb5,QHX,cônglập,HN,QHX09,,,,True
dd532df2-7fd5-48c6-b7c7-ef7d34d8a452,QHX,cônglập,HN,QHX10,,,,True
6349ab68-976f-48e6-9e68-d46a1f61c637,QHX,cônglập,HN,QHX11,,,,True
85d270e3-478b-4af5-9457-e82690bc1b76,QHX,cônglập,HN,QHX12,,,,True
d802ddff-ba9c-43c9-ad1e-f7bcc631a123,QHX,cônglập,HN,QHX13,,,,True
74605969-a937-42fa-9421-02fa5f6e7c47,QHX,cônglập,HN,QHX14,,,,True
ec5c301b-9ac2-4c52-955c-d05c43f341f1,QHX,cônglập,HN,QHX15,,,,True
310879ff-f2fc-4a94-a4a6-661700266a76,QHX,cônglập,HN,QHX16,,,,True
451116b8-73a0-4834-972a-8c7b91ac0875,QHX,cônglập,HN,QHX17,,,,True
31257dd0-d05c-4c06-aae3-cb3da97bca1d,QHX,cônglập,HN,QHX18,,,,True
f119acfa-5f2d-44f6-b299-8ec1d68722d3,QHX,cônglập,HN,QHX19,,,,True
26911f34-3363-48e8-a0a1-c882f0ab4141,QHX,cônglập,HN,QHX20,,,,True
add1a897-4685-4246-9d22-e2080e5e58e7,QHX,cônglập,HN,QHX21,,,,True
2a20a4d0-2e7f-46fb-9053-2b24bfff7e1a,QHX,cônglập,HN,QHX22,,,,True
2debef24-9561-4c0f-84fa-99cf45ccbfcc,QHX,cônglập,HN,QHX23,,,,True
2803ab26-2662-453d-b39c-a6699bd52c10,QHX,cônglập,HN,QHX24,,,,True
f7732824-d668-4f2f-b600-81830f3cfe2c,QHX,cônglập,HN,QHX25,,,,True
ce351249-62e5-447e-b074-662cf2e8a6d4,QHX,cônglập,HN,QHX26,,,,True
6181495e-9ce6-4f3f-9cfb-59b4fddee147,QHX,cônglập,HN,QHX27,,,,True
de34ace9-95c3-4c01-8cb9-b3935f114039,QHX,cônglập,HN,QHX28,,,,True
6163a1b2-65ad-4184-8612-c7d1734fdf4b,QHL,cônglập,HN,7380101,,,,True
2bf368e3-f952-4dcc-984f-8dda856a0b3e,QHL,cônglập,HN,7380101CLC,,,,True
d7aa491b-4465-4b73-a3be-2a5bb8c4d476,QHL,cônglập,HN,7380109,,,,True
7a2a5d4b-2a14-4f0f-b0a0-05682e670497,QHL,cônglập,HN,7380110,,,,True
3cb2ea93-515d-4042-ada3-6238d2db517d,QHT,cônglập,HN,QHT01,,,,True
a7e0e233-0be9-4039-aebe-2d75b3cc8fa5,QHT,cônglập,HN,QHT02,,,,True
5ad5251b-2005-4a70-9c80-107defbc888d,QHT,cônglập,HN,QHT03,,,,True
ad0c7121-e007-4ea5-b69b-991bd5b1ec0d,QHT,cônglập,HN,QHT04,,,,True
58dc29d5-b2ff-41a2-b0ba-7db35538ed90,QHT,cônglập,HN,QHT05,,,,True
80ea9d9c-939c-4d92-9e0e-fffedced70ce,QHT,cônglập,HN,QHT06,,,,True
b36a9558-2625-44c6-a64a-9514af99321d,QHT,cônglập,HN,QHT07,,,,True
cab96044-2464-463e-8a94-205171b20375,QHT,cônglập,HN,QHT08,,,,True
ce273378-d03c-4af8-b8ea-5316158e819b,QHT,cônglập,HN,QHT09,,,,True
aff60a7a-1446-42b1-8d20-115b852fed5e,QHT,cônglập,HN,QHT10,,,,True
9addb8bc-6939-4fe2-85d9-36e6bc2272a3,QHT,cônglập,HN,QHT12,,,,True
b6624d85-6769-4020-93d0-8d5e4eae8a6c,QHT,cônglập,HN,QHT13,,,,True
97fbe91e-f460-4b8d-a6a8-266c60b49fce,QHT,cônglập,HN,QHT15,,,,True
6d488062-9c93-4ebf-b92f-1b3128585e4a,QHT,cônglập,HN,QHT16,,,,True
d7476a2b-a4b4-4c67-b3f1-eaa96fa64cdf,QHT,cônglập,HN,QHT17,,,,True
a106c147-a7aa-45bf-9f1f-9f46c8459332,QHT,cônglập,HN,QHT18,,,,True
b42e6ffb-a3f5-473c-9e06-cd8ac822f198,QHT,cônglập,HN,QHT20,,,,True
723782a3-29b9-4bf4-8cf3-137c61953c3d,QHT,cônglập,HN,QHT43,,,,True
a1284806-fc8d-47cf-a96d-5024bbf7a817,QHT,cônglập,HN,QHT81,,,,True
12ab55f9-ea3b-4af3-a831-fd81e38d481f,QHT,cônglập,HN,QHT82,,,,True
c4e4a4b5-8c80-4562-a2b1-a794a2d2ab3a,QHT,cônglập,HN,QHT91,,,,True
f7278268-9e9b-4df9-9337-012268215e86,QHT,cônglập,HN,QHT92,,,,True
f9e312c6-5da8-4a4c-8a0f-020431887d7f,QHT,cônglập,HN,QHT93,,,,True
fafda38b-217e-4df6-8381-fd8d150ac192,QHT,cônglập,HN,QHT94,,,,True
5b3e6998-936c-4ea6-a30f-46689c2fe241,QHT,cônglập,HN,QHT95,,,,True
6af94da0-60ee-4135-88d5-efc1207f4d02,QHT,cônglập,HN,QHT96,,,,True
2505c6f2-4667-46d9-83dc-5a5a796d3fee,QHT,cônglập,HN,QHT98,,,,True
b787b480-ad81-4f81-96f8-fb6f975bd39b,QHT,cônglập,HN,QHT99,,,,True
382c30a7-d355-4cd2-a0f0-3e24a139aefc,QHT,cônglập,HN,QHT97,,,,True
c513758d-752f-491c-9981-4f944e353b3f,QHQ,cônglập,HN,QHQ01,,,,True
f8aa90c4-9413-431a-9f1a-2f6d8aee4ed5,QHQ,cônglập,HN,QHQ02,,,,True
78b682f5-ab9c-4b4a-9818-563e1ab754a5,QHQ,cônglập,HN,QHQ03,,,,True
154b685a-8ffe-4fba-b892-f1d6535029a6,QHQ,cônglập,HN,QHQ04,,,,True
3750edb6-16ef-45d4-be72-c0b7835ee2c8,QHQ,cônglập,HN,QHQ05,,,,True
13b40ec6-6fee-4b22-9d99-31cfbc97f040,QHQ,cônglập,HN,QHQ06,,,,True
eb29bf10-70ba-48dc-99eb-fcf903f17783,QHQ,cônglập,HN,QHQ07,,,,True
7dfa1b38-90b5-42df-b138-d5bf4e9f8e5a,QHQ,cônglập,HN,QHQ08,,,,True
e12996e2-bfe3-427a-9cad-db07dd7e1d86,QHQ,cônglập,HN,QHQ09,,,,True
d933d1e7-d8c3-4a73-9931-c6c23b30c705,QHQ,cônglập,HN,QHQ10,,,,True
4f44e6f7-ea23-4f47-828e-bb8bcbf83c6c,QHQ,cônglập,HN,QHQ11,,,,True
7d9daf86-c876-4ac3-802d-5666aac367f6,QHQ,cônglập,HN,QHQ12,,,,True
0fad4bb5-cc2d-4be8-89c3-103c04655797,QHQ,cônglập,HN,QHQ13,,,,True
cf453136-6e26-4716-b0d4-5138ca0a387a,QHQ,cônglập,HN,QHQ14,,,,True
a6b04110-e8a5-4613-8268-192788657ea2,QHQ,cônglập,HN,7220201,,,,True
0719c6cc-876f-41de-8cfa-a00347e690ed,QHQ,cônglập,HN,7340108,,,,True
6f195026-1496-41aa-85d0-b25b29ae8feb,QHQ,cônglập,HN,7340115,,,,True
af21356f-c64e-4ee6-888e-72d0b02ea43a,QHQ,cônglập,HN,7340120,,,,True
4a2013b6-d067-48e7-93fd-fb796c28b654,QHQ,cônglập,HN,7340125,,,,True
42f80452-63df-4b61-84f7-cf3b8abebbf7,QHQ,cônglập,HN,7340303,,,,True
68ce226e-4245-48e1-92de-80ed4f7b6210,QHQ,cônglập,HN,7340405,,,,True
bd56fd22-fa97-44e1-89f6-a074439d17e4,QHQ,cônglập,HN,7480111,,,,True
54018f17-350d-48bf-9ac7-b5c7503039ed,QHQ,cônglập,HN,7480209,,,,True
70270f9b-d4a2-4210-ab56-24f27605c2db,QHQ,cônglập,HN,7480210,,,,True
0bac7810-6a16-4f20-af8d-b7000953e9b9,QHQ,cônglập,HN,7510306,,,,True
3e3520eb-149d-44e6-9a6e-0de2b5b848ce,QHQ,cônglập,HN,7520139,,,,True
9f41d02d-e22d-4e4f-a739-31656e2bda4a,QHF,cônglập,HN,7140231,,,,True
a5dbc07b-3310-4b4a-b209-08b07af44333,QHF,cônglập,HN,7140234,,,,True
5b850f3e-3e79-41a8-9c54-eacfebcbc817,QHF,cônglập,HN,7140236,,,,True
e3e2b83d-cdbd-428a-8b81-ca077b237889,QHF,cônglập,HN,7140237,,,,True
ffedcfb0-ad74-470e-ba06-4bf620c790a9,QHF,cônglập,HN,7220101,,,,True
fb0bb1f4-79b1-404a-9a3a-d7f64d2da6ac,QHF,cônglập,HN,7220201,,,,True
c8682d60-69f1-463b-a0df-94435d0364b6,QHF,cônglập,HN,7220202,,,,True
047d42f7-44f6-4d65-a172-eb9e07c2f34c,QHF,cônglập,HN,7220203,,,,True
b73a1eb6-51a4-46bf-837b-f3cf938b951d,QHF,cônglập,HN,7220204,,,,True
7a2b4285-862b-44bc-b860-5bca6df1596a,QHF,cônglập,HN,7220205,,,,True
9e51460b-91e3-4fc7-a57e-9e5df233622f,QHF,cônglập,HN,7220209,,,,True
897983e1-e285-490e-a54e-5f0e8abb77d6,QHF,cônglập,HN,7220210,,,,True
6fc3e5e1-0b18-41b3-94e0-026a7fb8e8e3,QHF,cônglập,HN,7220211,,,,True
4d4d0871-d78a-4871-ab9b-aa0bb8055373,QHF,cônglập,HN,7220212QTD,,,,True
43ab0e13-289d-4573-8ae4-6db8119e3048,QHF,cônglập,HN,7903124,,,,True
bb85f998-42af-46ff-8c3e-bbe3615387e9,QHF,cônglập,HN,7140235,,,,True
87bbc8dc-1174-485b-a21a-9023baa06eb4,QHY,cônglập,HN,7720101,,,,True
40ed7683-9c2d-4c63-ac96-c26d321199c2,QHY,cônglập,HN,7720201,,,,True
083c1128-78de-4c71-9323-48781ed43cb4,QHY,cônglập,HN,7720301,,,,True
385157d4-6eaf-435a-a582-d2bf22ef1ec3,QHY,cônglập,HN,7720501,,,,True
07e782bf-dd23-42ae-bb91-be1f23f53e0e,QHY,cônglập,HN,7720601,,,,True
6760f961-d8c7-42e7-839e-b414f28ef27e,QHY,cônglập,HN,7720602,,,,True
8913c463-3aee-4342-b453-95195a65c9bf,BKA,cônglập,HN,BF-E12,,,,True
c3994bce-7205-4a6a-9fb8-26b60edb1c9a,BKA,cônglập,HN,BF-E19,,,,True
7a9a40b2-80d9-4e2a-8be1-0a4ecd440fb1,BKA,cônglập,HN,BF1,,,,True
e1fb8593-e4d6-4cf1-a59c-ac601371e9a9,BKA,cônglập,HN,BF2,,,,True
a5154101-d936-40ac-8eeb-3d7119b0ada9,BKA,cônglập,HN,CH-E11,,,,True
b5b33d20-67a6-4653-b34c-7be0e1871a65,BKA,cônglập,HN,CH1,,,,True
27ef8160-79df-4e23-9d9b-22216d8f7582,BKA,cônglập,HN,CH2,,,,True
9b715a49-8030-4b1d-bc46-ab53f03fa59d,BKA,cônglập,HN,ED2,,,,True
78910d2e-87cd-49ee-be58-b26b7f2c63d0,BKA,cônglập,HN,ED3,,,,True
0bf3821e-87b8-466e-98a5-70ec1a700ae4,BKA,cônglập,HN,EE-E18,,,,True
71909bdc-8f83-4222-adaa-0db7d4f85edf,BKA,cônglập,HN,EE-E8,,,,True
c437a522-cf0e-45ef-b003-18572e63c400,BKA,cônglập,HN,EE-EP,,,,True
c7faf54a-3286-4f31-9aec-1e8f72b21ade,BKA,cônglập,HN,EE1,,,,True
aee1c2f4-b5ac-4dc2-8c5b-506c19de7aa8,BKA,cônglập,HN,EE2,,,,True
2053ac27-ac59-4fa9-8d38-396c44a3e582,BKA,cônglập,HN,EM-E13,,,,True
5c8b085f-81f6-4cda-b0ad-c1445d41ccbd,BKA,cônglập,HN,EM-E14,,,,True
a6563fc0-7096-4bc3-a512-f130d9eea2d6,BKA,cônglập,HN,EM1,,,,True
764e1040-b552-46f4-add7-09907876598e,BKA,cônglập,HN,EM2,,,,True
edae6ddb-69a1-45ae-879d-720c90b7570f,BKA,cônglập,HN,EM3,,,,True
b2cbcda9-3427-4b1e-8e97-3f359f8f3413,BKA,cônglập,HN,EM4,,,,True
382d3c4e-f17a-4e79-b164-956c160337c6,BKA,cônglập,HN,EM5,,,,True
c8b0a1eb-4145-4508-b080-9df254c686f4,BKA,cônglập,HN,ET-E16,,,,True
4f5d62b8-3016-49ea-ae9e-52e5246cec45,BKA,cônglập,HN,ET-E4,,,,True
b127c145-0b87-4881-b4b0-644d5ac3f77d,BKA,cônglập,HN,ET-E5,,,,True
7132af6f-da80-4af8-89d9-fa63f9d1fa57,BKA,cônglập,HN,ET-E9,,,,True
9bdbea2f-e212-4621-83d0-69a1ca88cf54,BKA,cônglập,HN,ET-LUH,,,,True
378bad43-47c4-4144-a0a3-3cb8039960fe,BKA,cônglập,HN,ET1,,,,True
e6d0a603-332a-4732-9357-674f90025bd1,BKA,cônglập,HN,ET2,,,,True
82d0f969-fffd-4756-a178-8e949678c2fb,BKA,cônglập,HN,EV1,,,,True
d0c00c82-bdb1-45a0-94b6-f49ee7e597fa,BKA,cônglập,HN,EV2,,,,True
503608a5-9b89-4757-985a-1d461ef7a5df,BKA,cônglập,HN,FL1,,,,True
d744a179-5790-40fa-932b-f294badef4cb,BKA,cônglập,HN,FL2,,,,True
0de3e846-91a6-4c6d-8ff2-6c6992628f0c,BKA,cônglập,HN,FL3,,,,True
a310ce5e-3cad-4547-a154-61a84db6e8fc,BKA,cônglập,HN,HE1,,,,True
191fefcd-3d5d-430f-af36-672bb67700c8,BKA,cônglập,HN,IT-E10,,,,True
d8caaf4b-55ed-44c8-9253-f95e64d78284,BKA,cônglập,HN,IT-E15,,,,True
00ee92ad-9b6c-45e1-ac67-47e6f522e86b,BKA,cônglập,HN,IT-E6,,,,True
86b47499-c8c6-459c-b135-5527ab72e95a,BKA,cônglập,HN,IT-E7,,,,True
0f4241fe-04ac-4001-a971-b46fe7e63d3e,BKA,cônglập,HN,IT-EP,,,,True
c29a930c-ce68-42df-9a59-8a6ba9e599d0,BKA,cônglập,HN,IT1,,,,True
e6bdb913-2f3e-436f-b9b3-3e762d3ede7a,BKA,cônglập,HN,IT2,,,,True
b00d60e7-6cb1-481a-9d15-e26e69d51ca6,BKA,cônglập,HN,ME-E1,,,,True
18bb1ccd-d758-4537-a23d-be63fea3b9b1,BKA,cônglập,HN,ME-GU,,,,True
469ad2a7-f763-4806-88fc-aa6047f1c9bb,BKA,cônglập,HN,ME-LUH,,,,True
14de8965-8042-44b0-9ed0-62f1ef69d4cf,BKA,cônglập,HN,ME-NUT,,,,True
c9eea04b-0a84-4f41-b1bc-f2897ac8b8bc,BKA,cônglập,HN,ME1,,,,True
7849edcb-58f0-44e0-8b56-6f68c564a145,BKA,cônglập,HN,ME2,,,,True
1feb834c-c725-4c4e-ace7-1cd3d4770256,BKA,cônglập,HN,MI1,,,,True
4e6966f8-f10c-48af-a02f-d658b150e196,BKA,cônglập,HN,MI2,,,,True
df645b70-ec7f-4093-a29b-dd93631f854b,BKA,cônglập,HN,MS-E3,,,,True
83148024-8df2-466c-aa92-1267829b221a,BKA,cônglập,HN,MS1,,,,True
201ac39f-ff8e-4368-a6f9-1528b1f9179b,BKA,cônglập,HN,MS2,,,,True
22521d64-7b4b-4312-8453-29c97da06510,BKA,cônglập,HN,MS3,,,,True
10a09b22-508f-4747-a053-89b8f5fb7660,BKA,cônglập,HN,MS5,,,,True
44f28c20-5cbd-4fd8-9e62-05df720ab065,BKA,cônglập,HN,PH1,,,,True
84a31083-e504-4a17-9279-894b9ad8d09a,BKA,cônglập,HN,PH2,,,,True
d07ae912-330d-4895-b304-6a937cc0ff63,BKA,cônglập,HN,PH3,,,,True
bf9c59d0-e316-4c59-8be9-87cf7cf7ffaf,BKA,cônglập,HN,TE-E2,,,,True
c8b464d1-388e-4503-bba7-0fa3625a587e,BKA,cônglập,HN,TE-EP,,,,True
8debcc17-1b93-4c2b-b311-903cc71edd8d,BKA,cônglập,HN,TE1,,,,True
9b102a9c-46cf-429b-991e-490111d50b4e,BKA,cônglập,HN,TE2,,,,True
08ca04ee-a6f8-4fd9-a38f-5c5b2ebe8a43,BKA,cônglập,HN,TE3,,,,True
1fa790ae-80bc-4d3d-ac81-6b7bbd8e850d,BKA,cônglập,HN,TROY-BA,,,,True
605b195b-6fc8-41d6-8564-4a2345846ffd,BKA,cônglập,HN,TROY-IT,,,,True
5f7f02ac-3770-4857-8554-6954d496d9c2,BKA,cônglập,HN,TX1,,,,True
c94618bc-f3b0-46da-815a-e5f306dbdfb3,BKA,cônglập,HN,CH3,,,,True
c0b1e181-8f52-4353-9516-82eadae6517f,NTH,cônglập,HN,KDQH1.1,,,,True
bae416f9-1775-48b5-82f2-d692aa64e566,NTH,cônglập,HN,KDQH2.1,,,,True
200f4bfb-7565-4831-8d00-51456773e127,NTH,cônglập,HN,KDQH2.2,,,,True
504bc0dc-a6cc-45f1-b7d8-ca3bd9d9fa99,NTH,cônglập,HN,KDQH2.3,,,,True
c52105e0-f845-4b40-9bb8-6c455eabea73,NTH,cônglập,HN,KDQH2.4,,,,True
72b1f8a8-acae-4136-bf36-e866f91e1ad7,NTH,cônglập,HN,KDQH4.1,,,,True
e2c2c989-ec77-486f-a7e1-62f9ec4091dc,NTH,cônglập,HN,KHMH2 .1,,,,True
81d5a37b-8fdd-4ae2-b593-69c5e8c623c1,NTH,cônglập,HN,KTCH2.1,,,,True
08e1e58e-6c7c-4151-967c-2b53e7f252e1,NTH,cônglập,HN,KTEH1.1,,,,True
e3e6ee13-81ff-4ed0-a699-234283889659,NTH,cônglập,HN,KTEH2.1,,,,True
c007c35d-9177-4531-8bc0-c221a2e6eea5,NTH,cônglập,HN,KTEH4.1,,,,True
585e65f9-0436-481b-a1ed-92d3616b4b5b,NTH,cônglập,HN,KTKH1.1,,,,True
88d73d9d-b0d3-4cff-a0aa-536f39ce4c19,NTH,cônglập,HN,KTKH2.1,,,,True
414e9e67-84a6-41a0-aaa3-75e9271b58b9,NTH,cônglập,HN,KTQH.1,,,,True
e90c9096-6e78-4fdd-acdf-ea0e413e53b8,NTH,cônglập,HN,KTQH2.1,,,,True
