university_program_id,subject_group_code
5a90c36b-7e13-57a6-ac65-787ffc92b121,D03
5a90c36b-7e13-57a6-ac65-787ffc92b121,D06
5a90c36b-7e13-57a6-ac65-787ffc92b121,D07
5a90c36b-7e13-57a6-ac65-787ffc92b121,D23
5a90c36b-7e13-57a6-ac65-787ffc92b121,D24
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,A00
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,A01
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D01
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D03
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D06
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D07
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D23
6dc6f64e-7cbb-536c-89e7-f5ba2b4c4f2d,D24
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,A00
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,A01
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D01
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D03
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D06
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D07
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D23
8d8f9f0b-8528-5b56-950b-c08c5086b0fb,D24
511137aa-5d2e-5594-9784-96b05b9c232b,A00
511137aa-5d2e-5594-9784-96b05b9c232b,A01
511137aa-5d2e-5594-9784-96b05b9c232b,D01
511137aa-5d2e-5594-9784-96b05b9c232b,D03
511137aa-5d2e-5594-9784-96b05b9c232b,D06
511137aa-5d2e-5594-9784-96b05b9c232b,D07
511137aa-5d2e-5594-9784-96b05b9c232b,D23
511137aa-5d2e-5594-9784-96b05b9c232b,D24
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,A00
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,A01
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D01
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D03
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D06
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D07
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D23
19e197ea-87e3-51c0-8e2b-8cab1b6afcb9,D24
3c8d777b-a66e-50e5-ac69-1d94420c8d01,C01
3c8d777b-a66e-50e5-ac69-1d94420c8d01,C02
3c8d777b-a66e-50e5-ac69-1d94420c8d01,D07
3c8d777b-a66e-50e5-ac69-1d94420c8d01,X02
3c8d777b-a66e-50e5-ac69-1d94420c8d01,X26
8c75a93b-2bbf-5a7a-9ec8-7968c85b005a,C01
8c75a93b-2bbf-5a7a-9ec8-7968c85b005a,C02
8c75a93b-2bbf-5a7a-9ec8-7968c85b005a,D07
8c75a93b-2bbf-5a7a-9ec8-7968c85b005a,X02
8c75a93b-2bbf-5a7a-9ec8-7968c85b005a,X26
96dde947-bbe8-5849-8246-490c99544da3,A02
96dde947-bbe8-5849-8246-490c99544da3,C01
96dde947-bbe8-5849-8246-490c99544da3,C02
96dde947-bbe8-5849-8246-490c99544da3,D07
96dde947-bbe8-5849-8246-490c99544da3,X02
96dde947-bbe8-5849-8246-490c99544da3,X26
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,A02
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,C01
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,C02
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,X02
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,X06
fdd27dcb-e12c-5af0-9fce-c55f2ca06071,X26
cb232d09-2757-5087-a370-86f16811a002,A02
cb232d09-2757-5087-a370-86f16811a002,C01
cb232d09-2757-5087-a370-86f16811a002,C02
cb232d09-2757-5087-a370-86f16811a002,X02
cb232d09-2757-5087-a370-86f16811a002,X26
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,C01
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,C02
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,D07
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,D09
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,X02
74c65d00-d1f4-5c94-8016-57f32b0ce5bf,X26
696856d4-1dd0-54a0-b7da-09f727a3310f,C01
696856d4-1dd0-54a0-b7da-09f727a3310f,C02
696856d4-1dd0-54a0-b7da-09f727a3310f,D09
696856d4-1dd0-54a0-b7da-09f727a3310f,X02
696856d4-1dd0-54a0-b7da-09f727a3310f,X26
5be2cee0-4be3-5459-84e1-64c19eb7ab08,A02
5be2cee0-4be3-5459-84e1-64c19eb7ab08,C01
5be2cee0-4be3-5459-84e1-64c19eb7ab08,C02
5be2cee0-4be3-5459-84e1-64c19eb7ab08,X02
5be2cee0-4be3-5459-84e1-64c19eb7ab08,X06
5be2cee0-4be3-5459-84e1-64c19eb7ab08,X26
e17d8a99-1c37-5088-9b59-68bc81ce0c66,D07
e17d8a99-1c37-5088-9b59-68bc81ce0c66,D08
e17d8a99-1c37-5088-9b59-68bc81ce0c66,D09
e17d8a99-1c37-5088-9b59-68bc81ce0c66,D10
e17d8a99-1c37-5088-9b59-68bc81ce0c66,X26
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,A02
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,C01
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,C02
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,X02
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,X06
acbb1aa2-5758-55be-9d95-ce5d1cdb9f8d,X26
ccbc13db-d103-517e-ac2a-e41663f7fd54,A02
ccbc13db-d103-517e-ac2a-e41663f7fd54,C01
ccbc13db-d103-517e-ac2a-e41663f7fd54,C02
ccbc13db-d103-517e-ac2a-e41663f7fd54,X02
ccbc13db-d103-517e-ac2a-e41663f7fd54,X26
165921cc-8ae7-5187-a08b-e774da381722,A02
165921cc-8ae7-5187-a08b-e774da381722,C01
165921cc-8ae7-5187-a08b-e774da381722,C02
165921cc-8ae7-5187-a08b-e774da381722,X02
165921cc-8ae7-5187-a08b-e774da381722,X06
165921cc-8ae7-5187-a08b-e774da381722,X26
aee48665-fb36-5604-b175-9252d063738b,A00
aee48665-fb36-5604-b175-9252d063738b,A01
aee48665-fb36-5604-b175-9252d063738b,C01
aee48665-fb36-5604-b175-9252d063738b,C02
aee48665-fb36-5604-b175-9252d063738b,D01
aee48665-fb36-5604-b175-9252d063738b,D03
aee48665-fb36-5604-b175-9252d063738b,D07
aee48665-fb36-5604-b175-9252d063738b,D29
aee48665-fb36-5604-b175-9252d063738b,X02
aee48665-fb36-5604-b175-9252d063738b,X26
b4d2cd3d-f579-586e-a4e5-2176c02ea091,A00
b4d2cd3d-f579-586e-a4e5-2176c02ea091,A01
b4d2cd3d-f579-586e-a4e5-2176c02ea091,C01
b4d2cd3d-f579-586e-a4e5-2176c02ea091,C02
b4d2cd3d-f579-586e-a4e5-2176c02ea091,D01
b4d2cd3d-f579-586e-a4e5-2176c02ea091,D03
b4d2cd3d-f579-586e-a4e5-2176c02ea091,D07
b4d2cd3d-f579-586e-a4e5-2176c02ea091,D29
b4d2cd3d-f579-586e-a4e5-2176c02ea091,X02
b4d2cd3d-f579-586e-a4e5-2176c02ea091,X26
650756b1-9c06-5424-a9af-afed8e302c96,D01
650756b1-9c06-5424-a9af-afed8e302c96,D78
650756b1-9c06-5424-a9af-afed8e302c96,D90
e460d5b5-2067-54e7-aebf-10ba524c8b20,D01
e460d5b5-2067-54e7-aebf-10ba524c8b20,D04
e460d5b5-2067-54e7-aebf-10ba524c8b20,D78
e460d5b5-2067-54e7-aebf-10ba524c8b20,D90
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D01
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D06
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D78
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D90
6a87b137-dfde-5184-b802-c3463fc7bdf4,D01
6a87b137-dfde-5184-b802-c3463fc7bdf4,D78
6a87b137-dfde-5184-b802-c3463fc7bdf4,D90
a975c31e-f3e6-5058-a4ef-fc26892782f6,D01
a975c31e-f3e6-5058-a4ef-fc26892782f6,D78
a975c31e-f3e6-5058-a4ef-fc26892782f6,D90
8585a456-0040-55e3-aba6-5b7c6c5f4508,D01
8585a456-0040-55e3-aba6-5b7c6c5f4508,D02
8585a456-0040-55e3-aba6-5b7c6c5f4508,D78
8585a456-0040-55e3-aba6-5b7c6c5f4508,D90
664fa4dc-975a-5911-a3fe-e465f2699e62,D01
664fa4dc-975a-5911-a3fe-e465f2699e62,D03
664fa4dc-975a-5911-a3fe-e465f2699e62,D78
664fa4dc-975a-5911-a3fe-e465f2699e62,D90
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D01
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D04
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D78
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D90
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D01
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D05
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D78
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D90
31a035fd-5249-574d-8870-be8eab8b8cac,D01
31a035fd-5249-574d-8870-be8eab8b8cac,D06
31a035fd-5249-574d-8870-be8eab8b8cac,D78
31a035fd-5249-574d-8870-be8eab8b8cac,D90
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D01
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D78
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D90
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D01
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D78
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D90
21de9726-f41c-57d4-9f4f-2253c23f977a,A01
21de9726-f41c-57d4-9f4f-2253c23f977a,D01
21de9726-f41c-57d4-9f4f-2253c23f977a,D78
21de9726-f41c-57d4-9f4f-2253c23f977a,D90
668ed3e3-3dfd-52ff-aa05-9188ba2106a9,D01
668ed3e3-3dfd-52ff-aa05-9188ba2106a9,D05
668ed3e3-3dfd-52ff-aa05-9188ba2106a9,D78
668ed3e3-3dfd-52ff-aa05-9188ba2106a9,D90
08541048-3fb0-5c26-a047-7341fa997241,D01
08541048-3fb0-5c26-a047-7341fa997241,D78
08541048-3fb0-5c26-a047-7341fa997241,D90
db818f9e-79dd-5738-90fa-7c29bd6f5f80,A01
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D01
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D78
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D90
650756b1-9c06-5424-a9af-afed8e302c96,D14
a975c31e-f3e6-5058-a4ef-fc26892782f6,D14
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D14
08541048-3fb0-5c26-a047-7341fa997241,D14
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D14
650756b1-9c06-5424-a9af-afed8e302c96,A01
650756b1-9c06-5424-a9af-afed8e302c96,D07
650756b1-9c06-5424-a9af-afed8e302c96,D08
650756b1-9c06-5424-a9af-afed8e302c96,D15
e460d5b5-2067-54e7-aebf-10ba524c8b20,A01
e460d5b5-2067-54e7-aebf-10ba524c8b20,D07
e460d5b5-2067-54e7-aebf-10ba524c8b20,D08
e460d5b5-2067-54e7-aebf-10ba524c8b20,D14
e460d5b5-2067-54e7-aebf-10ba524c8b20,D15
e460d5b5-2067-54e7-aebf-10ba524c8b20,D25
e460d5b5-2067-54e7-aebf-10ba524c8b20,D30
e460d5b5-2067-54e7-aebf-10ba524c8b20,D35
e460d5b5-2067-54e7-aebf-10ba524c8b20,D45
e460d5b5-2067-54e7-aebf-10ba524c8b20,D65
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,A01
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D07
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D08
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D14
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D15
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D23
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D28
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D33
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D43
8aa634ea-e1e2-56d2-b871-1d279bc5b2f2,D63
6a87b137-dfde-5184-b802-c3463fc7bdf4,A01
6a87b137-dfde-5184-b802-c3463fc7bdf4,D07
6a87b137-dfde-5184-b802-c3463fc7bdf4,D08
6a87b137-dfde-5184-b802-c3463fc7bdf4,D14
6a87b137-dfde-5184-b802-c3463fc7bdf4,D15
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,A01
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,D01
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,D07
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,D08
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,D14
bbe0d7e0-3e2e-5fe4-a8bc-d17a7e3112b5,D15
a975c31e-f3e6-5058-a4ef-fc26892782f6,A01
a975c31e-f3e6-5058-a4ef-fc26892782f6,D07
a975c31e-f3e6-5058-a4ef-fc26892782f6,D08
a975c31e-f3e6-5058-a4ef-fc26892782f6,D15
8585a456-0040-55e3-aba6-5b7c6c5f4508,A01
8585a456-0040-55e3-aba6-5b7c6c5f4508,D07
8585a456-0040-55e3-aba6-5b7c6c5f4508,D08
8585a456-0040-55e3-aba6-5b7c6c5f4508,D14
8585a456-0040-55e3-aba6-5b7c6c5f4508,D15
8585a456-0040-55e3-aba6-5b7c6c5f4508,D22
8585a456-0040-55e3-aba6-5b7c6c5f4508,D27
8585a456-0040-55e3-aba6-5b7c6c5f4508,D32
8585a456-0040-55e3-aba6-5b7c6c5f4508,D42
8585a456-0040-55e3-aba6-5b7c6c5f4508,D62
664fa4dc-975a-5911-a3fe-e465f2699e62,A01
664fa4dc-975a-5911-a3fe-e465f2699e62,D07
664fa4dc-975a-5911-a3fe-e465f2699e62,D08
664fa4dc-975a-5911-a3fe-e465f2699e62,D14
664fa4dc-975a-5911-a3fe-e465f2699e62,D15
664fa4dc-975a-5911-a3fe-e465f2699e62,D24
664fa4dc-975a-5911-a3fe-e465f2699e62,D29
664fa4dc-975a-5911-a3fe-e465f2699e62,D34
664fa4dc-975a-5911-a3fe-e465f2699e62,D44
664fa4dc-975a-5911-a3fe-e465f2699e62,D64
709ddc37-f92a-56d5-a07e-27d99b4e55c4,A01
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D07
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D08
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D14
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D15
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D25
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D30
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D35
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D45
709ddc37-f92a-56d5-a07e-27d99b4e55c4,D65
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,A01
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D07
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D08
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D14
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D15
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D21
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D26
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D31
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D41
02c13ee3-5a4f-5a7f-b0b0-fbf1de6ccd5a,D61
31a035fd-5249-574d-8870-be8eab8b8cac,A01
31a035fd-5249-574d-8870-be8eab8b8cac,D07
31a035fd-5249-574d-8870-be8eab8b8cac,D08
31a035fd-5249-574d-8870-be8eab8b8cac,D14
31a035fd-5249-574d-8870-be8eab8b8cac,D15
31a035fd-5249-574d-8870-be8eab8b8cac,D23
31a035fd-5249-574d-8870-be8eab8b8cac,D28
31a035fd-5249-574d-8870-be8eab8b8cac,D33
31a035fd-5249-574d-8870-be8eab8b8cac,D43
31a035fd-5249-574d-8870-be8eab8b8cac,D63
28fc307c-f6bb-5485-8147-2fbb7a1370a8,A01
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D07
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D08
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D14
28fc307c-f6bb-5485-8147-2fbb7a1370a8,D15
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,A01
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D07
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D08
4e5de4fa-4a9d-561f-a373-07a7d03f81f8,D15
08541048-3fb0-5c26-a047-7341fa997241,A01
08541048-3fb0-5c26-a047-7341fa997241,D07
08541048-3fb0-5c26-a047-7341fa997241,D08
08541048-3fb0-5c26-a047-7341fa997241,D15
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D07
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D08
db818f9e-79dd-5738-90fa-7c29bd6f5f80,D15
560052aa-40e7-5a39-b1dd-903a91287637,B00
db46a7ca-7356-5f23-9e17-cc06df5743af,A00
667da423-da64-5bf4-85bd-070911c70728,B00
472eedd3-5501-52b2-90b5-8d4e43b79ed2,B00
af06df1a-703d-5282-bb00-08503fe1585d,B00
e9fecdb2-ea85-5d6f-9098-8678d65295c3,B00
560052aa-40e7-5a39-b1dd-903a91287637,D08
db46a7ca-7356-5f23-9e17-cc06df5743af,D07
667da423-da64-5bf4-85bd-070911c70728,D08
472eedd3-5501-52b2-90b5-8d4e43b79ed2,D08
af06df1a-703d-5282-bb00-08503fe1585d,D08
e9fecdb2-ea85-5d6f-9098-8678d65295c3,D08
560052aa-40e7-5a39-b1dd-903a91287637,Q00
db46a7ca-7356-5f23-9e17-cc06df5743af,Q00
667da423-da64-5bf4-85bd-070911c70728,Q00
472eedd3-5501-52b2-90b5-8d4e43b79ed2,Q00
af06df1a-703d-5282-bb00-08503fe1585d,Q00
e9fecdb2-ea85-5d6f-9098-8678d65295c3,Q00
96c3d097-7e14-557f-b4c8-ee15ff57a63f,A00
96c3d097-7e14-557f-b4c8-ee15ff57a63f,B00
df290692-8b06-5125-b8f5-96c7a2fba6ab,A00
df290692-8b06-5125-b8f5-96c7a2fba6ab,B00
0a9b0a80-ea8c-58bb-8871-c9b82309b3c8,A00
0a9b0a80-ea8c-58bb-8871-c9b82309b3c8,B00
659f873a-d3a5-5b47-8468-6c09168f56a0,A00
659f873a-d3a5-5b47-8468-6c09168f56a0,B00
659f873a-d3a5-5b47-8468-6c09168f56a0,D07
3242531a-ec0f-5de6-940c-3f801877dd9e,A00
3242531a-ec0f-5de6-940c-3f801877dd9e,B00
3242531a-ec0f-5de6-940c-3f801877dd9e,D07
c3c3e4a3-fa08-5881-b290-33ed42a1b4dc,A00
c3c3e4a3-fa08-5881-b290-33ed42a1b4dc,B00
c3c3e4a3-fa08-5881-b290-33ed42a1b4dc,D07
8a15cf55-498c-5935-80a1-1cbca92fbbfe,A00
8a15cf55-498c-5935-80a1-1cbca92fbbfe,B00
8a15cf55-498c-5935-80a1-1cbca92fbbfe,D07
86c69125-926a-5a4c-b7f8-643c1d9e3be3,A00
86c69125-926a-5a4c-b7f8-643c1d9e3be3,A01
86c69125-926a-5a4c-b7f8-643c1d9e3be3,D01
b077c2b6-8be9-5b7e-a026-4c055e6abc9c,A00
b077c2b6-8be9-5b7e-a026-4c055e6abc9c,A01
4f27a172-e609-5803-803d-4c0dcfd2adf8,A00
4f27a172-e609-5803-803d-4c0dcfd2adf8,A01
eac617d3-cd33-5ead-b611-1d0b0417c54e,A00
eac617d3-cd33-5ead-b611-1d0b0417c54e,A01
eac617d3-cd33-5ead-b611-1d0b0417c54e,D29
8cca808e-8b2d-5b17-a358-3f02f0cb9cd4,A00
8cca808e-8b2d-5b17-a358-3f02f0cb9cd4,A01
f4ac0426-4dec-5365-aaea-3860e0f4c987,A00
f4ac0426-4dec-5365-aaea-3860e0f4c987,A01
55bd8c3d-a7ac-54e6-9744-24263e87e0b2,A01
55bd8c3d-a7ac-54e6-9744-24263e87e0b2,D01
55bd8c3d-a7ac-54e6-9744-24263e87e0b2,D07
b15a4b01-6577-5105-a08e-e01e4444ba37,A01
b15a4b01-6577-5105-a08e-e01e4444ba37,D01
b15a4b01-6577-5105-a08e-e01e4444ba37,D07
dd18edfd-b78c-5d43-9d32-0c161d04b36d,A00
dd18edfd-b78c-5d43-9d32-0c161d04b36d,A01
dd18edfd-b78c-5d43-9d32-0c161d04b36d,D01
14f40c67-150b-5621-ab96-4b8f3f8f3d0e,A00
14f40c67-150b-5621-ab96-4b8f3f8f3d0e,A01
14f40c67-150b-5621-ab96-4b8f3f8f3d0e,D01
80cd47b7-cea3-5814-aabb-6776a8b76b15,A00
80cd47b7-cea3-5814-aabb-6776a8b76b15,A01
80cd47b7-cea3-5814-aabb-6776a8b76b15,D01
9df6c3c9-6c71-56fb-9c4c-2fa844c5dbdc,A00
9df6c3c9-6c71-56fb-9c4c-2fa844c5dbdc,A01
9df6c3c9-6c71-56fb-9c4c-2fa844c5dbdc,D01
dec2e16a-7a7f-5f69-b837-e604c604091e,A00
dec2e16a-7a7f-5f69-b837-e604c604091e,A01
dec2e16a-7a7f-5f69-b837-e604c604091e,D01
63739aee-ed6c-50fe-844f-df91a0a05f1e,A00
63739aee-ed6c-50fe-844f-df91a0a05f1e,A01
c6fd3f45-48b7-5428-9382-4d8da34d3311,A00
c6fd3f45-48b7-5428-9382-4d8da34d3311,A01
1122c5ae-124b-55e3-8044-3aab4f1cab29,A00
1122c5ae-124b-55e3-8044-3aab4f1cab29,A01
34c9c0b5-319a-5c6d-8343-7f072bea0c6f,A00
34c9c0b5-319a-5c6d-8343-7f072bea0c6f,A01
34c9c0b5-319a-5c6d-8343-7f072bea0c6f,D28
9c3d32ba-5ef5-59e3-9abf-8209e44b06de,A00
9c3d32ba-5ef5-59e3-9abf-8209e44b06de,A01
9c3d32ba-5ef5-59e3-9abf-8209e44b06de,D26
cc6b4ceb-9396-5344-88aa-45536abb8a92,A00
cc6b4ceb-9396-5344-88aa-45536abb8a92,A01
3ee7e108-0f12-5526-aa0c-9d98e853443f,A00
3ee7e108-0f12-5526-aa0c-9d98e853443f,B00
3ee7e108-0f12-5526-aa0c-9d98e853443f,D07
27f6d74e-bd56-5416-8621-33f18177ccf8,A00
27f6d74e-bd56-5416-8621-33f18177ccf8,B00
27f6d74e-bd56-5416-8621-33f18177ccf8,D07
d55efb80-dbf7-503d-bcd5-b56a90376f72,D01
18d42dcb-4ab0-5152-8df2-50681fe75c6c,D01
79baf835-2e47-5f05-b0f2-e8513962171d,A00
79baf835-2e47-5f05-b0f2-e8513962171d,A01
873473f9-de51-5357-9b31-6209df1671ff,A00
873473f9-de51-5357-9b31-6209df1671ff,A01
39be5a18-2e0e-58c8-9c62-214c9af71462,A00
39be5a18-2e0e-58c8-9c62-214c9af71462,A01
e2f39d4f-face-50d6-8da8-65a078f357b2,A00
e2f39d4f-face-50d6-8da8-65a078f357b2,A01
e2f39d4f-face-50d6-8da8-65a078f357b2,D28
69688848-6850-591d-88cd-9d8fd09de60c,A00
69688848-6850-591d-88cd-9d8fd09de60c,A01
202dfc34-5a2c-5b5c-8181-3744b943641d,A00
202dfc34-5a2c-5b5c-8181-3744b943641d,A01
202dfc34-5a2c-5b5c-8181-3744b943641d,D29
951ec60c-e9de-5777-a102-db51088af9a6,A00
951ec60c-e9de-5777-a102-db51088af9a6,A01
08dd2f4c-e1c5-5bf8-b81d-c0b770a60a83,A00
08dd2f4c-e1c5-5bf8-b81d-c0b770a60a83,A01
39a2b6d3-4529-5afb-86a2-66ab0b695e63,A00
39a2b6d3-4529-5afb-86a2-66ab0b695e63,A01
f69d8c21-8919-501b-ab1b-10abccb33adb,A00
f69d8c21-8919-501b-ab1b-10abccb33adb,A01
1301195c-d702-5223-9abf-5aeb4abdac5e,A00
1301195c-d702-5223-9abf-5aeb4abdac5e,A01
1301195c-d702-5223-9abf-5aeb4abdac5e,D26
d846f8fd-17e0-5575-902e-f473fdefb9b7,A00
d846f8fd-17e0-5575-902e-f473fdefb9b7,A01
d846f8fd-17e0-5575-902e-f473fdefb9b7,D28
30ae3985-f5bf-5bb8-88f5-8839359338b4,A00
30ae3985-f5bf-5bb8-88f5-8839359338b4,A01
d87ac3c3-196b-59d8-bb43-b9702e92150f,A00
d87ac3c3-196b-59d8-bb43-b9702e92150f,A01
64c10856-1ba3-524c-b626-80cbe8e45b42,A00
64c10856-1ba3-524c-b626-80cbe8e45b42,A01
7476a86b-0441-5f20-bcac-f9517aff5bb7,A00
7476a86b-0441-5f20-bcac-f9517aff5bb7,A01
39369f61-9978-5fcd-8af6-42dafe41457c,A00
39369f61-9978-5fcd-8af6-42dafe41457c,A01
cfa9b495-459d-554c-bd13-a000b155a470,A00
cfa9b495-459d-554c-bd13-a000b155a470,A01
cfa9b495-459d-554c-bd13-a000b155a470,D07
5ba166f4-f3b7-5971-93b1-46821d73a9f4,A00
5ba166f4-f3b7-5971-93b1-46821d73a9f4,A01
5ba166f4-f3b7-5971-93b1-46821d73a9f4,A02
974caaf9-11d3-53ab-8a46-a9dd6e493d7a,A00
974caaf9-11d3-53ab-8a46-a9dd6e493d7a,A01
974caaf9-11d3-53ab-8a46-a9dd6e493d7a,A02
b46bd8b1-6331-50af-a12d-f98fcda30041,A00
b46bd8b1-6331-50af-a12d-f98fcda30041,A01
b46bd8b1-6331-50af-a12d-f98fcda30041,A02
d013dae4-52d0-597e-8908-eb1b84149e6e,A00
d013dae4-52d0-597e-8908-eb1b84149e6e,A01
feca3bf3-0fa3-509b-8583-85077b300a08,A00
feca3bf3-0fa3-509b-8583-85077b300a08,A01
feca3bf3-0fa3-509b-8583-85077b300a08,D29
18b6eca0-3954-5a3d-a3b3-a81f3a0f48d3,A00
18b6eca0-3954-5a3d-a3b3-a81f3a0f48d3,A01
554e0a67-7ef0-5965-879e-0f3f23cbd997,A00
554e0a67-7ef0-5965-879e-0f3f23cbd997,A01
d1e3caf4-d412-501c-b37c-7b401d26b5e3,A00
d1e3caf4-d412-501c-b37c-7b401d26b5e3,A01
8f26a80c-b5bd-51b2-b3e0-17da3368595a,A00
8f26a80c-b5bd-51b2-b3e0-17da3368595a,A01
8f26a80c-b5bd-51b2-b3e0-17da3368595a,D01
b49a88fa-494a-56b0-8f72-ac77e15eb40c,A00
b49a88fa-494a-56b0-8f72-ac77e15eb40c,A01
b49a88fa-494a-56b0-8f72-ac77e15eb40c,D01
a031bb80-e129-578e-9002-5febe10ae14a,A00
a031bb80-e129-578e-9002-5febe10ae14a,A01
6fd373ce-0b23-564e-ba08-dd207e4d6848,A00
6fd373ce-0b23-564e-ba08-dd207e4d6848,B00
6fd373ce-0b23-564e-ba08-dd207e4d6848,D07
f19be27f-e548-52fb-a027-5085a687f488,A00
f19be27f-e548-52fb-a027-5085a687f488,B00
f19be27f-e548-52fb-a027-5085a687f488,D07
33a82925-e0a0-5eab-8b59-39b8e91a2d33,A00
