id,university_short_name,major_code,program_source_code,program_name,source,source_school_id,is_active
33bfb6e7-a52e-53c0-8b13-205db03fb959,ANH,7860114,7860114_Nu_B,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Bắc)",tuyensinh247,221,true
1540952d-cbbc-5d8d-bea3-9331fa3c2c75,ANH,7860114,7860114_Nu_N,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Nam)",tuyensinh247,221,true
96c3d097-7e14-557f-b4c8-ee15ff57a63f,BKA,BF-E12,BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),tuyensinh247,302,true
b3f5f257-69fc-5b51-b208-52b5dd39e9d1,BKA,BF-E12x,BF-E12x,Kỹ thuật Thực phẩm (CT tiên tiến),tuyensinh247,302,true
6fd373ce-0b23-564e-ba08-dd207e4d6848,BKA,BF-E12y,BF-E12y,Kỹ thuật Thực phẩm (CT tiên tiến),tuyensinh247,302,true
c662002c-0685-558e-8d21-d39354a511cd,BKA,BF-E19,BF-E19,Kỹ thuật sinh học (CT tiên tiến),tuyensinh247,302,true
df290692-8b06-5125-b8f5-96c7a2fba6ab,BKA,BF1,BF1,Kỹ thuật Sinh học,tuyensinh247,302,true
a8e5d8e3-9e41-594a-92ca-2d71362a0950,BKA,BF1x,BF1x,Kỹ thuật Sinh học,tuyensinh247,302,true
f19be27f-e548-52fb-a027-5085a687f488,BKA,BF1y,BF1y,Kỹ thuật Sinh học,tuyensinh247,302,true
0a9b0a80-ea8c-58bb-8871-c9b82309b3c8,BKA,BF2,BF2,Kỹ thuật Thực phẩm,tuyensinh247,302,true
0a8860f6-fe28-5d3d-9162-be9016f6e3f5,BKA,BF2x,BF2x,Kỹ thuật Thực phẩm,tuyensinh247,302,true
33a82925-e0a0-5eab-8b59-39b8e91a2d33,BKA,BF2y,BF2y,Kỹ thuật Thực phẩm,tuyensinh247,302,true
659f873a-d3a5-5b47-8468-6c09168f56a0,BKA,CH-E11,CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),tuyensinh247,302,true
5b4c7467-adbf-5eb4-857f-1512d1c751a9,BKA,CH-E11x,CH-E11x,Kỹ thuật Hóa dược (CT tiên tiến),tuyensinh247,302,true
d5ba6897-a3a0-51dd-a399-f2a0f48c17cf,BKA,CH-E11y,CH-E11y,Kỹ thuật Hóa dược (CT tiên tiến),tuyensinh247,302,true
3242531a-ec0f-5de6-940c-3f801877dd9e,BKA,CH1,CH1,Kỹ thuật Hóa học,tuyensinh247,302,true
6597ae2a-de39-5b42-bc89-bfdbd3d894df,BKA,CH1Y,CH1Y,Kỹ thuật Hoá học,tuyensinh247,302,true
6cec242a-153e-5fe0-af06-7d519d018bb1,BKA,CH1x,CH1x,Kỹ thuật Hoá học,tuyensinh247,302,true
c3c3e4a3-fa08-5881-b290-33ed42a1b4dc,BKA,CH2,CH2,Hóa học,tuyensinh247,302,true
a7c9e3c9-731e-5329-a8d5-68046eb81cf2,BKA,CH2x,CH2x,Hoá học,tuyensinh247,302,true
120817e2-3011-5ff0-b2cc-5a173a4728f5,BKA,CH2y,CH2y,Hoá học,tuyensinh247,302,true
