code,name,field_code,description
802,"Xuất bản, chuyên ngành Xuất bản điện tử",truyen_thong,
ACT01,Chất lượng cao Kế toán,kinh_te,
ACT02,Kế toán,kinh_te,
ACT03,"Kế toán (Liên kết ĐH Sunderland, Anh. Cấp song bằng)",kinh_te,
ACT04,Kiểm toán,kinh_te,
ACT05,Chất lượng cao Kiểm toán,kinh_te,
ACT06,Kế toán (Định hướng Nhật bản). Học viện Ngân hàng cấp bằng,kinh_te,
AI,Trí tuệ Nhân tạo,cntt,
B01,Công Nghệ Sinh Học,khoa_hoc_su_song,
BA,Quản trị Kinh doanh,kinh_te,
BANK01,Chất lượng cao Ngân hàng,kinh_te,
BANK02,Ngân hàng,kinh_te,
BANK03,Ngân hàng số,kinh_te,
BANK04,"Tài chính-Ngân hàng (Liên kết ĐH Sunderland, Anh Quốc. Cấp song bằng)",kinh_te,
BANK05,Ngân hàng,kinh_te,
BANK06,Chất lượng cao Ngân hàng và Tài chính quốc tế,kinh_te,
BANK07,Chất lượng cao Ngân hàng trung ương và chính sách công,kinh_te,
BANK08,"Ngân hàng Tài chính - Đại học West of England (UWE), Anh (Cấp song bằng)",kinh_te,
BANKK02,Ngân hàng,kinh_te,
BANKK03,Ngân hàng số,kinh_te,
BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),san_xuat_che_bien,
BF-E12x,Kỹ thuật Thực phẩm (CT tiên tiến),san_xuat_che_bien,
BF-E12y,Kỹ thuật Thực phẩm (CT tiên tiến),san_xuat_che_bien,
BF-E19,Kỹ thuật sinh học (CT tiên tiến),khoa_hoc_su_song,
BF1,Kỹ thuật Sinh học,khoa_hoc_su_song,
BF1x,Kỹ thuật Sinh học,khoa_hoc_su_song,
BF1y,Kỹ thuật Sinh học,khoa_hoc_su_song,
BF2,Kỹ thuật Thực phẩm,san_xuat_che_bien,
BF2x,Kỹ thuật Thực phẩm,san_xuat_che_bien,
BF2y,Kỹ thuật Thực phẩm,san_xuat_che_bien,
BI01,Công Nghệ Sinh Học,khoa_hoc_su_song,
BIO1,Công Nghệ Sinh Học,khoa_hoc_su_song,
BIO2,Công Nghệ Mỹ Phẩm*,san_xuat_che_bien,
BMS,Khoa Học Y Sinh,y_te,
BUS01,Chất lượng cao Quản trị kinh doanh,kinh_te,
BUS02,Quản trị kinh doanh,kinh_te,
BUS03,Quản trị du lịch,du_lich,
BUS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)",kinh_te,
BUS05,Marketing,kinh_te,
BUS06,Chất lượng cao Marketing số,kinh_te,
BUS07,Marketing,kinh_te,
BUS08,Chất lượng cao Quản trị nhân lực,kinh_te,
BUS09,Chất lượng cao Kinh doanh số,kinh_te,
BUS10,"Quản trị kinh doanh, Hàng hải & Logistics - Đại học Genoa, CH Ý (Cấp song bằng)",kinh_te,
BUS11,"Marketing - Đại học West of England (UWE), Anh (Cấp song bằng)",kinh_te,
CB,Tiếng Trung Thương mại *,nhan_van,
CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),y_te,
CH-E11x,Kỹ thuật Hóa dược (CT tiên tiến),y_te,
CH-E11y,Kỹ thuật Hóa dược (CT tiên tiến),y_te,
CH-E20,Hóa học Mỹ phẩm (mới) (CT tiên tiến),khoa_hoc_tu_nhien,
CH1,Kỹ thuật Hóa học,khoa_hoc_tu_nhien,
CH1Y,Kỹ thuật Hóa học,khoa_hoc_tu_nhien,
CH1x,Kỹ thuật Hóa học,khoa_hoc_tu_nhien,
CH2,Hóa học,khoa_hoc_tu_nhien,
CH2x,Hóa học,khoa_hoc_tu_nhien,
CH2y,Hóa học,khoa_hoc_tu_nhien,
CH3,Kỹ thuật In,san_xuat_che_bien,
CH3x,Kỹ thuật In,san_xuat_che_bien,
CH3y,Kỹ thuật In,san_xuat_che_bien,
CHE1,Kỹ Thuật Hóa Học,khoa_hoc_tu_nhien,
CHE2,Công Nghệ Pin Xe Điện*,dien_tu,
CL,Ngôn ngữ Trung Quốc,nhan_van,
CLC1,Kinh tế phát triển,kinh_te,
CLC1-01,(1) Kinh tế phát triển,kinh_te,
CLC1-02,(2) Ngân hàng,kinh_te,
CLC1-03,(3) Công nghệ thông tin và chuyển đổi số,cntt,
CLC1-04,(4) Bảo hiểm tích hợp chứng chỉ ANZIIF,kinh_te,
CLC2,Kinh tế đầu tư,kinh_te,
CLC2-01,(1) Kinh tế Đầu tư,kinh_te,
CLC2-02,(2) Quản trị nhân lực,kinh_te,
CLC2-03,(3) Quản trị kinh doanh,kinh_te,
CLC2-04,(4) Quan hệ công chúng,truyen_thong,
CLC3,Kinh tế quốc tế,kinh_te,
CLC3-01,(1) Tài chính doanh nghiệp,kinh_te,
CLC3-02,(2) Marketing số,kinh_te,
CLC3-03,(3) Quản trị Marketing,kinh_te,
CLC3-04,(4) Quản trị Kinh doanh quốc tế,kinh_te,
