major_code,subject_group_code
QHT05,D07
QHT05,X02
QHT05,X06
QHT05,X26
QHT06,A05
QHT06,A06
QHT06,X09
QHT06,X10
QHT06,X11
QHT06,X12
QHT07,A05
QHT07,A06
QHT07,X09
QHT07,X10
QHT07,X11
QHT07,X12
QHT08,B01
QHT08,B02
QHT08,B03
QHT08,D07
QHT08,X13
QHT08,X14
QHT08,X15
QHT08,X16
QHT09,B01
QHT09,B02
QHT09,B03
QHT09,D07
QHT09,D08
QHT09,X13
QHT09,X14
QHT09,X15
QHT09,X16
QHT10,A04
QHT10,A06
QHT10,A07
QHT10,B02
QHT10,C04
QHT10,D01
QHT10,D20
QHT10,X01
QHT10,X21
QHT10,X25
QHT12,A04
QHT12,A06
QHT12,A07
QHT12,B02
QHT12,C04
QHT12,D01
QHT12,D20
QHT12,X01
QHT12,X21
QHT12,X25
QHT13,A02
QHT13,B03
QHT13,C01
QHT13,C02
QHT13,D01
QHT13,D08
QHT13,X09
QHT13,X10
QHT13,X11
QHT13,X12
QHT13,X13
QHT13,X14
QHT13,X15
QHT13,X16
QHT15,A02
QHT15,B03
QHT15,C01
QHT15,C02
QHT15,D01
QHT15,D08
QHT15,X09
QHT15,X10
QHT15,X11
QHT15,X12
QHT15,X13
QHT15,X14
QHT15,X15
QHT15,X16
QHT16,A02
QHT16,A04
QHT16,A06
QHT16,B02
QHT16,B03
QHT16,B08
QHT16,C01
QHT16,C02
QHT16,C04
QHT16,D01
QHT16,D10
QHT16,X26
QHT17,A02
QHT17,A04
QHT17,A06
QHT17,B02
QHT17,B03
QHT17,B08
QHT17,C01
QHT17,C02
QHT17,C04
QHT17,D01
QHT17,D10
QHT17,X26
QHT18,A04
QHT18,A06
QHT18,A07
QHT18,B03
QHT18,C01
QHT18,C02
QHT18,C04
QHT18,D01
QHT18,D08
QHT18,D09
QHT18,X01
QHT18,X05
QHT18,X09
QHT18,X21
QHT18,X25
QHT20,A04
QHT20,A06
QHT20,A07
QHT20,B03
QHT20,C01
QHT20,C02
QHT20,C04
QHT20,D01
QHT20,D08
QHT20,D09
QHT20,X01
QHT20,X05
QHT20,X09
QHT20,X21
QHT20,X25
QHT43,A05
QHT43,A06
QHT43,X09
QHT43,X10
QHT43,X11
QHT43,X12
QHT81,B01
QHT81,B02
QHT81,B03
QHT81,D07
QHT81,D08
QHT81,X13
QHT81,X14
QHT81,X15
QHT81,X16
QHT82,A02
QHT82,B03
QHT82,C01
QHT82,C02
QHT82,D01
QHT82,D08
QHT82,X09
QHT82,X10
QHT82,X11
QHT82,X12
QHT82,X13
QHT82,X14
QHT82,X15
QHT82,X16
QHT91,A04
QHT91,A06
QHT91,A07
QHT91,B02
QHT91,C04
QHT91,D01
QHT91,D20
QHT91,X01
QHT91,X21
QHT91,X25
QHT92,A02
QHT92,A04
QHT92,A06
QHT92,B02
QHT92,B03
QHT92,B08
QHT92,C01
QHT92,C02
QHT92,C04
QHT92,D01
QHT92,D10
QHT92,X26
QHT93,C01
QHT93,X26
QHT94,C02
QHT94,D07
QHT94,X02
QHT94,X06
QHT94,X26
QHT95,A04
QHT95,A06
QHT95,A07
QHT95,B02
QHT95,C04
QHT95,D01
QHT95,D20
QHT95,X01
QHT95,X21
QHT95,X25
QHT96,A02
QHT96,B03
QHT96,C01
QHT96,C02
QHT96,D01
QHT96,D08
QHT96,X09
QHT96,X10
QHT96,X11
QHT96,X12
QHT96,X13
QHT96,X14
QHT96,X15
QHT96,X16
QHT98,C01
QHT98,X26
QHT99,A00
QHT99,A01
QHT99,A02
QHT99,B00
QHT99,C01
QHT99,C02
QHT99,D07
QHT99,X02
QHT99,X06
QHT99,X26
QHT01,T49
QHT02,T49
QHT03,T49
QHT04,T49
QHT05,T49
QHT06,T49
QHT07,T49
QHT08,T49
QHT09,T49
QHT10,T49
QHT12,T49
QHT13,T49
QHT15,T49
QHT16,T49
QHT17,T49
QHT18,T49
QHT20,T49
QHT43,T49
QHT81,T49
QHT82,T49
QHT91,T49
QHT92,T49
QHT93,T49
QHT94,T49
QHT95,T49
QHT96,T49
QHT98,T49
7380101,A07
7380109,A01
7380109,A07
7380109,C03
7380109,D01
7380109,D14
7380109,D15
7380110,A01
7380110,A07
7380110,C03
7380110,D01
7380110,D14
7380110,D15
QHE40,A01
QHE40,D01
QHE40,D09
QHE40,D10
QHE41,A01
QHE41,D01
QHE41,D09
QHE41,D10
QHE42,A01
QHE42,D01
QHE42,D09
QHE42,D10
QHE43,A01
QHE43,D01
QHE43,D09
QHE43,D10
QHE44,A01
QHE44,D01
QHE44,D09
QHE44,D10
QHE45,A01
QHE45,D01
QHE45,D09
QHE45,D10
QHE80,A01
QHE80,D01
QHE80,D09
QHE80,D10
QHE89,A01
QHE89,D01
QHE89,D09
QHE89,D10
7310105,D09
7310105,D10
7310106,D09
7340101,D09
7340201,D09
7340301,D09
7340301,D10
7310101,C03
7310101,C04
7310101,X01
7310105,C01
7310105,C03
7310105,C04
7310105,X01
7310106,C01
7310106,C03
7310106,C04
7310106,X01
7340101,C03
7340101,C04
7340101,X01
7340201,C01
7340201,C03
7340201,C04
7340201,X01
7340301,C03
7340301,C04
7340301,X01
QHQ01,A00
QHQ01,A01
QHQ01,D01
QHQ01,D03
QHQ01,D06
QHQ01,D96
QHQ01,D97
QHQ02,A00
QHQ02,A01
QHQ02,D01
QHQ02,D03
QHQ02,D06
QHQ02,D96
QHQ02,D97
QHQ03,A00
QHQ03,A01
QHQ03,D01
QHQ03,D03
QHQ03,D06
QHQ03,D96
QHQ03,D97
QHQ04,A00
QHQ04,A01
QHQ04,D01
QHQ04,D03
QHQ04,D06
QHQ04,D07
QHQ04,D23
QHQ04,D24
QHQ05,A00
QHQ05,A01
QHQ05,D01
QHQ05,D03
QHQ05,D06
QHQ05,D07
QHQ05,D23
QHQ05,D24
QHQ06,A00
QHQ06,A01
QHQ06,D01
QHQ06,D03
QHQ06,D06
QHQ06,D96
QHQ06,D97
QHQ07,A00
QHQ07,A01
QHQ07,D01
QHQ07,D03
QHQ07,D06
QHQ07,D07
QHQ07,D23
QHQ07,D24
QHQ08,A00
QHQ08,A01
QHQ08,D01
QHQ08,D03
QHQ08,D06
QHQ08,D07
QHQ08,D23
QHQ08,D24
QHQ09,A00
QHQ09,A01
QHQ09,D01
QHQ09,D03
QHQ09,D06
QHQ09,D96
QHQ09,D97
QHQ07,D96
QHQ07,D97
QHQ09,D78
QHQ09,D90
QHQ10,A00
QHQ10,A01
QHQ10,D01
QHQ10,D03
QHQ10,D06
QHQ10,D07
QHQ10,D23
QHQ10,D24
QHQ11,A00
QHQ11,A01
QHQ11,D01
QHQ11,D03
QHQ11,D06
QHQ11,D07
QHQ11,D23
QHQ11,D24
QHQ12,A00
QHQ12,A01
QHQ12,D01
QHQ12,D03
QHQ12,D06
QHQ12,D07
QHQ12,D23
QHQ12,D24
7220201,D90
7340108,A00
7340108,A01
7340108,D00
7340108,D01
7340108,D03
7340108,D06
7340108,D96
7340108,D97
7340115,D00
7340115,D03
7340115,D06
7340115,D96
7340115,D97
7340120,D00
7340120,D03
7340120,D06
7340120,D96
7340120,D97
7340125,A00
7340125,A01
7340125,D01
7340125,D03
7340125,D06
7340125,D07
7340125,D23
7340125,D24
7340303,A00
7340303,A01
7340303,D00
7340303,D01
7340303,D03
7340303,D06
7340303,D96
7340303,D97
7340405,D00
7340405,D03
7340405,D06
7340405,D96
7340405,D97
7480111,A00
7480111,A01
7480111,D01
7480111,D03
7480111,D06
7480111,D07
7480111,D23
7480111,D24
7480209,A00
7480209,A01
7480209,D01
7480209,D03
7480209,D06
7480209,D07
7480209,D23
7480209,D24
7480210,A00
7480210,A01
7480210,D01
7480210,D03
7480210,D06
7480210,D07
7480210,D23
7480210,D24
7510306,A00
7510306,A01
7510306,D01
7510306,D03
7510306,D06
7510306,D07
7510306,D23
7510306,D24
7520139,A00
7520139,A01
7520139,D01
7520139,D03
7520139,D06
7520139,D07
7520139,D23
7520139,D24
QHQ01,C01
QHQ01,C02
QHQ01,D07
QHQ01,X02
QHQ01,X26
QHQ02,C01
QHQ02,C02
QHQ02,D07
QHQ02,X02
QHQ02,X26
QHQ03,A02
QHQ03,C01
QHQ03,C02
QHQ03,D07
QHQ03,X02
QHQ03,X26
QHQ04,A02
QHQ04,C01
QHQ04,C02
QHQ04,X02
QHQ04,X06
QHQ04,X26
QHQ05,A02
QHQ05,C01
QHQ05,C02
QHQ05,X02
QHQ05,X26
QHQ06,C01
QHQ06,C02
QHQ06,D07
QHQ06,D09
QHQ06,X02
QHQ06,X26
QHQ07,C01
QHQ07,C02
QHQ07,D09
QHQ07,X02
QHQ07,X26
QHQ08,A02
QHQ08,C01
QHQ08,C02
QHQ08,X02
QHQ08,X06
QHQ08,X26
QHQ09,D07
QHQ09,D08
QHQ09,D09
QHQ09,D10
QHQ09,X26
QHQ10,A02
QHQ10,C01
QHQ10,C02
QHQ10,X02
QHQ10,X06
QHQ10,X26
QHQ11,A02
QHQ11,C01
QHQ11,C02
QHQ11,X02
QHQ11,X26
QHQ12,A02
QHQ12,C01
QHQ12,C02
QHQ12,X02
QHQ12,X06
QHQ12,X26
QHQ13,A00
QHQ13,A01
QHQ13,C01
QHQ13,C02
QHQ13,D01
QHQ13,D03
QHQ13,D07
QHQ13,D29
QHQ13,X02
QHQ13,X26
QHQ14,A00
QHQ14,A01
QHQ14,C01
QHQ14,C02
QHQ14,D01
QHQ14,D03
QHQ14,D07
QHQ14,D29
QHQ14,X02
QHQ14,X26
7140231,D01
7140231,D78
7140231,D90
7140234,D01
7140234,D04
7140234,D78
7140234,D90
7140236,D01
7140236,D06
7140236,D78
7140236,D90
7140237,D01
7140237,D78
7140237,D90
7220202,D78
7220202,D90
7220203,D01
7220203,D03
7220203,D78
7220203,D90
7220204,D78
7220204,D90
7220205,D01
7220205,D05
7220205,D78
7220205,D90
7220209,D01
7220209,D06
7220209,D78
7220209,D90
7220210,D01
7220210,D78
7220210,D90
7220211,D01
7220211,D78
7220211,D90
7903124,A01
7903124,D01
7903124,D78
7903124,D90
7140235,D01
7140235,D05
7140235,D78
7140235,D90
7220212,D01
7220212,D78
7220212,D90
7140231,D14
7220211,D14
7220212,D14
7903124,D14
7140231,A01
7140231,D07
7140231,D08
7140231,D15
7140234,A01
7140234,D07
7140234,D08
7140234,D14
7140234,D15
7140234,D25
7140234,D30
7140234,D35
7140234,D45
7140234,D65
7140236,A01
7140236,D07
7140236,D08
7140236,D14
7140236,D15
7140236,D23
7140236,D28
7140236,D33
7140236,D43
7140236,D63
7140237,A01
7140237,D07
7140237,D08
7140237,D14
7140237,D15
7220101,A01
7220101,D01
7220101,D07
7220101,D08
7220101,D14
7220101,D15
7220201,D08
7220201,D15
7220202,A01
7220202,D07
7220202,D08
7220202,D14
7220202,D15
7220202,D22
7220202,D27
7220202,D32
7220202,D42
7220202,D62
7220203,A01
7220203,D07
7220203,D08
7220203,D14
7220203,D15
7220203,D24
7220203,D29
7220203,D34
7220203,D44
7220203,D64
7220204,A01
7220204,D07
7220204,D08
7220204,D14
7220204,D15
7220204,D25
7220204,D30
7220204,D35
7220204,D45
7220204,D65
7220205,A01
7220205,D07
7220205,D08
7220205,D14
7220205,D15
7220205,D21
7220205,D26
7220205,D31
7220205,D41
7220205,D61
7220209,A01
7220209,D07
7220209,D08
7220209,D14
7220209,D15
7220209,D23
7220209,D28
7220209,D33
7220209,D43
7220209,D63
7220210,A01
7220210,D07
7220210,D08
7220210,D14
7220210,D15
7220211,A01
7220211,D07
7220211,D08
7220211,D15
7220212,A01
7220212,D07
7220212,D08
7220212,D15
7903124,D07
7903124,D08
7903124,D15
7720301,B00
7720501,B00
7720601,B00
7720602,B00
7720101,D08
7720301,D08
7720501,D08
7720601,D08
7720602,D08
7720301,Q00
7720501,Q00
7720601,Q00
7720602,Q00
BF-E12,A00
BF-E12,B00
BF1,A00
BF1,B00
BF2,A00
BF2,B00
CH-E11,A00
CH-E11,B00
CH-E11,D07
CH1,A00
CH1,B00
CH1,D07
CH2,A00
CH2,B00
CH2,D07
CH3,A00
CH3,B00
CH3,D07
ED2,A00
ED2,A01
ED2,D01
EE-E18,A00
EE-E18,A01
EE-E8,A00
EE-E8,A01
EE-EP,A00
EE-EP,A01
EE-EP,D29
EE1,A00
EE1,A01
EE2,A00
EE2,A01
EM-E13,A01
EM-E13,D01
EM-E13,D07
EM-E14,A01
EM-E14,D01
EM-E14,D07
EM1,A00
EM1,A01
EM1,D01
EM2,A00
EM2,A01
EM2,D01
EM3,A00
EM3,A01
EM3,D01
EM4,A00
EM4,A01
EM4,D01
EM5,A00
EM5,A01
EM5,D01
ET-E16,A00
ET-E16,A01
ET-E4,A00
ET-E4,A01
ET-E5,A00
ET-E5,A01
ET-E9,A00
ET-E9,A01
ET-E9,D28
ET-LUH,A00
ET-LUH,A01
ET-LUH,D26
ET1,A00
ET1,A01
EV1,A00
EV1,B00
EV1,D07
EV2,A00
EV2,B00
EV2,D07
FL1,D01
FL2,D01
HE1,A00
HE1,A01
IT-E10,A00
IT-E10,A01
IT-E15,A00
IT-E15,A01
IT-E6,A00
IT-E6,A01
IT-E6,D28
IT-E7,A00
IT-E7,A01
IT-EP,A00
IT-EP,A01
IT-EP,D29
IT1,A00
IT1,A01
IT2,A00
IT2,A01
ME-E1,A00
ME-E1,A01
ME-GU,A00
ME-GU,A01
ME-LUH,A00
ME-LUH,A01
ME-LUH,D26
ME-NUT,A00
ME-NUT,A01
ME-NUT,D28
ME1,A00
ME1,A01
ME2,A00
ME2,A01
MI1,A00
MI1,A01
MI2,A00
MI2,A01
MS-E3,A00
MS-E3,A01
MS1,A00
MS1,A01
MS1,D07
PH1,A00
PH1,A01
PH1,A02
PH2,A00
PH2,A01
PH2,A02
PH3,A00
PH3,A01
PH3,A02
TE-E2,A00
TE-E2,A01
TE-EP,A00
TE-EP,A01
TE-EP,D29
TE1,A00
TE1,A01
TE2,A00
TE2,A01
TE3,A00
TE3,A01
TROY-BA,A00
TROY-BA,A01
TROY-BA,D01
TROY-IT,A00
TROY-IT,A01
TROY-IT,D01
TX1,A00
TX1,A01
BF-E12y,A00
BF-E12y,B00
BF-E12y,D07
BF1y,A00
BF1y,B00
BF1y,D07
BF2y,A00
BF2y,B00
BF2y,D07
CH-E11y,A00
CH-E11y,B00
CH-E11y,D07
CH1Y,A00
CH1Y,B00
CH1Y,D07
CH2y,A00
CH2y,B00
CH2y,D07
CH3y,A00
CH3y,B00
CH3y,D07
ED2y,A00
ED2y,A01
ED2y,D01
EE-E18y,A00
EE-E18y,A01
EE-E8y,A00
EE-E8y,A01
EE-Epy,A00
EE-Epy,A01
EE-Epy,D29
EE1y,A00
EE1y,A01
EE2y,A00
EE2y,A01
EM-E13y,A01
EM-E13y,D01
EM-E13y,D07
EM-E14y,A01
EM-E14y,D01
EM-E14y,D07
EM1y,A00
EM1y,A01
EM1y,D01
EM2y,A00
EM2y,A01
EM2y,D01
EM3y,A00
EM3y,A01
EM3y,D01
EM4y,A00
EM4y,A01
EM4y,D01
EM5y,A00
EM5y,A01
EM5y,D01
ET-E16y,A00
ET-E16y,A01
ET-E4y,A00
ET-E4y,A01
ET-E5y,A00
ET-E5y,A01
ET-E9y,A00
ET-E9y,A01
ET-E9y,D28
ET-LUHY,A00
ET-LUHY,A01
ET-LUHY,D26
ET1y,A00
ET1y,A01
ET2y,A00
ET2y,A01
EV1y,A00
EV1y,B00
EV1y,D07
EV2y,A00
EV2y,B00
EV2y,D07
FL1y,D01
FL2y,D01
HE1y,A00
HE1y,A01
IT-E6y,A00
IT-E6y,A01
IT2y,A00
IT2y,A01
ME-E1y,A00
ME-E1y,A01
ME-Guy,A00
ME-Guy,A01
ME-LUHy,A00
ME-LUHy,A01
ME-LUHy,D26
ME-NUTy,A00
ME-NUTy,A01
ME-NUTy,D28
ME1y,A00
ME1y,A01
ME2y,A00
ME2y,A01
MI1y,A00
MI1y,A01
MI2y,A00
MI2y,A01
MS-E3y,A00
MS-E3y,A01
MS1y,A00
MS1y,A01
MS1y,D07
PH1y,A00
PH1y,A01
PH2y,A00
PH2y,A01
PH2y,A02
PH3y,A00
PH3y,A01
PH3y,A02
TE-E2y,A00
TE-E2y,A01
TE-Epy,A00
TE-Epy,A01
TE-Epy,D29
TE1y,A00
TE1y,A01
TE2y,A00
TE2y,A01
TE3y,A00
TE3y,A01
TROY-Bay,A00
TROY-Bay,A01
TROY-Bay,D01
TROY-ITy,A00
TROY-ITy,A01
TROY-ITy,D01
TX1y,A00
TX1y,A01
BF-E12,D07
BF-E19,A00
BF-E19,B00
BF-E19,D07
BF1,D07
BF2,D07
CH3,A01
ET2,A00
ET2,A01
ET2,B00
MS-E3,D07
MS2,A00
MS2,A01
MS2,D07
MS3,A00
MS3,A01
MS3,D07
TX1,D07
CH-E11,A01
ED3,A00
ED3,A01
ED3,D01
MS5,A00
MS5,A01
MS5,D07
BF-E12,B03
BF-E12,C01
BF-E12,C02
BF-E12,X02
BF-E19,B03
BF-E19,C01
BF-E19,C02
BF-E19,X02
BF1,B03
BF1,C01
BF1,C02
BF1,X02
BF2,B03
BF2,C01
BF2,C02
BF2,X02
CH-E11,B03
CH-E11,C01
CH-E11,C02
CH-E11,X02
CH1,B03
CH1,C01
CH1,C02
CH1,X02
CH2,B03
CH2,C01
CH2,C02
CH2,X02
ED2,B03
ED2,C01
ED2,C02
ED2,X02
ED3,B03
ED3,C01
ED3,C02
ED3,X02
EE-E18,B03
EE-E18,C01
EE-E18,C02
EE-E18,X02
EE-E8,B03
EE-E8,C01
EE-E8,C02
EE-E8,X02
EE-EP,B03
EE-EP,C01
EE-EP,C02
EE-EP,X02
EE1,B03
EE1,C01
EE1,C02
EE1,X02
EE2,B03
EE2,C01
EE2,C02
EE2,X02
EM-E13,B03
EM-E13,C01
EM-E13,C02
EM-E13,X02
EM-E14,B03
EM-E14,C01
EM-E14,C02
EM-E14,X02
EM1,B03
EM1,C01
EM1,C02
EM1,X02
EM2,B03
EM2,C01
EM2,C02
EM2,X02
EM3,B03
EM3,C01
EM3,C02
EM3,X02
EM4,B03
EM4,C01
EM4,C02
EM4,X02
EM5,B03
EM5,C01
EM5,C02
EM5,X02
ET-E16,B03
ET-E16,C01
ET-E16,C02
ET-E16,X02
ET-E4,B03
ET-E4,C01
ET-E4,C02
ET-E4,X02
ET-E5,B03
ET-E5,C01
ET-E5,C02
ET-E5,X02
ET-E9,B03
ET-E9,C01
ET-E9,C02
ET-E9,X02
ET-LUH,B03
ET-LUH,C01
ET-LUH,C02
ET-LUH,X02
ET1,B03
ET1,C01
ET1,C02
ET1,X02
ET2,B03
ET2,C01
ET2,C02
ET2,X02
EV1,B03
EV1,C01
EV1,C02
EV1,X02
EV2,B03
EV2,C01
EV2,C02
EV2,X02
FL1,B03
FL1,C01
FL1,C02
FL1,X02
FL2,B03
FL2,C01
FL2,C02
FL2,X02
FL3,D01
FL3,D04
FL3,B03
FL3,C01
FL3,C02
FL3,X02
HE1,B03
HE1,C01
HE1,C02
HE1,X02
IT-E10,B03
IT-E10,C01
IT-E10,C02
IT-E10,X02
IT-E15,B03
IT-E15,C01
IT-E15,C02
IT-E15,X02
IT-E6,B03
IT-E6,C01
IT-E6,C02
IT-E6,X02
IT-E7,B03
IT-E7,C01
IT-E7,C02
IT-E7,X02
IT-EP,B03
IT-EP,C01
IT-EP,C02
IT-EP,X02
IT1,B03
IT1,C01
IT1,C02
IT1,X02
IT2,B03
IT2,C01
IT2,C02
IT2,X02
ME-E1,B03
ME-E1,C01
ME-E1,C02
ME-E1,X02
ME-GU,B03
ME-GU,C01
ME-GU,C02
ME-GU,X02
ME-LUH,B03
ME-LUH,C01
ME-LUH,C02
ME-LUH,X02
ME-NUT,B03
ME-NUT,C01
ME-NUT,C02
ME-NUT,X02
ME1,B03
ME1,C01
ME1,C02
ME1,X02
ME2,B03
ME2,C01
ME2,C02
ME2,X02
MI1,B03
MI1,C01
MI1,C02
MI1,X02
MI2,B03
MI2,C01
MI2,C02
MI2,X02
MS-E3,B03
MS-E3,C01
MS-E3,C02
MS-E3,X02
MS1,B03
MS1,C01
MS1,C02
MS1,X02
MS2,B03
MS2,C01
MS2,C02
MS2,X02
MS3,B03
MS3,C01
MS3,C02
MS3,X02
MS5,B03
MS5,C01
MS5,C02
MS5,X02
PH1,B03
PH1,C01
PH1,C02
PH1,X02
PH2,B03
PH2,C01
PH2,C02
PH2,X02
PH3,B03
PH3,C01
PH3,C02
PH3,X02
TE-E2,B03
TE-E2,C01
TE-E2,C02
TE-E2,X02
TE-EP,B03
TE-EP,C01
TE-EP,C02
TE-EP,X02
TE1,B03
TE1,C01
TE1,C02
TE1,X02
TE2,B03
TE2,C01
TE2,C02
TE2,X02
TE3,B03
TE3,C01
TE3,C02
TE3,X02
TROY-BA,B03
TROY-BA,C01
TROY-BA,C02
TROY-BA,X02
TROY-IT,B03
TROY-IT,C01
TROY-IT,C02
TROY-IT,X02
TX1,B03
TX1,C01
TX1,C02
TX1,X02
BF-E12x,K00
BF-E12x,K01
BF-E12x,K02
BF1x,K00
BF1x,K01
BF2x,K00
BF2x,K01
CH-E11x,K00
CH-E11x,K01
CH-E11x,K02
CH1x,K00
CH1x,K01
CH2x,K00
CH2x,K01
CH3x,K00
CH3x,K01
ED2x,K00
ED2x,K01
EE-E18x,K00
EE-E18x,K01
EE-E18x,K02
EE-E8x,K00
EE-E8x,K01
EE-E8x,K02
EE-Epx,K00
EE-Epx,K01
EE1x,K00
EE1x,K01
EE2X,K00
EE2X,K01
EM-E13x,K00
EM-E13x,K01
EM-E13x,K02
EM-E14x,K00
EM-E14x,K01
EM-E14x,K02
EM1x,K00
EM1x,K01
EM1x,K02
EM2x,K00
EM2x,K01
EM2x,K02
EM3x,K00
EM3x,K01
EM3x,K02
EM4x,K00
EM4x,K01
EM4x,K02
EM5x,K00
EM5x,K01
EM5x,K02
ET-E16x,K00
ET-E16x,K01
ET-E16x,K02
ET-E4x,K00
ET-E4x,K01
ET-E4x,K02
ET-E5x,K00
ET-E5x,K01
ET-E5x,K02
ET-E9x,K00
ET-E9x,K01
ET-LUHX,K00
ET-LUHX,K01
ET-LUHX,K02
ET1x,K00
ET1x,K01
ET2x,K00
ET2x,K01
EV1x,K00
EV1x,K01
EV2x,K00
EV2x,K01
FL1x,K02
FL2x,K02
HE1x,K00
HE1x,K01
IT-E10x,K00
IT-E10x,K01
IT-E15x,K00
IT-E15x,K01
IT-E15x,K02
IT-E6x,K00
IT-E6x,K01
IT-E7x,K00
IT-E7x,K01
IT-Epx,K00
IT-Epx,K01
IT1x,K00
IT1x,K01
IT2x,K00
IT2x,K01
ME-E1x,K00
ME-E1x,K01
ME-E1x,K02
ME-Gux,K00
ME-Gux,K01
ME-Gux,K02
ME-LUHx,K00
ME-LUHx,K01
ME-LUHx,K02
ME-NUTx,K00
ME-NUTx,K01
ME1x,K00
ME1x,K01
ME2x,K00
ME2x,K01
MI1x,K00
MI1x,K01
MI2x,K00
MI2x,K01
MS-E3x,K00
MS-E3x,K01
MS-E3x,K02
MS1x,K00
MS1x,K01
PH1x,K00
PH1x,K01
PH2x,K00
PH2x,K01
PH3x,K00
PH3x,K01
TE-E2x,K00
TE-E2x,K01
TE-E2x,K02
TE-Epx,K00
TE-Epx,K01
TE1x,K00
TE1x,K01
TE2x,K00
TE2x,K01
TE3x,K00
TE3x,K01
TROY-Bax,K00
TROY-Bax,K01
TROY-Bax,K02
TROY-ITx,K00
TROY-ITx,K01
TROY-ITx,K02
TX1x,K00
TX1x,K01
BF-E12,K00
BF-E19,K00
BF1,K00
BF2,K00
CH-E11,K00
CH1,K00
CH2,K00
CH3,K00
ED2,K00
EE-E18,K00
EE-E8,K00
EE-EP,K00
EE1,K00
EE2,K00
EM-E13,K00
EM-E14,K00
EM1,K00
EM2,K00
EM3,K00
EM4,K00
EM5,K00
ET-E16,K00
ET-E4,K00
ET-E5,K00
ET-E9,K00
ET-LUH,K00
ET1,K00
ET2,K00
EV1,K00
EV2,K00
HE1,K00
IT-E10,K00
IT-E15,K00
IT-E6,K00
IT-E7,K00
IT-EP,K00
IT1,K00
IT2,K00
ME-E1,K00
ME-GU,K00
ME-LUH,K00
ME-NUT,K00
ME1,K00
ME2,K00
MI1,K00
MI2,K00
MS-E3,K00
MS1,K00
MS2,K00
MS3,K00
PH1,K00
PH2,K00
PH3,K00
TE-E2,K00
TE-EP,K00
TE1,K00
TE2,K00
TE3,K00
TROY-BA,K00
TROY-IT,K00
TX1,K00
ED3,K00
FL1,K00
FL2,K00
MS5,K00
TM01,A00
TM01,A01
TM01,D01
TM01,D07
TM02,A00
TM02,A01
TM02,D01
TM02,D07
TM03,A00
TM03,A01
TM03,D01
TM03,D07
TM04,A00
TM04,A01
TM04,D01
TM04,D07
TM05,A00
TM05,A01
TM05,D01
TM05,D07
TM06,A00
TM06,A01
TM06,D01
TM06,D07
TM07,A00
TM07,A01
TM07,D01
TM07,D07
TM08,A01
TM08,D01
TM08,D07
TM09,A00
TM09,A01
TM09,D01
TM09,D07
TM10,A00
TM10,A01
TM10,D01
TM10,D07
TM11,A00
TM11,A01
TM11,D01
TM11,D07
TM12,A00
TM12,A01
TM12,D01
TM12,D07
TM13,A00
TM13,A01
TM13,D01
TM13,D07
TM14,A00
TM14,A01
TM14,D01
TM14,D07
TM15,A01
TM15,D01
TM15,D07
TM16,A00
TM16,A01
TM16,D01
TM16,D07
TM17,A00
TM17,A01
TM17,D01
TM17,D07
TM18,A01
TM18,D01
TM18,D07
TM19,A00
TM19,A01
TM19,D01
TM19,D07
TM20,A00
TM20,A01
TM20,D01
TM20,D03
TM21,A00
TM21,A01
TM21,D01
TM21,D04
TM22,A00
TM22,A01
TM22,D01
TM22,D07
TM23,A00
TM23,A01
TM23,D01
TM23,D07
TM24,A01
TM24,D01
TM24,D07
TM25,A01
TM25,D01
TM25,D07
TM26,A00
TM26,A01
TM26,D01
TM26,D07
TM28,A00
TM28,A01
TM28,D01
TM28,D07
TM29,A00
TM29,A01
TM29,D01
TM29,D07
TM31,A00
TM31,A01
TM31,D01
TM31,D07
TM32,A00
TM32,A01
TM32,D01
TM32,D07
TM33,A00
TM33,A01
TM33,D01
TM33,D07
TM08,A00
TM15,A00
TM24,A00
TM25,A00
TM27,A00
TM27,A01
TM27,D01
TM27,D07
TM30,A00
TM30,A01
TM30,D01
TM30,D07
TM34,A00
TM34,A01
TM34,D01
TM34,D07
TM35,A00
TM35,A01
TM35,D01
TM35,D07
TM36,A00
TM36,A01
TM36,D01
TM36,D07
TM37,A00
TM37,A01
TM37,D01
TM37,D07
TM38,A00
TM38,A01
TM38,D01
TM38,D07
TM02,D09
TM02,D10
TM02,X25
TM02,X26
TM02,X27
TM02,X28
TM05,D09
TM05,D10
TM05,X25
TM05,X26
TM05,X27
TM05,X28
TM08,D09
TM08,D10
TM08,X25
TM08,X26
TM08,X27
TM08,X28
TM11,D09
TM11,D10
TM11,X25
TM11,X26
TM11,X27
TM11,X28
TM13,D09
TM13,D10
TM13,X25
TM13,X26
TM13,X27
TM13,X28
TM16,D09
TM16,D10
TM16,X25
TM16,X26
TM16,X27
TM16,X28
TM18,D09
TM18,D10
TM18,X25
TM18,X26
TM18,X27
TM18,X28
TM20,D07
TM20,D09
TM20,D10
TM20,X25
TM20,X26
TM20,X27
TM20,X28
TM21,D07
TM23,D09
TM23,D10
TM23,X25
TM23,X26
TM23,X27
TM23,X28
TM25,D09
TM25,D10
TM25,X25
TM25,X26
TM25,X27
TM25,X28
TM29,D09
TM29,D10
TM29,X25
TM29,X26
TM29,X27
TM29,X28
TM32,D09
TM32,D10
TM32,X25
TM32,X26
TM32,X27
TM32,X28
TM35,D09
TM35,D10
TM35,X25
TM35,X26
TM35,X27
