admission_option_id,subject_group_code
48ec459b-4484-5ccf-8a58-abde070eed41,A01
48ec459b-4484-5ccf-8a58-abde070eed41,D01
48ec459b-4484-5ccf-8a58-abde070eed41,X06
48ec459b-4484-5ccf-8a58-abde070eed41,X26
96836f2f-081a-5fdb-8b8a-d76a3a060fd6,N00
70457abc-02c6-5343-9b90-0ebed194c7f1,C00
70457abc-02c6-5343-9b90-0ebed194c7f1,C03
70457abc-02c6-5343-9b90-0ebed194c7f1,C04
70457abc-02c6-5343-9b90-0ebed194c7f1,D01
70457abc-02c6-5343-9b90-0ebed194c7f1,D14
70457abc-02c6-5343-9b90-0ebed194c7f1,D15
70457abc-02c6-5343-9b90-0ebed194c7f1,N00
70457abc-02c6-5343-9b90-0ebed194c7f1,X01
70457abc-02c6-5343-9b90-0ebed194c7f1,X70
70457abc-02c6-5343-9b90-0ebed194c7f1,X78
73884a7a-dcd7-521d-9ac3-dad9b6b57812,A00
73884a7a-dcd7-521d-9ac3-dad9b6b57812,A01
73884a7a-dcd7-521d-9ac3-dad9b6b57812,D01
73884a7a-dcd7-521d-9ac3-dad9b6b57812,D07
e7060b94-904f-54b6-9393-4b0502b2d4c3,K00
e7060b94-904f-54b6-9393-4b0502b2d4c3,Q00
9454c5c0-1f08-5dd4-9bf5-2ba861e9a697,A00
9454c5c0-1f08-5dd4-9bf5-2ba861e9a697,A01
9454c5c0-1f08-5dd4-9bf5-2ba861e9a697,D01
9454c5c0-1f08-5dd4-9bf5-2ba861e9a697,D07
ec326437-579c-5b00-9de9-a65971b2d15e,A00
ec326437-579c-5b00-9de9-a65971b2d15e,A01
ec326437-579c-5b00-9de9-a65971b2d15e,C01
ec326437-579c-5b00-9de9-a65971b2d15e,X06
ec326437-579c-5b00-9de9-a65971b2d15e,X26
d8a70e9d-8ad5-5cf1-b506-8604b20bf621,B00
d8a70e9d-8ad5-5cf1-b506-8604b20bf621,B01
d8a70e9d-8ad5-5cf1-b506-8604b20bf621,B02
d8a70e9d-8ad5-5cf1-b506-8604b20bf621,D08
d8a70e9d-8ad5-5cf1-b506-8604b20bf621,X14
e1f809c9-6d4c-538a-b430-7ea2b6ec47d9,K00
3e74ed9e-5c9c-5c6b-8dee-fbaaae70a9f2,B00
3e74ed9e-5c9c-5c6b-8dee-fbaaae70a9f2,B01
3e74ed9e-5c9c-5c6b-8dee-fbaaae70a9f2,B02
3e74ed9e-5c9c-5c6b-8dee-fbaaae70a9f2,D08
3e74ed9e-5c9c-5c6b-8dee-fbaaae70a9f2,X14
4572571f-e2be-507a-9cf2-1d6080e7b053,A00
4572571f-e2be-507a-9cf2-1d6080e7b053,C01
4572571f-e2be-507a-9cf2-1d6080e7b053,C02
4572571f-e2be-507a-9cf2-1d6080e7b053,D01
4572571f-e2be-507a-9cf2-1d6080e7b053,X03
4572571f-e2be-507a-9cf2-1d6080e7b053,X04
4949aa17-bd59-512b-8b37-23c98e6b25c9,A00
4949aa17-bd59-512b-8b37-23c98e6b25c9,A01
4949aa17-bd59-512b-8b37-23c98e6b25c9,A02
4949aa17-bd59-512b-8b37-23c98e6b25c9,B00
4949aa17-bd59-512b-8b37-23c98e6b25c9,B03
4949aa17-bd59-512b-8b37-23c98e6b25c9,C01
4949aa17-bd59-512b-8b37-23c98e6b25c9,C02
4949aa17-bd59-512b-8b37-23c98e6b25c9,C04
4949aa17-bd59-512b-8b37-23c98e6b25c9,D01
4949aa17-bd59-512b-8b37-23c98e6b25c9,D07
4949aa17-bd59-512b-8b37-23c98e6b25c9,X02
4949aa17-bd59-512b-8b37-23c98e6b25c9,X26
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,A01
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,D01
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,D07
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,K00
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,Q00
dd1bc06a-36ee-5813-ae17-5c85c6f8316d,X25
193d682d-a2cb-5d5e-a3ba-adac2e3694af,A01
193d682d-a2cb-5d5e-a3ba-adac2e3694af,D01
193d682d-a2cb-5d5e-a3ba-adac2e3694af,D07
193d682d-a2cb-5d5e-a3ba-adac2e3694af,X25
231cebcb-f053-5a56-bd1f-39be3556361d,A01
231cebcb-f053-5a56-bd1f-39be3556361d,D01
231cebcb-f053-5a56-bd1f-39be3556361d,D07
231cebcb-f053-5a56-bd1f-39be3556361d,X25
36a67b54-6f63-567b-a638-b5652c7a0b7a,K00
36a67b54-6f63-567b-a638-b5652c7a0b7a,Q00
c35ca8ab-9748-54a7-8284-80c221281032,A00
c35ca8ab-9748-54a7-8284-80c221281032,A01
c35ca8ab-9748-54a7-8284-80c221281032,D01
c35ca8ab-9748-54a7-8284-80c221281032,D07
8f090574-3410-5e1a-a660-939e02b935d6,A01
8f090574-3410-5e1a-a660-939e02b935d6,C00
8f090574-3410-5e1a-a660-939e02b935d6,D01
8f090574-3410-5e1a-a660-939e02b935d6,K00
8f090574-3410-5e1a-a660-939e02b935d6,Q00
8f090574-3410-5e1a-a660-939e02b935d6,X25
bbcbad08-ad5b-5f5c-b010-36342c8eb2d1,A01
bbcbad08-ad5b-5f5c-b010-36342c8eb2d1,C00
bbcbad08-ad5b-5f5c-b010-36342c8eb2d1,D01
bbcbad08-ad5b-5f5c-b010-36342c8eb2d1,X25
e1573ad7-3b6e-5a15-8dc7-49765b644287,A01
e1573ad7-3b6e-5a15-8dc7-49765b644287,C00
e1573ad7-3b6e-5a15-8dc7-49765b644287,D01
e1573ad7-3b6e-5a15-8dc7-49765b644287,X25
715333f6-3a82-5245-b11b-c1ca6a51c05a,A01
715333f6-3a82-5245-b11b-c1ca6a51c05a,D01
715333f6-3a82-5245-b11b-c1ca6a51c05a,Q00
715333f6-3a82-5245-b11b-c1ca6a51c05a,X25
96e8cc34-bf81-56d7-b418-186b9f1dd227,A01
96e8cc34-bf81-56d7-b418-186b9f1dd227,D01
96e8cc34-bf81-56d7-b418-186b9f1dd227,X25
7815429a-6ad9-5b59-b005-e96c5870f28c,A00
7815429a-6ad9-5b59-b005-e96c5870f28c,C01
7815429a-6ad9-5b59-b005-e96c5870f28c,C02
7815429a-6ad9-5b59-b005-e96c5870f28c,D01
7815429a-6ad9-5b59-b005-e96c5870f28c,X03
7815429a-6ad9-5b59-b005-e96c5870f28c,X04
98802b18-d976-5c5b-a244-fa84b2b98ca8,Q00
451809e2-e6df-506c-8e9e-0f1851b26d02,C00
451809e2-e6df-506c-8e9e-0f1851b26d02,D01
451809e2-e6df-506c-8e9e-0f1851b26d02,D09
451809e2-e6df-506c-8e9e-0f1851b26d02,D10
451809e2-e6df-506c-8e9e-0f1851b26d02,D11
451809e2-e6df-506c-8e9e-0f1851b26d02,D14
451809e2-e6df-506c-8e9e-0f1851b26d02,D15
57e1c597-ac4b-56d8-8109-238c12aea77d,A01
57e1c597-ac4b-56d8-8109-238c12aea77d,D01
57e1c597-ac4b-56d8-8109-238c12aea77d,D07
57e1c597-ac4b-56d8-8109-238c12aea77d,D09
57e1c597-ac4b-56d8-8109-238c12aea77d,D10
57e1c597-ac4b-56d8-8109-238c12aea77d,X25
57e1c597-ac4b-56d8-8109-238c12aea77d,X26
57e1c597-ac4b-56d8-8109-238c12aea77d,X27
57e1c597-ac4b-56d8-8109-238c12aea77d,X28
199717f1-e9bc-5984-a2c8-2032a020d914,A01
199717f1-e9bc-5984-a2c8-2032a020d914,D01
199717f1-e9bc-5984-a2c8-2032a020d914,D07
199717f1-e9bc-5984-a2c8-2032a020d914,D09
199717f1-e9bc-5984-a2c8-2032a020d914,D10
199717f1-e9bc-5984-a2c8-2032a020d914,K00
199717f1-e9bc-5984-a2c8-2032a020d914,Q00
199717f1-e9bc-5984-a2c8-2032a020d914,X25
199717f1-e9bc-5984-a2c8-2032a020d914,X26
199717f1-e9bc-5984-a2c8-2032a020d914,X27
199717f1-e9bc-5984-a2c8-2032a020d914,X28
2f541959-b230-5785-94d8-17b32403f4a4,A01
2f541959-b230-5785-94d8-17b32403f4a4,D01
2f541959-b230-5785-94d8-17b32403f4a4,D07
2f541959-b230-5785-94d8-17b32403f4a4,D09
2f541959-b230-5785-94d8-17b32403f4a4,D10
2f541959-b230-5785-94d8-17b32403f4a4,X25
2f541959-b230-5785-94d8-17b32403f4a4,X26
2f541959-b230-5785-94d8-17b32403f4a4,X27
2f541959-b230-5785-94d8-17b32403f4a4,X28
d46615d5-bd1b-5897-80d9-89b7396d6256,A01
d46615d5-bd1b-5897-80d9-89b7396d6256,D01
d46615d5-bd1b-5897-80d9-89b7396d6256,D07
d46615d5-bd1b-5897-80d9-89b7396d6256,D09
d46615d5-bd1b-5897-80d9-89b7396d6256,D10
d46615d5-bd1b-5897-80d9-89b7396d6256,X25
d46615d5-bd1b-5897-80d9-89b7396d6256,X26
d46615d5-bd1b-5897-80d9-89b7396d6256,X27
d46615d5-bd1b-5897-80d9-89b7396d6256,X28
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A00
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A01
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A02
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A03
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A05
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A06
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A07
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A08
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A09
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A10
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,A11
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,C01
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,C02
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,C14
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,D01
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,D07
0ce06d6c-0600-5ce5-b5e4-7273b73a2b73,D10
567e942c-0bae-55c6-9792-e065cf85c19e,A00
567e942c-0bae-55c6-9792-e065cf85c19e,A01
567e942c-0bae-55c6-9792-e065cf85c19e,A02
567e942c-0bae-55c6-9792-e065cf85c19e,A03
567e942c-0bae-55c6-9792-e065cf85c19e,A05
567e942c-0bae-55c6-9792-e065cf85c19e,A06
567e942c-0bae-55c6-9792-e065cf85c19e,A07
567e942c-0bae-55c6-9792-e065cf85c19e,A08
567e942c-0bae-55c6-9792-e065cf85c19e,A09
567e942c-0bae-55c6-9792-e065cf85c19e,A10
567e942c-0bae-55c6-9792-e065cf85c19e,A11
567e942c-0bae-55c6-9792-e065cf85c19e,C01
567e942c-0bae-55c6-9792-e065cf85c19e,C02
567e942c-0bae-55c6-9792-e065cf85c19e,C14
567e942c-0bae-55c6-9792-e065cf85c19e,D01
567e942c-0bae-55c6-9792-e065cf85c19e,D07
567e942c-0bae-55c6-9792-e065cf85c19e,D10
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A00
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A01
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A02
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A03
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A05
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A06
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A07
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A08
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A09
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A10
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,A11
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,C01
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,C02
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,C14
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,D01
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,D07
d3162a4f-5d04-57a8-aa3e-cc1ce5ee37ea,D10
d7baa340-9117-5a32-8215-4cc3ab68e598,A00
d7baa340-9117-5a32-8215-4cc3ab68e598,A01
d7baa340-9117-5a32-8215-4cc3ab68e598,A02
d7baa340-9117-5a32-8215-4cc3ab68e598,A03
d7baa340-9117-5a32-8215-4cc3ab68e598,A05
d7baa340-9117-5a32-8215-4cc3ab68e598,A06
d7baa340-9117-5a32-8215-4cc3ab68e598,A07
d7baa340-9117-5a32-8215-4cc3ab68e598,A08
d7baa340-9117-5a32-8215-4cc3ab68e598,A09
d7baa340-9117-5a32-8215-4cc3ab68e598,A10
d7baa340-9117-5a32-8215-4cc3ab68e598,A11
d7baa340-9117-5a32-8215-4cc3ab68e598,C01
d7baa340-9117-5a32-8215-4cc3ab68e598,C02
d7baa340-9117-5a32-8215-4cc3ab68e598,C14
d7baa340-9117-5a32-8215-4cc3ab68e598,D01
d7baa340-9117-5a32-8215-4cc3ab68e598,D07
d7baa340-9117-5a32-8215-4cc3ab68e598,D10
eedb8973-e413-50a8-862d-76de483e7a77,Q00
f21806a6-fd10-5924-9910-092ff748d13a,A00
f21806a6-fd10-5924-9910-092ff748d13a,A01
f21806a6-fd10-5924-9910-092ff748d13a,C01
eba55b09-e771-5797-8cbb-395d4b2fc73c,K00
ad32da4f-be03-54c4-bbce-49ed24cda9a7,A00
ad32da4f-be03-54c4-bbce-49ed24cda9a7,A01
ad32da4f-be03-54c4-bbce-49ed24cda9a7,B03
ad32da4f-be03-54c4-bbce-49ed24cda9a7,C01
ad32da4f-be03-54c4-bbce-49ed24cda9a7,C02
ad32da4f-be03-54c4-bbce-49ed24cda9a7,X02
a8964de4-c2e2-52bf-8733-602efe79ccff,C03
a8964de4-c2e2-52bf-8733-602efe79ccff,C04
a8964de4-c2e2-52bf-8733-602efe79ccff,D01
a8964de4-c2e2-52bf-8733-602efe79ccff,X02
a8964de4-c2e2-52bf-8733-602efe79ccff,X18
a8964de4-c2e2-52bf-8733-602efe79ccff,X22
a8964de4-c2e2-52bf-8733-602efe79ccff,X25
a8964de4-c2e2-52bf-8733-602efe79ccff,X53
33fa9973-ca4c-5274-962b-fef83286765f,C03
33fa9973-ca4c-5274-962b-fef83286765f,C04
33fa9973-ca4c-5274-962b-fef83286765f,D01
33fa9973-ca4c-5274-962b-fef83286765f,X02
33fa9973-ca4c-5274-962b-fef83286765f,X18
33fa9973-ca4c-5274-962b-fef83286765f,X22
33fa9973-ca4c-5274-962b-fef83286765f,X25
33fa9973-ca4c-5274-962b-fef83286765f,X53
2375f753-6dee-5053-bee7-c0eeb84dea59,A00
2375f753-6dee-5053-bee7-c0eeb84dea59,A01
2375f753-6dee-5053-bee7-c0eeb84dea59,C01
2375f753-6dee-5053-bee7-c0eeb84dea59,Q00
2375f753-6dee-5053-bee7-c0eeb84dea59,X06
982e113c-2a7f-543c-9a58-568dc1a1139c,A00
982e113c-2a7f-543c-9a58-568dc1a1139c,A01
982e113c-2a7f-543c-9a58-568dc1a1139c,C01
982e113c-2a7f-543c-9a58-568dc1a1139c,X06
63094135-6f41-57e3-9867-bb6abf60cebc,Q00
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,C00
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D01
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D09
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D10
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D11
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D14
494c89d3-5e68-53d4-a8c2-5e1f5ca1ea30,D15
be848155-2dd0-5d22-852b-2e88b085a6fa,A00
be848155-2dd0-5d22-852b-2e88b085a6fa,A01
be848155-2dd0-5d22-852b-2e88b085a6fa,C01
be848155-2dd0-5d22-852b-2e88b085a6fa,C02
be848155-2dd0-5d22-852b-2e88b085a6fa,D01
be848155-2dd0-5d22-852b-2e88b085a6fa,D07
be848155-2dd0-5d22-852b-2e88b085a6fa,X02
be848155-2dd0-5d22-852b-2e88b085a6fa,X03
be848155-2dd0-5d22-852b-2e88b085a6fa,X26
be848155-2dd0-5d22-852b-2e88b085a6fa,X27
7e2bb2fb-173a-5581-85ff-5b324a79014a,K00
7e2bb2fb-173a-5581-85ff-5b324a79014a,Q00
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,A00
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,A01
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,C01
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,C02
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,D01
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,D07
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,X02
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,X03
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,X26
61a98eb8-84dc-5fa4-a68e-bcbcb704027a,X27
396c0a22-a6ee-517c-8150-ec2132e97eda,A00
396c0a22-a6ee-517c-8150-ec2132e97eda,A01
396c0a22-a6ee-517c-8150-ec2132e97eda,C01
396c0a22-a6ee-517c-8150-ec2132e97eda,C02
396c0a22-a6ee-517c-8150-ec2132e97eda,D01
396c0a22-a6ee-517c-8150-ec2132e97eda,D07
396c0a22-a6ee-517c-8150-ec2132e97eda,X02
396c0a22-a6ee-517c-8150-ec2132e97eda,X03
396c0a22-a6ee-517c-8150-ec2132e97eda,X26
396c0a22-a6ee-517c-8150-ec2132e97eda,X27
203abcaf-1a71-527d-b991-9229da684227,C00
203abcaf-1a71-527d-b991-9229da684227,D01
203abcaf-1a71-527d-b991-9229da684227,D10
203abcaf-1a71-527d-b991-9229da684227,X21
203abcaf-1a71-527d-b991-9229da684227,X74
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,A00
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,A02
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,A05
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,A06
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,A11
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,B00
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,B02
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,B03
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,B04
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,B08
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,C02
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,C08
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,D07
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,D08
cde08c6a-3130-5ed5-8ff6-e675a2496fcf,X13
9c477178-f60c-5aec-91d5-529537788474,Q00
569b6ee1-a76b-5161-af0b-88053d9367dd,A00
569b6ee1-a76b-5161-af0b-88053d9367dd,A02
569b6ee1-a76b-5161-af0b-88053d9367dd,A05
569b6ee1-a76b-5161-af0b-88053d9367dd,A06
569b6ee1-a76b-5161-af0b-88053d9367dd,A11
569b6ee1-a76b-5161-af0b-88053d9367dd,B00
569b6ee1-a76b-5161-af0b-88053d9367dd,B02
569b6ee1-a76b-5161-af0b-88053d9367dd,B03
569b6ee1-a76b-5161-af0b-88053d9367dd,B04
569b6ee1-a76b-5161-af0b-88053d9367dd,B08
569b6ee1-a76b-5161-af0b-88053d9367dd,C02
569b6ee1-a76b-5161-af0b-88053d9367dd,C08
569b6ee1-a76b-5161-af0b-88053d9367dd,D07
569b6ee1-a76b-5161-af0b-88053d9367dd,D08
569b6ee1-a76b-5161-af0b-88053d9367dd,X13
7ae613cd-3090-5f41-947f-413a196bf98c,Q00
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,A00
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,A01
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,A07
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,B03
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,C01
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,C02
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,C03
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,C04
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,D01
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,X01
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,X02
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,X03
1dbbb4a0-06a0-52fe-9a2c-8a74d9f485ee,X04
afb6f794-3210-5413-834d-0183abccf70b,K00
37128d3b-120b-5118-acad-c4ab77a3ff55,A00
37128d3b-120b-5118-acad-c4ab77a3ff55,A01
37128d3b-120b-5118-acad-c4ab77a3ff55,B03
37128d3b-120b-5118-acad-c4ab77a3ff55,C01
37128d3b-120b-5118-acad-c4ab77a3ff55,C02
37128d3b-120b-5118-acad-c4ab77a3ff55,D26
37128d3b-120b-5118-acad-c4ab77a3ff55,X02
95053bd7-e75d-53e3-9748-d1a8f13135e0,D01
95053bd7-e75d-53e3-9748-d1a8f13135e0,D06
7d6b51e3-bc69-5de8-a06a-938bc91a1f96,D01
7d6b51e3-bc69-5de8-a06a-938bc91a1f96,D06
98b90000-a6ee-56be-84d1-9fb2558675bd,A00
98b90000-a6ee-56be-84d1-9fb2558675bd,A02
98b90000-a6ee-56be-84d1-9fb2558675bd,B00
98b90000-a6ee-56be-84d1-9fb2558675bd,B03
98b90000-a6ee-56be-84d1-9fb2558675bd,D08
98b90000-a6ee-56be-84d1-9fb2558675bd,X13
5440546f-8acf-5fe6-a5f8-1cc404dacc94,A00
5440546f-8acf-5fe6-a5f8-1cc404dacc94,A02
5440546f-8acf-5fe6-a5f8-1cc404dacc94,B00
5440546f-8acf-5fe6-a5f8-1cc404dacc94,B03
5440546f-8acf-5fe6-a5f8-1cc404dacc94,D08
5440546f-8acf-5fe6-a5f8-1cc404dacc94,X13
d0204cfe-6673-5397-8837-6ce6a1356197,C03
d0204cfe-6673-5397-8837-6ce6a1356197,D01
d0204cfe-6673-5397-8837-6ce6a1356197,X01
38964c80-92ac-5d67-8f0e-c5d64a36c4ff,C03
38964c80-92ac-5d67-8f0e-c5d64a36c4ff,D01
38964c80-92ac-5d67-8f0e-c5d64a36c4ff,X01
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,A00
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,A01
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,C01
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,C02
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,D01
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,D07
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,X02
439b4ac4-cab7-5a46-956a-cc4e9a6ea837,X06
562509ee-d674-54e0-824d-c4d304ac5995,A00
562509ee-d674-54e0-824d-c4d304ac5995,A01
562509ee-d674-54e0-824d-c4d304ac5995,C01
562509ee-d674-54e0-824d-c4d304ac5995,C02
562509ee-d674-54e0-824d-c4d304ac5995,D01
562509ee-d674-54e0-824d-c4d304ac5995,D07
562509ee-d674-54e0-824d-c4d304ac5995,X02
562509ee-d674-54e0-824d-c4d304ac5995,X06
4841237b-2e8c-570b-9c43-4287dbde729e,A00
4841237b-2e8c-570b-9c43-4287dbde729e,A01
4841237b-2e8c-570b-9c43-4287dbde729e,D01
4841237b-2e8c-570b-9c43-4287dbde729e,D07
4841237b-2e8c-570b-9c43-4287dbde729e,X06
4841237b-2e8c-570b-9c43-4287dbde729e,X26
742e60e8-a8f4-5df8-b689-ad8bac436aee,K00
742e60e8-a8f4-5df8-b689-ad8bac436aee,Q00
f0b103b8-367e-5468-9255-6d6af8ea2494,A00
f0b103b8-367e-5468-9255-6d6af8ea2494,A01
f0b103b8-367e-5468-9255-6d6af8ea2494,D01
f0b103b8-367e-5468-9255-6d6af8ea2494,D07
f0b103b8-367e-5468-9255-6d6af8ea2494,X06
f0b103b8-367e-5468-9255-6d6af8ea2494,X26
70b01b75-d0a0-568d-9c6d-3643c7dfab19,A00
70b01b75-d0a0-568d-9c6d-3643c7dfab19,A01
70b01b75-d0a0-568d-9c6d-3643c7dfab19,D01
70b01b75-d0a0-568d-9c6d-3643c7dfab19,D07
70b01b75-d0a0-568d-9c6d-3643c7dfab19,X06
70b01b75-d0a0-568d-9c6d-3643c7dfab19,X26
1acc2098-2f88-5cc0-9c45-d16f856486ac,A00
1acc2098-2f88-5cc0-9c45-d16f856486ac,A01
1acc2098-2f88-5cc0-9c45-d16f856486ac,X06
d462b178-f736-5803-ba76-a4bb7fed0e0e,H00
d462b178-f736-5803-ba76-a4bb7fed0e0e,H07
de3bb241-a154-53f3-8828-474057f01ad6,D01
de3bb241-a154-53f3-8828-474057f01ad6,D03
610d0760-ef37-57ad-b458-817621389530,K00
610d0760-ef37-57ad-b458-817621389530,Q00
eede7cbf-66e3-534e-bd7c-3eea0a79b905,D01
eede7cbf-66e3-534e-bd7c-3eea0a79b905,D03
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,C00
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,C01
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,C04
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,C14
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,D01
bff72e3a-66a6-5dd9-9b0a-674a0798ae27,D14
157639d9-4525-5941-94b4-d641d22ba1f4,C00
157639d9-4525-5941-94b4-d641d22ba1f4,C01
157639d9-4525-5941-94b4-d641d22ba1f4,C04
157639d9-4525-5941-94b4-d641d22ba1f4,C14
157639d9-4525-5941-94b4-d641d22ba1f4,D01
157639d9-4525-5941-94b4-d641d22ba1f4,D14
026268f4-3233-5531-9039-0b72393e0024,C00
026268f4-3233-5531-9039-0b72393e0024,C01
026268f4-3233-5531-9039-0b72393e0024,C04
026268f4-3233-5531-9039-0b72393e0024,C14
026268f4-3233-5531-9039-0b72393e0024,D01
026268f4-3233-5531-9039-0b72393e0024,D14
cd797d98-b986-5272-a9ce-677a8a178b53,A00
cd797d98-b986-5272-a9ce-677a8a178b53,A01
cd797d98-b986-5272-a9ce-677a8a178b53,D01
cd797d98-b986-5272-a9ce-677a8a178b53,D07
2a6f175d-cccf-502e-873f-ced35bb4bc7b,K00
2a6f175d-cccf-502e-873f-ced35bb4bc7b,Q00
6b2bdbdf-e0a8-5657-b36c-33f2e53f6f65,A00
6b2bdbdf-e0a8-5657-b36c-33f2e53f6f65,A01
6b2bdbdf-e0a8-5657-b36c-33f2e53f6f65,D01
6b2bdbdf-e0a8-5657-b36c-33f2e53f6f65,D07
94b23eea-9b08-59f3-96b9-fd5011d16957,A00
94b23eea-9b08-59f3-96b9-fd5011d16957,A01
94b23eea-9b08-59f3-96b9-fd5011d16957,A02
94b23eea-9b08-59f3-96b9-fd5011d16957,B00
94b23eea-9b08-59f3-96b9-fd5011d16957,C01
94b23eea-9b08-59f3-96b9-fd5011d16957,C02
94b23eea-9b08-59f3-96b9-fd5011d16957,D07
94b23eea-9b08-59f3-96b9-fd5011d16957,X06
7cabbe1f-9964-519d-9e71-6b1440043541,K00
c7ed52c3-93da-5771-9e6f-86ee1702b019,A00
c7ed52c3-93da-5771-9e6f-86ee1702b019,A01
c7ed52c3-93da-5771-9e6f-86ee1702b019,B03
c7ed52c3-93da-5771-9e6f-86ee1702b019,C01
c7ed52c3-93da-5771-9e6f-86ee1702b019,C02
c7ed52c3-93da-5771-9e6f-86ee1702b019,D01
