id,university_short_name,major_code,is_active,program_source_code,program_name,source,source_school_id,missing_reason,base_program_code,quota,canonical_program_id
9a1f2031-72a9-5254-bcab-26eee08e4334,DKS,DKS-LUATMB,true,DKS-LUATMB,Luật (Cơ sở Hà Nội),tuyensinh247,,Thiếu quota trong course_catalog,DKS-LUATMB,,
412820c5-c9e6-5cda-badb-439e5717e63b,DKS,DKS-LUATMN,true,DKS-LUATMN,Luật (Cơ sở TPHCM),tuyensinh247,,Thiếu quota trong course_catalog,DKS-LUATMN,,
68f332d6-d0da-5e45-b6e3-1c03ee9a1b09,DLX,7220201,true,7220201,Ngôn ngữ Anh,tuyensinh247,366,,7220201,100,
27a7b0f3-c9fe-5033-988f-e2ed9b5c4ee1,DLX,7310101,false,7310101,Kinh tế lao động,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7310101A,,9b91326a-fa81-565d-a8a4-f6ef754b19e1
9b91326a-fa81-565d-a8a4-f6ef754b19e1,DLX,7310101,true,7310101A,Kinh tế lao động,tuyensinh247,,,7310101A,55,
6e4c2e80-37c4-5012-a1b5-fb2499a5eda5,DLX,7310101,true,7310101B,Kinh tế số,tuyensinh247,,,7310101B,70,
ce92c8b3-9821-5473-a1c5-24bc35843947,DLX,7310401,false,7310401,Tâm lý học,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7310401A,,6f55a2e8-d7a2-501b-8c82-b4074e54eda9
6f55a2e8-d7a2-501b-8c82-b4074e54eda9,DLX,7310401,true,7310401A,Tâm lý học,tuyensinh247,,,7310401A,120,
5a2539e4-7f19-5772-9786-d43a82e0b3ea,DLX,7310401,true,7310401B,Tâm lý học học đường,tuyensinh247,,,7310401B,90,
d2b7297d-36cd-5056-ad69-25444f819d26,DLX,7340101,false,7340101,Quản trị kinh doanh,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340101A,,cc231296-1e7d-5ecd-a5d6-0032364722fa
cc231296-1e7d-5ecd-a5d6-0032364722fa,DLX,7340101,true,7340101A,Quản trị kinh doanh,tuyensinh247,,,7340101A,180,
0872ba30-0c2a-52d2-b30e-3a32a8cd05ea,DLX,7340101,true,7340101B,Marketing,tuyensinh247,,,7340101B,50,
d1708f34-1fb6-56c1-a6e8-f8c8b8c1f25d,DLX,7340101,true,7340101C,Logistics và quản trị chuỗi cung ứng,tuyensinh247,,,7340101C,50,
3d8839ea-aa4b-54e5-b5ed-d82de830abbf,DLX,7340201,false,7340201,Tài chính - Ngân hàng,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340201A,,5d02f01a-1845-57de-8deb-65048420191a
5d02f01a-1845-57de-8deb-65048420191a,DLX,7340201,true,7340201A,Tài chính - Ngân hàng,tuyensinh247,,,7340201A,180,
dfa84f71-eb97-57ee-9020-00e0f98d2ff2,DLX,7340201,true,7340201B,Công nghệ tài chính,tuyensinh247,,,7340201B,70,
aa85bf5d-44f4-54f9-b1d8-a2903e43056f,DLX,7340204,false,7340204,Bảo hiểm,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340204A,,3921eff6-12b2-5386-9ab3-9323f7171ff4
3921eff6-12b2-5386-9ab3-9323f7171ff4,DLX,7340204,true,7340204A,Bảo hiểm,tuyensinh247,,,7340204A,50,
7e343e03-6816-5c59-9c76-f5cbe4992964,DLX,7340204,true,7340204B,Tài chính và Quản trị rủi ro,tuyensinh247,,,7340204B,50,
c1f7ede1-998a-579a-b3cd-c1e3c7615b62,DLX,7340204,true,7340204C,Đầu tư tài chính,tuyensinh247,,,7340204C,50,
fca07a43-a940-541b-8171-f7ac31cced15,DLX,7340207,true,7340207,Bảo hiểm - Tài chính,tuyensinh247,366,,7340207,50,
140a1ca9-5a44-58c6-8dca-75b528e11351,DLX,7340301,false,7340301,Kế toán,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340301A,,ae6bf92f-f834-5723-a697-6396ab190871
ae6bf92f-f834-5723-a697-6396ab190871,DLX,7340301,true,7340301A,Kế toán,tuyensinh247,,,7340301A,330,
01e334b5-c469-55d5-91e9-06dbf97d5471,DLX,7340301,true,7340301B,Phân tích dữ liệu trong kế toán,tuyensinh247,,,7340301B,100,
eb9c77ea-dbf0-5f20-90a3-94a4b066a4d8,DLX,7340301,true,7340301C,Kế toán quản trị định hướng chứng chỉ quốc tế CMA,tuyensinh247,,,7340301C,50,
d6e95151-5b1a-5387-95f9-27c2ab8d92ff,DLX,7340302,true,7340302,Kiểm toán,tuyensinh247,366,,7340302,70,
0ef6df3b-5674-5f6e-aa6f-c637aed00874,DLX,7340404,false,7340404,Quản trị nhân lực,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340404A,,04c23b4c-fadf-5bdf-9d49-0327d971f185
04c23b4c-fadf-5bdf-9d49-0327d971f185,DLX,7340404,true,7340404A,Quản trị nhân lực,tuyensinh247,,,7340404A,250,
4a936d5d-a7ce-50d7-bb0d-b0bb7cccad7a,DLX,7340404,true,7340404B,Quản trị nhân lực số,tuyensinh247,,,7340404B,120,
0070959e-41cc-526d-b820-9f9443f25e8a,DLX,7340404,true,7340404C,Quản trị nhân lực và văn phòng,tuyensinh247,,,7340404C,60,
06f53773-d605-55b8-839b-9e0e93320ed1,DLX,7340405,true,7340405,Hệ thống thông tin quản lý,tuyensinh247,366,,7340405,60,
f6289144-5456-5cce-a358-3d899a53f37d,DLX,7380107,true,7380107,Luật kinh tế,tuyensinh247,366,,7380107,100,
5980b599-9cd0-587c-8f06-427f12b69dab,DLX,7480201,true,7480201,Công nghệ thông tin,tuyensinh247,366,,7480201,120,
e4d4ae45-a5e2-5713-9bdd-89d8388a6471,DLX,7760101,false,7760101,Công tác xã hội,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7760101A,,d8ee5759-ff78-5d0f-bf66-0441ed43edcd
d8ee5759-ff78-5d0f-bf66-0441ed43edcd,DLX,7760101,true,7760101A,Công tác xã hội,tuyensinh247,,,7760101A,115,
92025026-9089-5d33-ab4c-c435dec1c339,DLX,7760101,true,7760101B,Dịch vụ chăm sóc xã hội với người cao tuổi,tuyensinh247,,,7760101B,60,
36f9e4b4-1271-5480-9288-f66b2712b1a8,DLX,7810103,false,7810103,Quản trị dịch vụ du lịch và lữ hành,tuyensinh247,366,Dữ liệu quá khứ (Mã nhánh/Biến thể),7810103A,,8dd03ee6-ab44-541b-95b2-6b3c0ec32034
8dd03ee6-ab44-541b-95b2-6b3c0ec32034,DLX,7810103,true,7810103A,Quản trị dịch vụ du lịch và lữ hành,tuyensinh247,,,7810103A,100,
293b9bc4-16f1-505e-9576-fe551474ab12,DLX,7810103,true,7810103B,Quản trị khách sạn,tuyensinh247,,,7810103B,50,
9f501be9-3956-59bf-8a52-b49d7d3d797d,DMT,7220201,true,7220201,Ngôn ngữ Anh,tuyensinh247,171,,7220201,120,
c77bc42e-0356-54cd-81bf-e9ae1727dce1,DMT,7340101,true,7340101,Quản trị kinh doanh,tuyensinh247,171,,7340101,250,
fe9e4528-4ffb-51b8-8d28-cddaef81dd79,DMT,7340115,true,7340115,Marketing,tuyensinh247,171,,7340115,250,
ea8efae6-5bc0-5f73-8ff7-c8380cd49a41,DMT,7340116,true,7340116,Bất động sản,tuyensinh247,171,,7340116,350,
200cd99f-5e17-5e8c-b728-fac57812ee7a,DMT,7340301,true,7340301,Kế toán,tuyensinh247,171,,7340301,200,
3fc25450-4043-55a4-a893-9df53f89fd8f,DMT,7340301,false,7340301PH,Kế toán,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340301,,200cd99f-5e17-5e8c-b728-fac57812ee7a
21670f96-97fd-59bb-8fe7-adb1119d5738,DMT,7380101,true,7380101,Luật,tuyensinh247,171,,7380101,250,
ee3fba6a-f61a-525e-ae79-22a582175b1a,DMT,7440221,false,7440221,Khí tượng và khí hậu học,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7440222,,590f17f7-22b9-50de-84a9-f9458b4d0a64
590f17f7-22b9-50de-84a9-f9458b4d0a64,DMT,7440222,true,7440222,Khí tượng và khí hậu học,tuyensinh247,171,,7440222,50,
8042a6f0-15db-50da-9d08-6de7ac2af46d,DMT,7440224,true,7440224,Thủy văn học,tuyensinh247,171,,7440224,50,
0cdb89d0-dfd6-502b-a554-62f7339a7b99,DMT,7440298,true,7440298,Biến đổi khí hậu và phát triển bền vững,tuyensinh247,171,,7440298,120,
8cc4397e-1a91-5c5b-b8d4-67f372ed298f,DMT,7480201,true,7480201,Công nghệ thông tin,tuyensinh247,171,,7480201,300,
c659dcb2-a453-51fa-a489-69ede8b7a425,DMT,7480201,false,7480201PH,Công nghệ thông tin,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7480201,,8cc4397e-1a91-5c5b-b8d4-67f372ed298f
23d03536-f2f9-552e-b1b2-b826845b38c4,DMT,7510406,true,7510406,Công nghệ kỹ thuật môi trường,tuyensinh247,171,,7510406,200,
b2b3ff1c-6fc2-5e5b-8374-e41fcffc1c92,DMT,7510406,false,7510406PH,Công nghệ kỹ thuật môi trường,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7510406,,23d03536-f2f9-552e-b1b2-b826845b38c4
f97aefc9-fca3-5405-abcf-17608a113613,DMT,7510605,true,7510605,Logistics và quản lý chuỗi cung ứng,tuyensinh247,171,,7510605,200,
682f3116-1682-5e24-9190-5f89f4f89d20,DMT,7520501,true,7520501,Kỹ thuật địa chất,tuyensinh247,171,,7520501,50,
ba00c11f-78ef-5412-a1d8-63cf4623f4ab,DMT,7520503,true,7520503,Kỹ thuật trắc địa bản đồ,tuyensinh247,171,,7520503,90,
7e4c5603-8d51-50cc-93ea-c7112e3494ad,DMT,7520503,true,7520503PH,Kỹ thuật trắc địa bản đồ,tuyensinh247,171,,7520503PH,10,
7d07c1c0-070f-5d53-bdc7-1ea45404b65d,DMT,7540106,true,7540106,Đảm bảo chất lượng và an toàn thực phẩm,tuyensinh247,171,,7540106,100,
c49b39b0-b13b-5474-96ba-195b5ec6d35b,DMT,75I0406PH,false,75I0406PH,Công nghệ kỹ thuật môi trường,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7510406,,23d03536-f2f9-552e-b1b2-b826845b38c4
ac96c761-fe86-5269-b7bd-e1ffa04f0634,DMT,7810103,true,7810103,Quản trị dịch vụ du lịch và lữ hành,tuyensinh247,171,,7810103,200,
8e000a5e-b5a2-58d6-b7bc-5a7a6ed8defe,DMT,7810103,false,7810103PH,Quản trị dịch vụ du lịch và lữ hành,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7810103,,ac96c761-fe86-5269-b7bd-e1ffa04f0634
0513ea11-c5f7-5fc4-b1ed-9812250009b5,DMT,7810201,true,7810201,Quản trị khách sạn,tuyensinh247,171,,7810201,200,
9af965cb-f083-57fe-8e83-2ddaef36b404,DMT,7850101,true,7850101,Quản lý tài nguyên và môi trường,tuyensinh247,171,,7850101,400,
8ae375ba-48d6-5ecf-8644-21e4eb8096e0,DMT,7850101,false,7850101PH,Quản lý tài nguyên và môi trường,tuyensinh247,171,Dữ liệu quá khứ (Mã nhánh/Biến thể),7850101,,9af965cb-f083-57fe-8e83-2ddaef36b404
12c4a32b-97b9-5bc5-a6b7-1bfa482d6831,DMT,7850102,true,7850102,Kinh tế Tài nguyên thiên nhiên,tuyensinh247,171,,7850102,150,
2d9c4faf-43f2-5279-8d98-1f465e0f6e10,DMT,7850103,true,7850103,Quản lý đất đai,tuyensinh247,171,,7850103,550,
c6c5ea6c-43b8-52fb-a157-be5f44b79525,DMT,7850103,true,7850103PH,Quản lý đất đai,tuyensinh247,171,,7850103PH,10,
c2097fd5-a37e-5ed1-83a0-b49d547b1e7d,DMT,7850198,true,7850198,Quản lý tài nguyên nước,tuyensinh247,171,,7850198,50,
f8cfd3ce-7d6f-5f19-83ee-2bea5e5a2428,DMT,7850199,true,7850199,Quản lý biển,tuyensinh247,171,,7850199,50,
5b366d72-0dfc-5b58-99d8-5d839c798c72,DNV,7220201,false,7220201,"Ngôn ngữ Anh, chuyên ngành Biên - phiên dịch thuộc ngành Ngôn ngữ Anh chuyên ngành Tiếng Anh du lịch thuộc ngành Ngôn ngữ Anh",tuyensinh247,478,Ngành đã khai tử/Không tuyển,7220201,,
de5d1c21-972c-5eae-85ee-408c1fe78e62,DNV,7229040,false,7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7229040,,
20e2b925-cedd-5227-8631-e43317b8992b,DNV,7229040,false,7229040-01; 7229040-02,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7229040-01; 7229040-02,,
b72773b4-d986-527a-98ad-7725ff4107a8,DNV,7229040,false,7229040-1QN,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7229040-1QN,,
c9fd230a-cbb8-58eb-81b7-75401e943582,DNV,7229042,false,7229042,Quản lý văn hóa (Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7229042,,
eee59131-8c9b-5ffb-b52d-4f1eda2a56a6,DNV,7229042,false,7229042 (7229042-01),Quản lý văn hóa (Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7229042 (7229042-01),,
19fc9357-9177-5fba-80dc-c5187bbea536,DNV,7310101,false,7310101,Kinh tế,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310101,,
8711cbd9-55cb-5b4b-a999-b9a0c90e9bf7,DNV,7310201,false,7310201,Chính trị học (Chuyên ngành Chính sách công),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310201,,
9d6e4517-58c7-5ecd-bedf-3f8af192e8c4,DNV,7310201,false,7310201 (7310201-01),Chính trị học (Chuyên ngành Chính sách công),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310201 (7310201-01),,
bd239be9-b35a-5c2e-91c4-3fef2dbd0532,DNV,7310202,false,7310202,Xây dựng Đảng và chính quyền nhà nước,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310202,,
8ad89d1c-cf6a-53ac-b541-ac9f29d9ddcc,DNV,7310205,false,7310205,Quản lý nhà nước,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310205,,
835d4e2e-e50b-5000-bc3b-748fe34909f6,DNV,7310205,false,7310205HCM,Quản lý nhà nước,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310205HCM,,
a38898de-264e-5ff0-ae4c-2579a5c6ee74,DNV,7310205,false,7310205QN,Quản lý nhà nước,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310205QN,,
6ffa513a-94fc-5d0d-92aa-faa355719399,DNV,7310205,false,7310205TP-HCM,Quản lý nhà nước,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7310205TP-HCM,,
ce33a368-786c-5409-a35c-0f6c054ede5e,DNV,7320201,false,7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",tuyensinh247,478,Ngành đã khai tử/Không tuyển,7320201,,
8e99edf4-9722-5746-82dc-41e70e8dab25,DNV,7320303,false,7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7320303,,
170cc21a-9618-5f91-95e1-e58204e1226b,DNV,7320303,false,7320303 (7320303-01),Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7320303 (7320303-01),,
ca31cca4-1648-56a3-957c-aac706170ce2,DNV,7320303,false,7320303-1QN,Chuyên ngành Văn thư - lưu trữ thuộc ngành Lưu trữ học,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7320303-1QN,,
22fe7769-2e05-5bfb-ab3f-0e0ab1805c3e,DNV,7320303,false,7320303TP-HCM,Lưu trữ học - Chuyên ngành Văn thư - lưu trữ thuộc ngành Lưu trữ học,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7320303TP-HCM,,
61c7aa87-24ca-5ff3-921a-b86718988eb9,DNV,7340404,false,7340404,Quản trị nhân lực,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340404,,
5713736b-70e2-5612-92f5-e75260566e0c,DNV,7340404,false,7340404QN,Quản trị nhân lực,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340404QN,,
5fa7d8df-2757-5792-a11d-91b0e7735025,DNV,7340406,false,7340406,Quản trị văn phòng,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340406,,
8d506459-6730-5a30-ab07-02013827c03e,DNV,7340406,false,7340406HCM,Quản trị văn phòng,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340406HCM,,
a1a2cc77-e614-557c-8760-a6d2817d3ccc,DNV,7340406,false,7340406QN,Quản trị văn phòng,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340406QN,,
02a7e8a6-9f59-5d53-9f61-899b51d799ea,DNV,7340406,false,7340406TP-HCM,Quản trị văn phòng,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7340406TP-HCM,,
315c014d-0379-5b33-b6ff-04a210b313e2,DNV,7380101,false,7380101,Luật (Chuyên ngành Thanh tra),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7380101,,
c40d05f2-4ced-5825-a2b7-e3ffdb48b61e,DNV,7380101,false,7380101HCM,Luật (Chuyên ngành Thanh tra),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7380101HCM,,
7310f2b5-9743-5b3f-80b0-f8f1fef9c195,DNV,7380101,false,7380101QN,Luật (Chuyên ngành Thanh tra),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7380101QN,,
8cabe1ae-ac2b-5a2f-9328-296bfd76dcad,DNV,7380101,false,7380101QN 7380101-1QN,Luật (Chuyên ngành Thanh tra),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7380101QN 7380101-1QN,,
12c0d400-479c-575d-9dd4-74ff9643073a,DNV,7380101,false,7380101TP-HCM,Luật (Chuyên ngành Thanh tra),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7380101TP-HCM,,
65cb718a-96cd-5dff-8b36-ab7080077312,DNV,7480104,false,7480104,Hệ thông thông tin (Chuyên ngành Hệ thống thông tin thương mại điện tử),tuyensinh247,478,Ngành đã khai tử/Không tuyển,7480104,,
a4edf17f-f6c0-5025-b0ce-a5941217e5eb,DNV,7810103,false,7810103,Quản trị dịch vụ du lịch và lữ hành,tuyensinh247,478,Ngành đã khai tử/Không tuyển,7810103,,
b5f0ab12-0235-596e-804b-d75855bd7186,DPD,7140103,true,7140103,Công nghệ giáo dục,tuyensinh247,,Thiếu quota trong course_catalog,7140103,,
7901dc72-1a57-5148-ac76-160916dd84c3,DPD,7220201,true,7220201,Ngôn ngữ Anh,tuyensinh247,325,Thiếu quota trong course_catalog,7220201,,
d1ed4cac-1b0f-5b38-b7b5-f01598915790,DPD,7220204,true,7220204,Ngôn ngữ Trung,tuyensinh247,325,Thiếu quota trong course_catalog,7220204,,
db3710a1-0246-50ac-a464-b9cd11bf55f0,DPD,7220209,true,7220209,Ngôn ngữ Nhật,tuyensinh247,325,Thiếu quota trong course_catalog,7220209,,
d1c9271b-5a65-5651-b2d3-4ef1e8e448f3,DPD,7220210,true,7220210,Ngôn ngữ Hàn Quốc,tuyensinh247,,Thiếu quota trong course_catalog,7220210,,
771a5118-bc7d-530f-9e73-0b43d314994d,DPD,7229030,true,7229030,Văn học,tuyensinh247,,Thiếu quota trong course_catalog,7229030,,
5b3fc963-afcc-5955-803a-58f1ef9641d1,DPD,7320104,true,7320104,Truyền thông đa phương tiện,tuyensinh247,325,Thiếu quota trong course_catalog,7320104,,
f739c500-55f9-5353-b4a1-227b95634dab,DPD,7340101,true,7340101,Quản trị kinh doanh,tuyensinh247,325,Thiếu quota trong course_catalog,7340101,,
7f411ff8-b92c-5ef9-ab88-a506611388cd,DPD,7340121,true,7340121,Kinh doanh thương mại,tuyensinh247,,Thiếu quota trong course_catalog,7340121,,
a75b8bbf-1669-5942-8495-029b199d74cb,DPD,7340122,true,7340122,Thương mại điện tử,tuyensinh247,325,Thiếu quota trong course_catalog,7340122,,
e4d706a9-a879-5c26-be4f-a96f9863968f,DPD,7340201,true,7340201,Tài chính - Ngân hàng,tuyensinh247,325,Thiếu quota trong course_catalog,7340201,,
662e448b-48f4-546a-ae4e-65433394d995,DPD,7340404,true,7340404,Quản trị nhân lực,tuyensinh247,,Thiếu quota trong course_catalog,7340404,,
646d4398-73f2-5948-bc31-e8ec779b1b42,DPD,7340406,true,7340406,Quản trị Văn phòng,tuyensinh247,325,Thiếu quota trong course_catalog,7340406,,
9305169f-b2f5-5e45-bf1e-11e50d526b6f,DPD,7480201,true,7480201,Công nghệ thông tin,tuyensinh247,325,Thiếu quota trong course_catalog,7480201,,
b0ce01a7-687e-5fce-aab5-b37c7a79139d,DPD,7510203,true,7510203,Công nghệ kỹ thuật Cơ điện tử,tuyensinh247,325,Thiếu quota trong course_catalog,7510203,,
05a16029-c365-5766-aa84-1d610ffcc8b7,DPD,7510205,true,7510205,Công nghệ kỹ thuật ô tô,tuyensinh247,,Thiếu quota trong course_catalog,7510205,,
2455b910-fd20-5775-ac50-3f175119242e,DPD,7510303,true,7510303,Công nghệ Kỹ thuật điều khiển và Tự động hoá,tuyensinh247,,Thiếu quota trong course_catalog,7510303,,
4f86d7c2-98a7-5cdb-930b-f115ebf99a79,DPD,7510605,true,7510605,Logistics & Quản lý chuỗi cung ứng,tuyensinh247,,Thiếu quota trong course_catalog,7510605,,
efbff511-e4b5-552b-b314-60d940d9d18a,DPD,7580101,true,7580101,Kiến trúc,tuyensinh247,325,Thiếu quota trong course_catalog,7580101,,
f6f1b3d9-bee8-5717-a727-979142a33754,DPD,7580109,true,7580109,Quản lý phát triển đô thị và bất động sản,tuyensinh247,,Thiếu quota trong course_catalog,7580109,,
9f2e4f47-8734-5004-8d55-c2a100771eb7,DPD,7580201,true,7580201,Kỹ thuật Xây dựng,tuyensinh247,325,Thiếu quota trong course_catalog,7580201,,
c16c7707-32f3-52c0-9678-ff4413a6e13a,DPD,7580301,true,7580301,Kinh tế Xây dựng,tuyensinh247,325,Thiếu quota trong course_catalog,7580301,,
a8bb0ae3-4af7-52c9-b87b-1eb143ac3d86,DPD,7810103,true,7810103,Quản trị du lịch và lữ hành,tuyensinh247,325,Thiếu quota trong course_catalog,7810103,,
6414ac00-e1de-5333-9673-9d968d5579fc,DPD,7810103,true,7810103.01,Hướng dẫn du lịch,tuyensinh247,,Thiếu quota trong course_catalog,7810103.01,,
3cb6ec32-65f7-52fd-9074-3a567d40176a,DPD,7810201,true,7810201,Quản trị khách sạn,tuyensinh247,,Thiếu quota trong course_catalog,7810201,,
a7027eb5-3b82-5b34-b989-384bab2b5596,DPD,7810202,true,7810202,Quản trị nhà hàng và dịch vụ ăn uống,tuyensinh247,,Thiếu quota trong course_catalog,7810202,,
43a5bbe7-ba01-583f-b210-1f30a2d315b0,DQK,7210403,true,7210403,Cử nhân Thiết kế đồ họa,tuyensinh247,350,,7210403,100,
b0630db9-f5cd-582f-9d71-054436d99069,DQK,7220201,true,7220201,Cử nhân Ngôn ngữ Anh,tuyensinh247,350,,7220201,320,
c14b4220-eaba-5ec7-864a-e9a72024ee03,DQK,7220202,true,7220202,Cử nhân Ngôn ngữ Nga,tuyensinh247,350,,7220202,50,
f0ded00d-f1b9-5c9e-8f21-a6d5d1a74b71,DQK,7220204,true,7220204,Cử nhân ngôn ngữ Trung Quốc,tuyensinh247,350,,7220204,899,
603ad53e-2485-527e-a970-e015945467d7,DQK,7310101,true,7310101,Cử nhân Kinh tế,tuyensinh247,350,,7310101,200,
3ab5b7f8-3217-5080-abd9-cde5077d160f,DQK,7310205,true,7310205,Cử nhân Quản lý nhà nước,tuyensinh247,350,,7310205,40,
8e79f84f-a0ff-5264-8f82-c32a4cf8bbe1,DQK,7340101,true,7340101,Cử nhân Quản trị kinh doanh,tuyensinh247,350,,7340101,960,
b5e5238f-1e6a-5a60-b4bb-90923fcead39,DQK,7340120,true,7340120,Cử nhân Kinh doanh quốc tế,tuyensinh247,350,,7340120,400,
114b87a1-762c-5b38-a896-eac7eed34000,DQK,7340201,false,7340201,"Cử nhân Tài chính - Ngân hàng, chuyên ngành Tài chính",tuyensinh247,350,Dữ liệu quá khứ (Mã nhánh/Biến thể),7340201- 2,,001963a4-e072-56ef-8e50-8b5fcdd83a3c
001963a4-e072-56ef-8e50-8b5fcdd83a3c,DQK,7340201,true,7340201- 2,"Cử nhân Tài chính - Ngân hàng, chuyên ngành Tài chính",tuyensinh247,,,7340201- 2,185,
e3c9d824-1fed-5830-9282-fa5fe514f1d0,DQK,7340201,true,7340201-1,"Cử nhân Tài chính - Ngân hàng, chuyên ngành Ngân hàng",tuyensinh247,,,7340201-1,185,
f3e72f80-fc5f-58cd-9e1f-fe699b39292c,DQK,7340301,true,7340301,Cử nhân Kế toán,tuyensinh247,350,,7340301,470,
083b35ee-80a2-5956-b4f7-3b01f753dbb8,DQK,7380107,true,7380107,Cử nhân Luật kinh tế,tuyensinh247,350,,7380107,284,
02cf1ead-3766-5b08-8f9a-a28667838325,DQK,7480201,true,7480201,Kỹ sư Công nghệ thông tin,tuyensinh247,350,,7480201,960,
7d1bfa40-4924-58f3-8e17-a4afdb7e68f3,DQK,7510203,true,7510203,Kỹ sư Công nghệ kỹ thuật cơ - điện từ,tuyensinh247,350,,7510203,170,
279b7602-a4c5-54ac-9b99-42db9ed01109,DQK,7510205,true,7510205,Kỹ sư Công nghệ kỹ thuật ô tô,tuyensinh247,350,,7510205,301,
179f8626-23f9-537b-8812-b66335a8b5ce,DQK,7510301,true,7510301,"Kỹ sư Công nghệ kỹ thuật điện, điện tử",tuyensinh247,350,,7510301,150,
6ced4657-759b-5ace-a9c1-ab83628495e4,DQK,7510406,true,7510406,Kỹ sư Công nghệ kỹ thuật môi trường,tuyensinh247,350,,7510406,30,
69f79c6c-6a0f-5c68-9db1-2df5a3153ecc,DQK,7580101,true,7580101,Kiến trúc sư,tuyensinh247,350,,7580101,50,
b6df017b-3297-5416-ada2-94253daf65fa,DQK,7580106,true,7580106,Cử nhân Quản lý đô thị và công trình,tuyensinh247,350,,7580106,20,
6f93447d-eabc-5a8c-a306-4eba09bdb1c6,DQK,7580108,true,7580108,Cử nhân Thiết kế nội thất,tuyensinh247,350,,7580108,50,
86108fd5-2dc6-5791-a8d1-a5df7c2a6c8d,DQK,7580201,true,7580201,Kỹ sư Kỹ thuật xây dựng,tuyensinh247,350,,7580201,70,
1351330d-525d-57c8-a52b-c08c4d2ef7d9,DQK,7720101,true,7720101,Bác sĩ Y khoa,tuyensinh247,350,,7720101,144,
e05b5c9a-8f05-5904-bff1-aa2d5674fae8,DQK,7720201,true,7720201,Dược sĩ,tuyensinh247,350,,7720201,180,
3929a2c8-a4b9-53e7-8d31-8e92001f7c2f,DQK,7720301,true,7720301,Cử nhân Điều dưỡng,tuyensinh247,350,,7720301,64,
a60bd4fe-3fec-54ce-83da-efe72bc7534f,DQK,7720501,true,7720501,Bác sĩ Răng - Hàm - Mặt,tuyensinh247,350,,7720501,60,
